Index,Verb Number,Person,Tense,Cherokee,English,Tone,Kirk Verb (Cherokee),Kirk Verb (English),CED (Cherokee),CED (English),CED Sentence (Cherokee),CED Sentence (English),CED Index,CED Link,screenshot name,tags,Is_Dupe,Dupes,weird things
6558,262,Second Person Singular,Habitual Tense,hosdvniho'i,You bat it (habitually),go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_2s HabitualTense hasCED,,,
6559,262,Second Person Singular,Completive Past,josdvnilv'i,You batted it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_2s CompletivePast hasCED,,,
6560,262,Second Person Singular,Immediate,hosdvniga,You just batted it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_2s Immediate hasCED accelerated_2,,,
6561,262,Second Person Singular,Infinitive,josdvnisdi,For you to bat it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_2s Infinitive hasCED,,,
6562,262,Third Person Singular,Present Tense,gosdvniha,She is batting it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_3s PresentTense hasCED accelerated_1,2,I am batting it@She is batting it,
6563,262,Third Person Singular,Habitual Tense,gosdvniho'i,She bats it (habitually),go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_3s HabitualTense hasCED,2,I bat it (habitually)@She bats it (habitually),
6564,262,Third Person Singular,Completive Past,uwosdvnilv'i,She batted it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_3s CompletivePast hasCED,,,
6565,262,Third Person Singular,Immediate,gosdvniga,She just batted it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_3s Immediate hasCED,2,I just batted it@She just batted it,
6566,262,Third Person Singular,Infinitive,uwosdvnisdi,For her to bat it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_3s Infinitive hasCED accelerated_2,,,
6567,262,Third Person Plural,Present Tense,anosdvniha,They are batting it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_3p PresentTense hasCED accelerated_2,,,
6568,262,Third Person Plural,Habitual Tense,anosdvniho'i,They bat it (habitually),go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_3p HabitualTense hasCED,,,
6569,262,Third Person Plural,Completive Past,unosdvnilv'i,They batted it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_3p CompletivePast hasCED,,,
6570,262,Third Person Plural,Immediate,anosdvniga,They just batted it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_3p Immediate hasCED,,,
6571,262,Third Person Plural,Infinitive,unosdvnisdi,For them to bat it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_3p Infinitive hasCED,,,
6572,262,First Person Plural Inclusive,Present Tense,idosdvniha,We are batting it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_1p-in PresentTense hasCED,,,
6573,262,First Person Plural Inclusive,Habitual Tense,idosdvniho'i,We bat it (habitually),go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_1p-in HabitualTense hasCED accelerated_2,,,
6574,262,First Person Plural Inclusive,Completive Past,igosdvnilv'i,We batted it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_1p-in CompletivePast hasCED,,,
6575,262,First Person Plural Inclusive,Immediate,idosdvniga,We just batted it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_1p-in Immediate hasCED,,,
6576,262,First Person Plural Inclusive,Infinitive,igosdvnisdi,For us to bat it,go²sdv³ni²ha,Gosdvniha,S/he's Batting It,gosdvniha,he's batting it,Sgwahlesdi uniyohuselv *uwosdvnila*.,They lost the ball *when he batted*.,1259,https://cherokeedictionary.net/share/73263,_batIt.PNG,P_1p-in Infinitive hasCED,,,
6577,263,First Person Singular,Present Tense,dejinadiwsga,"I am crossing it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_1s PresentTense hasCED,,,
6578,263,First Person Singular,Habitual Tense,dejinadiwsgo'i,"I cross it (road, bridge, etc) (habitually)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_1s HabitualTense hasCED,,,
6579,263,First Person Singular,Completive Past,daginadiwsv'i,"I crossed it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_1s CompletivePast hasCED,,,
6580,263,First Person Singular,Immediate,dijinadihwi,"I just crossed it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_1s Immediate hasCED,,,
6581,263,First Person Singular,Infinitive,diginadihwisdi,"For me to cross it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_1s Infinitive hasCED accelerated_2,2,"For me to cross it (road, bridge, etc)@For us to cross it (road, bridge, etc)",
6582,263,Second Person Singular,Present Tense,dehinadiwsga,"You are crossing it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_2s PresentTense hasCED accelerated_2,,,
6583,263,Second Person Singular,Habitual Tense,dehinadiwsgo'i,"You cross it (road, bridge, etc) (habitually)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_2s HabitualTense hasCED,,,
6584,263,Second Person Singular,Completive Past,dejanadiwsv'i,"You crossed it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_2s CompletivePast hasCED,,,
6585,263,Second Person Singular,Immediate,tinadihwi,"You just crossed it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_2s Immediate hasCED,,,
6586,263,Second Person Singular,Infinitive,dijanadihwisdi,"For you to cross it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_2s Infinitive hasCED,,,
6587,263,Third Person Singular,Present Tense,deganadiwsga,"She is crossing it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_3s PresentTense hasCED accelerated_1,,,
6588,263,Third Person Singular,Habitual Tense,deganadiwsgo'i,"She crosses it (road, bridge, etc) (habitually)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_3s HabitualTense hasCED accelerated_2,,,
6589,263,Third Person Singular,Completive Past,dunadiwsv'i,"She crossed it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_3s CompletivePast hasCED,,,
6590,263,Third Person Singular,Immediate,dikanadihwi,"She just crossed it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_3s Immediate hasCED,,,
6591,263,Third Person Singular,Infinitive,junadihwisdi,"For her to cross it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_3s Infinitive hasCED,,,
6592,263,Third Person Plural,Present Tense,daninadiwsga,"They are crossing it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_3p PresentTense hasCED,,,
6593,263,Third Person Plural,Habitual Tense,daninadiwsgo'i,"They cross it (road, bridge, etc) (habitually)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_3p HabitualTense hasCED,,,
6594,263,Third Person Plural,Completive Past,duninadiwsv'i,"They crossed it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_3p CompletivePast hasCED accelerated_2,,,
6595,263,Third Person Plural,Immediate,dininadihwi,"They just crossed it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_3p Immediate hasCED,,,
6596,263,Third Person Plural,Infinitive,juninadihwisdi,"For them to cross it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_3p Infinitive hasCED,,,
6597,263,First Person Plural Inclusive,Present Tense,dedinadiwsga,"We are crossing it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_1p-in PresentTense hasCED,,,
6598,263,First Person Plural Inclusive,Habitual Tense,dedinadiwsgo'i,"We cross it (road, bridge, etc) (habitually)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_1p-in HabitualTense hasCED,,,
6599,263,First Person Plural Inclusive,Completive Past,deginadiwsv'i,"We crossed it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_1p-in CompletivePast hasCED,,,
6600,263,First Person Plural Inclusive,Immediate,didinadihwi,"We just crossed it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_1p-in Immediate hasCED accelerated_2,,,
6601,263,First Person Plural Inclusive,Infinitive,diginadihwisdi,"For us to cross it (road, bridge, etc)",de²ga.³na.²diw³sga,Deganadiwsga,S/he's Crossing It,deganadiwsga,"he's crossing (a road, bridge, etc.)",Nvnohi *deganadiwsgv* ahwi jigov usv jigesvi.,I saw a deer *crossing* a road last night.,831,https://cherokeedictionary.net/share/72821,_crossIt.PNG,P_1p-in Infinitive hasCED,2,"For me to cross it (road, bridge, etc)@For us to cross it (road, bridge, etc)",
6602,264,First Person Singular,Present Tense,jisgahlga,I am biting her;I am biting it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_1s PresentTense hasCED,,,
6603,264,First Person Singular,Habitual Tense,jisgahlgo'i,I bite her (habitually);I bite it (habitually),a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_1s HabitualTense hasCED accelerated_2,,,
6604,264,First Person Singular,Completive Past,aksgahljv'i,I bit her;I bit it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_1s CompletivePast hasCED,,,
6605,264,First Person Singular,Immediate,jisgala,I just bit her;I just bit it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_1s Immediate hasCED,,,
6606,264,First Person Singular,Infinitive,aksgalsdi,For me to bite her;For me to bite it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_1s Infinitive hasCED,,,
6607,264,Second Person Singular,Present Tense,hisgahlga,You are biting her;You are biting it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_2s PresentTense hasCED,,,
6608,264,Second Person Singular,Habitual Tense,hisgahlgo'i,You bite her (habitually);You bite it (habitually),a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_2s HabitualTense hasCED,,,
6609,264,Second Person Singular,Completive Past,tsgahljv'i,You bit her;You bit it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_2s CompletivePast hasCED accelerated_2,,,
6610,264,Second Person Singular,Immediate,hisgala,You just bit her;You just bit it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_2s Immediate hasCED,,,
6611,264,Second Person Singular,Infinitive,tsgalsdi,For you to bite her;For you to bite it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_2s Infinitive hasCED,,,
6612,264,Third Person Singular,Present Tense,asgahlga,She is biting her;She is biting it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_3s PresentTense hasCED accelerated_1,,,
6613,264,Third Person Singular,Habitual Tense,asgahlgo'i,She bites her (habitually);She bites it (habitually),a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_3s HabitualTense hasCED,,,
6614,264,Third Person Singular,Completive Past,usgahljv'i,She bit her;She bit it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_3s CompletivePast hasCED,,,
6615,264,Third Person Singular,Immediate,asgala,She just bit her;She just bit it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_3s Immediate hasCED accelerated_2,,,
6616,264,Third Person Singular,Infinitive,usgalsdi,For her to bite her;For her to bite it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_3s Infinitive hasCED,,,
6617,264,Third Person Plural,Present Tense,anisgahlga,They are biting her;They are biting it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_3p PresentTense hasCED,,,
6618,264,Third Person Plural,Habitual Tense,anisgahlgo'i,They bite her (habitually);They bite it (habitually),a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_3p HabitualTense hasCED,,,
6619,264,Third Person Plural,Completive Past,unisgahljv'i,They bit her;They bit it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_3p CompletivePast hasCED,,,
6620,264,Third Person Plural,Immediate,anisgala,They just bit her;They just bit it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_3p Immediate hasCED,,,
6621,264,Third Person Plural,Infinitive,unisgalsdi,For them to bite her;For them to bite it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_3p Infinitive hasCED accelerated_2,,,
6622,264,First Person Plural Inclusive,Present Tense,idisgahlga,We are biting her;We are biting it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_1p-in PresentTense hasCED accelerated_2,,,
6623,264,First Person Plural Inclusive,Habitual Tense,idisgahlgo'i,We bite her (habitually);We bite it (habitually),a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_1p-in HabitualTense hasCED,,,
6624,264,First Person Plural Inclusive,Completive Past,igisgahljv'i,We bit her;We bit it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_1p-in CompletivePast hasCED,,,
6625,264,First Person Plural Inclusive,Immediate,idisgala,We just bit her;We just bit it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_1p-in Immediate hasCED,,,
6626,264,First Person Plural Inclusive,Infinitive,igisgalsdi,For us to bite her;For us to bite it,a¹sgahl²ga,Asgahlga,S/he's Biting Him/It,asgahlga,"he's biting him, it",Asgaya *usgalsdi* unehltanv gihli.,The dog tried *to bite* the man.,608,https://cherokeedictionary.net/share/72593,_biteHimIt.PNG,P_1p-in Infinitive hasCED,,,
6627,265,First Person Singular,Present Tense,gasgosga,I am digging it,a¹sgo²³sga,Asgosga,S/he's Digging It,asgosga,he's digging it,Amahldi *gasgosga*.,*I am digging* a water well.,623,https://cherokeedictionary.net/share/72609,_digIt.PNG,P_1s PresentTense hasCED accelerated_2,,,
6628,265,First Person Singular,Habitual Tense,gasgosgo'i,I dig it (habitually),a¹sgo²³sga,Asgosga,S/he's Digging It,asgosga,he's digging it,Amahldi *gasgosga*.,*I am digging* a water well.,623,https://cherokeedictionary.net/share/72609,_digIt.PNG,P_1s HabitualTense hasCED,,,
6629,265,First Person Singular,Completive Past,agwasgosv'i,I dug it,a¹sgo²³sga,Asgosga,S/he's Digging It,asgosga,he's digging it,Amahldi *gasgosga*.,*I am digging* a water well.,623,https://cherokeedictionary.net/share/72609,_digIt.PNG,P_1s CompletivePast hasCED,,,
6630,265,First Person Singular,Immediate,gasgola,I just dug it,a¹sgo²³sga,Asgosga,S/he's Digging It,asgosga,he's digging it,Amahldi *gasgosga*.,*I am digging* a water well.,623,https://cherokeedictionary.net/share/72609,_digIt.PNG,P_1s Immediate hasCED,,,
6631,265,First Person Singular,Infinitive,agwasgosdi,For me to dig it,a¹sgo²³sga,Asgosga,S/he's Digging It,asgosga,he's digging it,Amahldi *gasgosga*.,*I am digging* a water well.,623,https://cherokeedictionary.net/share/72609,_digIt.PNG,P_1s Infinitive hasCED,,,
6632,265,Second Person Singular,Present Tense,hasgosga,You are digging it,a¹sgo²³sga,Asgosga,S/he's Digging It,asgosga,he's digging it,Amahldi *gasgosga*.,*I am digging* a water well.,623,https://cherokeedictionary.net/share/72609,_digIt.PNG,P_2s PresentTense hasCED,,,
6633,265,Second Person Singular,Habitual Tense,hasgosgo'i,You dig it (habitually),a¹sgo²³sga,Asgosga,S/he's Digging It,asgosga,he's digging it,Amahldi *gasgosga*.,*I am digging* a water well.,623,https://cherokeedictionary.net/share/72609,_digIt.PNG,P_2s HabitualTense hasCED accelerated_2,,,
