Index,Verb Number,Person,Tense,Cherokee,English,Tone,Kirk Verb (Cherokee),Kirk Verb (English),CED (Cherokee),CED (English),CED Sentence (Cherokee),CED Sentence (English),CED Index,CED Link,screenshot name,tags,Is_Dupe,Dupes,weird things
1,1,First Person Singular,Present Tense,jiwoniha,I am speaking,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_1s PresentTense hasCED,,,
2,1,First Person Singular,Habitual Tense,jiwonisgo'i,I speak (habitually),ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_1s HabitualTense hasCED,,,
3,1,First Person Singular,Completive Past,agiwonisv'i,I spoke,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_1s CompletivePast hasCED accelerated_2,,,
4,1,First Person Singular,Immediate,jiwonihi,I just spoke,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_1s Immediate hasCED,,,
5,1,First Person Singular,Infinitive,agiwonihisdi,For me to speak,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_1s Infinitive hasCED,,,
6,1,Second Person Singular,Present Tense,hiwoniha,You are speaking,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_2s PresentTense hasCED,,,
7,1,Second Person Singular,Habitual Tense,hiwonisgo'i,You speak (habitually),ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_2s HabitualTense hasCED,,,
8,1,Second Person Singular,Completive Past,jawonisv'i,You spoke,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_2s CompletivePast hasCED,,,
9,1,Second Person Singular,Immediate,hiwonihi,You just spoke,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_2s Immediate hasCED accelerated_2,,,
10,1,Second Person Singular,Infinitive,jawonihisdi,For you to speak,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_2s Infinitive hasCED,,,
11,1,Third Person Singular,Present Tense,gawoniha,She is speaking,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_3s PresentTense hasCED accelerated_1,,,
12,1,Third Person Singular,Habitual Tense,gawonisgo'i,She speaks (habitually),ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_3s HabitualTense hasCED,,,
13,1,Third Person Singular,Completive Past,uwonisv'i,She spoke,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_3s CompletivePast hasCED,,,
14,1,Third Person Singular,Immediate,gawonihi,She just spoke,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_3s Immediate hasCED,,,
15,1,Third Person Singular,Infinitive,uwonihisdi,For her to speak,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_3s Infinitive hasCED accelerated_2,,,
16,1,Third Person Plural,Present Tense,aniwoniha,They are speaking,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_3p PresentTense hasCED accelerated_2,,,
17,1,Third Person Plural,Habitual Tense,aniwonisgo'i,They speak (habitually),ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_3p HabitualTense hasCED,,,
18,1,Third Person Plural,Completive Past,uniwonisv'i,They spoke,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_3p CompletivePast hasCED,,,
19,1,Third Person Plural,Immediate,aniwonihi,They just spoke,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_3p Immediate hasCED,,,
20,1,Third Person Plural,Infinitive,uniwonihisdi,For them to speak,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_3p Infinitive hasCED,,,
21,1,First Person Plural Inclusive,Present Tense,idiwoniha,We are speaking,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_1p-in PresentTense hasCED,,,
22,1,First Person Plural Inclusive,Habitual Tense,idiwonisgo'i,We speak (habitually),ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_1p-in HabitualTense hasCED accelerated_2,,,
23,1,First Person Plural Inclusive,Completive Past,igiwonisv'i,We spoke,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_1p-in CompletivePast hasCED,,,
24,1,First Person Plural Inclusive,Immediate,idiwonihi,We just spoke,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_1p-in Immediate hasCED,,,
25,1,First Person Plural Inclusive,Infinitive,igiwonihisdi,For us to speak,ga.²wo³ni.²ha,Gawoniha,Speaking,gawoniha,he's speaking,"Tsgwisdi *gawoniha*, asehnv hla gohusdi yadiha.","*He's* *talking* a lot, but he's not saying anything.",1202,https://cherokeedictionary.net/share/73206,woni_A.PNG,first5 first25 P_1p-in Infinitive hasCED,,,
26,2,First Person Singular,Present Tense,jigoliye'a,I am reading,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_1s PresentTense hasCED,,,
27,2,First Person Singular,Habitual Tense,jigoliyesgo'i,I read (habitually),a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_1s HabitualTense hasCED,,,
28,2,First Person Singular,Completive Past,agigoliye'v'i,I read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_1s CompletivePast hasCED accelerated_2,,,
29,2,First Person Singular,Immediate,jigoliya,I just read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_1s Immediate hasCED,,,
30,2,First Person Singular,Infinitive,agigoliyedi,For me to read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_1s Infinitive hasCED,,,
31,2,Second Person Singular,Present Tense,higoliye'a,You are reading,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_2s PresentTense hasCED,,,
32,2,Second Person Singular,Habitual Tense,higoliyesgo'i,You read (habitually),a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_2s HabitualTense hasCED,,,
33,2,Second Person Singular,Completive Past,jagoliye'v'i,You read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_2s CompletivePast hasCED,,,
34,2,Second Person Singular,Immediate,higoliya,You just read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_2s Immediate hasCED accelerated_2,,,
35,2,Second Person Singular,Infinitive,jagoliyedi,For you to read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_2s Infinitive hasCED,,,
36,2,Third Person Singular,Present Tense,agoliye'a,She is reading,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_3s PresentTense hasCED accelerated_1,,,
37,2,Third Person Singular,Habitual Tense,agoliyesgo'i,She reads (habitually),a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_3s HabitualTense hasCED,,,
38,2,Third Person Singular,Completive Past,ugoliye'v'i,She read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_3s CompletivePast hasCED,,,
39,2,Third Person Singular,Immediate,agoliya,She just read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_3s Immediate hasCED,,,
40,2,Third Person Singular,Infinitive,ugoliyedi,For her to read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_3s Infinitive hasCED accelerated_2,,,
41,2,Third Person Plural,Present Tense,anigoliye'a,They are reading,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_3p PresentTense hasCED accelerated_2,,,
42,2,Third Person Plural,Habitual Tense,anigoliyesgo'i,They read (habitually),a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_3p HabitualTense hasCED,,,
43,2,Third Person Plural,Completive Past,unigoliye'v'i,They read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_3p CompletivePast hasCED,,,
44,2,Third Person Plural,Immediate,anigoliya,They just read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_3p Immediate hasCED,,,
45,2,Third Person Plural,Infinitive,unigoliyedi,For them to read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_3p Infinitive hasCED,,,
46,2,First Person Plural Inclusive,Present Tense,idigoliye'a,We are reading,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_1p-in PresentTense hasCED,,,
47,2,First Person Plural Inclusive,Habitual Tense,idigoliyesgo'i,We read (habitually),a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_1p-in HabitualTense hasCED accelerated_2,,,
48,2,First Person Plural Inclusive,Completive Past,igigoliye'v'i,We read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_1p-in CompletivePast hasCED,,,
49,2,First Person Plural Inclusive,Immediate,idigoliya,We just read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_1p-in Immediate hasCED,,,
50,2,First Person Plural Inclusive,Infinitive,igigoliyedi,For us to read,a¹go²li²³ye.³?a,Agoliye'a,Reading,agoliyea,"1. he's reading, 2. he's examining him, it",Oginalii nidayunvnv gohwel *jigoliyea*. Aganakti *ugoliyedi* udulisgv udlvgi.,*I am reading* a letter from a friend. The patient wanted a doctor *to examine him*.,342,https://cherokeedictionary.net/share/72324,goliye_A.PNG,first25 P_1p-in Infinitive hasCED,,,
51,3,First Person Singular,Present Tense,jigatosdi,I am watching her,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_1s PresentTense hasCED accelerated_2,,,add
52,3,First Person Singular,Present Tense,agwaktosdi,I am watching it,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_1s PresentTense hasCED,,,add
53,3,First Person Singular,Habitual Tense,jigatosdisgo'i,I watch her (habitually),a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_1s HabitualTense hasCED,,,add
54,3,First Person Singular,Habitual Tense,agwaktosdisgo'i,I watch it (habitually),a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_1s HabitualTense hasCED accelerated_2,,,add
55,3,First Person Singular,Completive Past,jigatostanv'i,I watched her,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_1s CompletivePast hasCED,,,add
56,3,First Person Singular,Completive Past,agwaktostanv'i,I watched it,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_1s CompletivePast hasCED,,,add
57,3,First Person Singular,Immediate,jiyaktosda,I just watched her,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_1s Immediate hasCED,,,add
58,3,First Person Singular,Immediate,agwaktosda,I just watched it,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_1s Immediate hasCED,,,add
59,3,First Person Singular,Infinitive,jigatosdohdi,For me to watch her,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_1s Infinitive hasCED,,,add
60,3,First Person Singular,Infinitive,agwaktosdohdi,For me to watch it,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_1s Infinitive hasCED,,,add
61,3,Second Person Singular,Present Tense,higatosdi,You are watching her,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_2s PresentTense hasCED,,,add
62,3,Second Person Singular,Present Tense,jaktosdi,You are watching it,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_2s PresentTense hasCED,,,add
63,3,Second Person Singular,Habitual Tense,higatosdisgo'i,You watch her (habitually),a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_2s HabitualTense hasCED,,,add
64,3,Second Person Singular,Habitual Tense,jaktosdisgo'i,You watch it (habitually),a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_2s HabitualTense hasCED,,,add
65,3,Second Person Singular,Completive Past,higatostanv'i,You watched her,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_2s CompletivePast hasCED accelerated_2,,,add
66,3,Second Person Singular,Completive Past,jaktostanv'i,You watched it,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_2s CompletivePast hasCED,,,add
67,3,Second Person Singular,Immediate,haktosda,You just watched her,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_2s Immediate hasCED,,,add
68,3,Second Person Singular,Immediate,jaktosda,You just watched it,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_2s Immediate hasCED accelerated_2,,,add
69,3,Second Person Singular,Infinitive,higatosdohdi,For you to watch her,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_2s Infinitive hasCED,,,add
70,3,Second Person Singular,Infinitive,jaktosdohdi,For you to watch it,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_2s Infinitive hasCED,,,add
71,3,Third Person Singular,Present Tense,aktosdi,She is watching her,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_3s PresentTense hasCED accelerated_1,,,add
72,3,Third Person Singular,Present Tense,uktosdi,She is watching it,a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_3s PresentTense hasCED accelerated_1,,,add
73,3,Third Person Singular,Habitual Tense,aktosdisgo'i,She watches her (habitually),a¹kto²³sdi,Aktosdi,Watching,aktosdi,he's looking at him/it,Jalvkwdis adayvlatvsgi *haktosdohdi*?,Do you like *to watch* television?,494,https://cherokeedictionary.net/share/72478,_watching.PNG,first100 P_3s HabitualTense hasCED,,,add
