Entry No.,Headword,No.,Syllabary,Practical,Simple phonetics,Tone and length 1,Tone and length 2,Part of speech,Part of speech ch,Grammar sub entry,Grammar note,Translation 1A,Translation 1B,Translation 1C,Translation 1D,Translation 1E,Translation 1F,Translation 1G,Translation 1H,Translation 1 sub entry,Translation 2A,Translation 2B,Translation 2C,Translation 2D,Translation 2 sub entry,Translation 3A,Translation 3B,Translation 3C,Translation 3D,Translation 3 sub entry,English gloss 1,English gloss 2,English gloss 3,English gloss 4,Variant 1,Variant 2,Variant 3,Variant 4,Variant 5,Variant 6,Variant 7,Variant 8,Word audio,Sentence 1 audio,Sentence-1 SYLL,Sentence-1 PHON,Sentence-1 ENGL,Sentence 2 audio,Sentence-2 SYLL,Sentence-2 PHON,Sentence-2 ENGL,Sentence 3 audio,Sentence-3 SYLL,Sentence-3 PHON,Sentence-3 ENGL,Source of sentence 1,Source of sentence 2,Source of sentence 3,Speaker of sentence 1,Speaker of sentence 2,Speaker of sentence 3,Notes on speaker of sentence 1,Notes on speaker of sentence 2,Notes on speaker of sentence 3,Status
1636.2,ᎤᏴᏜ ᎠᎩᏂᏱᎭ,1636,ᎤᏴᏜ ᎠᎩᏂᏱᎭ,uhyvdla agi’niyiha,u-yv-dla a-gi-ni-yi-ha,uhyvdlaàgị́’niyị́ha,u:hyv:dlaà:gí’ni:yíha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with animate/ inanimate object,,I have a cold,,,,,,,,,,,,,,,,,,,cold,,,,uyvdla agi’niyiha,,,,,,,,,Sentence_for_entry_1636.m4a,Ꮭ ᎣᏍᏓ ᏯᏆᏓᏅᏔ. *ᎤᏴᏜ ᎠᎩᏂᏱᎭ.*,hlá ő:sda yagwáda:nhta *u:hyv:dla à:gíni:yi:ha*,I don’t feel good. *I have a cold.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1636.3,ᎤᏴᏜ ᎤᏂᏴᎲᎢ,1636,ᎤᏴᏜ ᎤᏂᏴᎲᎢ,uhyvdla uniyvhv’i,u-hyv-dla u-ni-yv-hv-i,uhyvdlaùníyvhv̌’i,u:hyv:dlaù:ní:yv:hv̌:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular non-progressive remote past tense,,he/she had a cold,,,,,,,,,,,,,,,,,,,cold,,,,uyvdla uniyvhv’i,,,,,,,,,Sentence_for_entry_1636.m4a,Ꮭ ᎣᏍᏓ ᏯᏆᏓᏅᏔ. *ᎤᏴᏜ ᎠᎩᏂᏱᎭ.*,hlá ő:sda yagwáda:nhta *u:hyv:dla à:gíni:yi:ha*,I don’t feel good. *I have a cold.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1636.4,ᎤᏴᏜ ᎤᏂᏱᏍᎪᎢ,1636,ᎤᏴᏜ ᎤᏂᏱᏍᎪᎢ,uhyvdla uniyisgo’i,u-yv-dla u-ni-yi-s-go-i,uhyvdlaùníyǐsgọ́’i,u:hyv:dlaù:ní:yǐ:sgó’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular present habitual,,he/she usually has a cold,,,,,,,,,,,,,,,,,,,cold,,,,uyvdla uniyisgo’i,,,,,,,,,Sentence_for_entry_1636.m4a,Ꮭ ᎣᏍᏓ ᏯᏆᏓᏅᏔ. *ᎤᏴᏜ ᎠᎩᏂᏱᎭ.*,hlá ő:sda yagwáda:nhta *u:hyv:dla à:gíni:yi:ha*,I don’t feel good. *I have a cold.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1636.5,ᎤᏴᏜ ᏫᏣᏂᏯ,1636,ᎤᏴᏜ ᏫᏣᏂᏯ,uhyvdla wija’niya,u-yv-dla wi-tsa-ni-ya,uhyvdlawijạ́’niya,u:hyv:dlawi:já’ni:ya,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate/ inanimate direct objects,,let the cold catch you!,,,,,,,,,,,,,,,,,,,cold,,,,uhyvdla witsa’niya,uyvdla wija’niya,uyvdla witsa’niya,,,,,,,Sentence_for_entry_1636.m4a,Ꮭ ᎣᏍᏓ ᏯᏆᏓᏅᏔ. *ᎤᏴᏜ ᎠᎩᏂᏱᎭ.*,hlá ő:sda yagwáda:nhta *u:hyv:dla à:gíni:yi:ha*,I don’t feel good. *I have a cold.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1636.6,ᎤᏴᏜ ᎤᏂᏱᏗ,1636,ᎤᏴᏜ ᎤᏂᏱᏗ,uhyvdla uniyhdi,u-yv-dla u-ni-yi-di,uhyvdlaunǐyhdi,u:hyv:dlau:nǐ:yhdi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular infinitive,,to have a cold,,,,,,,,,,,,,,,,,,,cold,,,,,uyvdla uniyhdi,,,,,,,,Sentence_for_entry_1636.m4a,Ꮭ ᎣᏍᏓ ᏯᏆᏓᏅᏔ. *ᎤᏴᏜ ᎠᎩᏂᏱᎭ.*,hlá ő:sda yagwáda:nhta *u:hyv:dla à:gíni:yi:ha*,I don’t feel good. *I have a cold.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1637.1,ᎤᏴᏥᏅᏗᎦ,1637,ᎤᏴᏥᏅᏗᎦ,uhyvhjinvtga,u-yv-tsi-nv-di-ga,ùhyṿhjịnvtga,ù:hyvhjinv:tga,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular,,he/she is choking on it,,,,,,,,,,,,,,,,,,,choke,,,,uhyvhtsinvtga,uyvhjinvtga,uyvhtsinvtga,,,,,,,Sentence_for_entry_1637.m4a,ᏞᏍᏗ *ᏥᏣᏴᏥᏅᏘᏏ.*,hlè:sdi *jijahyv́:chinv̀:tsi*,Don’t *choke on it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1637.2,ᎠᎩᏴᏥᏅᏗᎦ,1637,ᎠᎩᏴᏥᏅᏗᎦ,akiyvhjinvtga,a-gi-yv-tsi-nv-di-ga,àkịyṿhjịnvtga,à:kiyvhjinv:tga,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with animate/ inanimate object,,I’m choking on it,,,,,,,,,,,,,,,,,,,choke,,,,akiyvhtsinvtga,,,,,,,,,Sentence_for_entry_1637.m4a,ᏞᏍᏗ *ᏥᏣᏴᏥᏅᏘᏏ.*,hlè:sdi *jijahyv́:chinv̀:tsi*,Don’t *choke on it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1637.3,ᎤᏴᏥᏅᏗᏨᎢ,1637,ᎤᏴᏥᏅᏗᏨᎢ,uhyvhjinvtsv’i,u-yv-tsi-nv-di-tsv-i,ùhyṿhjịnvtsv̌’i,ù:hyvhjinv:tsv̌:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular non-progressive remote past tense,,he/she choked on it,,,,,,,,,,,,,,,,,,,choke,,,,uhyvhtsinvtsv’i,uyvhjinvtsv’i,uyvhtsinvtsv’i,,,,,,,Sentence_for_entry_1637.m4a,ᏞᏍᏗ *ᏥᏣᏴᏥᏅᏘᏏ.*,hlè:sdi *jijahyv́:chinv̀:tsi*,Don’t *choke on it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1637.4,ᎤᏴᏥᏅᏗᎪᎢ,1637,ᎤᏴᏥᏅᏗᎪᎢ,uhyvhjinvtgo’i,u-yv-tsi-nv-di-go-i,ùhyṿhjịnvtgó’i,ù:hyvhjinv:tgó:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular present habitual,,he/she chokes on it,,,,,,,,,,,,,,,,,,,choke,,,,uhyvhtsinvtgo’i,uyvhjinvtgo’i,uyvhtsinvtgo’i,,,,,,,Sentence_for_entry_1637.m4a,ᏞᏍᏗ *ᏥᏣᏴᏥᏅᏘᏏ.*,hlè:sdi *jijahyv́:chinv̀:tsi*,Don’t *choke on it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1637.5,ᏣᏴᏥᏅᏗᎩ,1637,ᏣᏴᏥᏅᏗᎩ,chayvhjinvtgi,tsa-yv-tsi-nv-di-gi,chạyṿhjịnvtgi,chayvhjinv:tgi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate/ inanimate direct objects,,choke on it!,,,,,,,,,,,,,,,,,,,choke,,,,chayvhtsinvtgi,tsayvhjinvtgi,,,,,,,,Sentence_for_entry_1637.m4a,ᏞᏍᏗ *ᏥᏣᏴᏥᏅᏘᏏ.*,hlè:sdi *jijahyv́:chinv̀:tsi*,Don’t *choke on it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1637.6,ᎤᏴᏥᏅᏥᏗ,1637,ᎤᏴᏥᏅᏥᏗ,uhyvhjinvtsdi,u-yv-htsi-nv-tsi-di,uhyṿhjịnvtsdi,u:hyvhjinv:tsdi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular infinitive,,to choke on something,,,,,,,,,,,,,,,,,,,choke,,,,uhyvhtsinvtsdi,uyvhjinvtsdi,uyvhtsinvtsdi,,,,,,,Sentence_for_entry_1637.m4a,ᏞᏍᏗ *ᏥᏣᏴᏥᏅᏘᏏ.*,hlè:sdi *jijahyv́:chinv̀:tsi*,Don’t *choke on it.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1638.1,ᎤᏴᏍᏕᎠ,1638,ᎤᏴᏍᏕᎠ,uhyvsde’a,u-yv-s-de-a,ùhyṿsdé’a,ù:hyvsdé:’a,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,he/she is getting drunk,,,,,,,,,,,,,,,,,,,drunk,,,,uyvsde’a,,,,,,,,,Sentence_for_entry_1638.m4a,ᎯᎳ ᎢᎦ ᏚᏗᏔᎮ ᎩᎳ *ᎤᏴᏍᏓᎡᎢ?*,hilá: i:ga̋: dù:di:tahé: *kila ù:hyvsdá:’é:’i*,How many did he drink before *he got drunk?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1638.2,ᎠᎩᏴᏍᏕᎠ,1638,ᎠᎩᏴᏍᏕᎠ,akiyvsde’a,a-gi-yv-s-de-a,àkịyṿsdé’a,à:kiyvsdé:’a,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,I’m getting drunk,,,,,,,,,,,,,,,,,,,drunk,,,,,,,,,,,,,Sentence_for_entry_1638.m4a,ᎯᎳ ᎢᎦ ᏚᏗᏔᎮ ᎩᎳ *ᎤᏴᏍᏓᎡᎢ?*,hilá: i:ga̋: dù:di:tahé: *kila ù:hyvsdá:’é:’i*,How many did he drink before *he got drunk?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1638.3,ᎤᏴᏍᏓᎥᎢ,1638,ᎤᏴᏍᏓᎥᎢ,uhyvsda’v’i,u-yv-s-da-v-i,ùhyṿsdá’v̌’i,ù:hyvsdá:’v̌:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular non-progressive remote past tense,,he/she got drunk,,,,,,,,,,,,,,,,,,,drunk,,,,uyvsda’v’i,,,,,,,,,Sentence_for_entry_1638.m4a,ᎯᎳ ᎢᎦ ᏚᏗᏔᎮ ᎩᎳ *ᎤᏴᏍᏓᎡᎢ?*,hilá: i:ga̋: dù:di:tahé: *kila ù:hyvsdá:’é:’i*,How many did he drink before *he got drunk?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1638.4,ᎤᏴᏍᏕᏍᎪᎢ,1638,ᎤᏴᏍᏕᏍᎪᎢ,uhyvsdesgo’i,u-yv-s-de-s-go-i,ùhyṿsdésgó’i,ù:hyvsdé:sgó:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular present habitual,,he/she habitually gets drunk,,,,,,,,,,,,,,,,,,,drunk,,,,uyvsdesgo’i,,,,,,,,,Sentence_for_entry_1638.m4a,ᎯᎳ ᎢᎦ ᏚᏗᏔᎮ ᎩᎳ *ᎤᏴᏍᏓᎡᎢ?*,hilá: i:ga̋: dù:di:tahé: *kila ù:hyvsdá:’é:’i*,How many did he drink before *he got drunk?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1638.5,ᏣᏴᏍᏓᎦ,1638,ᏣᏴᏍᏓᎦ,chayvsdaga,tsa-yv-s-da-ga,chạyṿsdạga,chayvsdaga,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,imperative with animate/ inanimate direct objects,,get drunk!,,,,,,,,,,,,,,,,,,,drunk,,,,tsayvsdaga,,,,,,,,,Sentence_for_entry_1638.m4a,ᎯᎳ ᎢᎦ ᏚᏗᏔᎮ ᎩᎳ *ᎤᏴᏍᏓᎡᎢ?*,hilá: i:ga̋: dù:di:tahé: *kila ù:hyvsdá:’é:’i*,How many did he drink before *he got drunk?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1638.6,ᎤᏴᏍᏕᏍᏗ,1638,ᎤᏴᏍᏕᏍᏗ,uhyvsdesdi,u-yv-s-de-s-di,uhyṿsdèsdi,u:hyvsdè:sdi,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular infinitive,,to get drunk,,,,,,,,,,,,,,,,,,,drunk,,,,uyvsdesdi,,,,,,,,,Sentence_for_entry_1638.m4a,ᎯᎳ ᎢᎦ ᏚᏗᏔᎮ ᎩᎳ *ᎤᏴᏍᏓᎡᎢ?*,hilá: i:ga̋: dù:di:tahé: *kila ù:hyvsdá:’é:’i*,How many did he drink before *he got drunk?*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1639.1,ᎤᏴᏍᏕᏓ,1639,ᎤᏴᏍᏕᏓ,uhyvsdeda,u-yv-s-de-da,uhyṿsde̋da,u:hyvsde̋:da,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,singular,,drunk,,,,,,,,,,,,,,,,,,,drunk,,,,uyvsdeda,,,,,,,,1639.1.m4a,Sentence_for_entry_1639.m4a,*ᎤᏴᏍᏕᏓ* ᎠᏍᎦᏯ ᏣᎢᏒ ᏥᎪᏩᏘᎭ.,*u:hyvsde̋:da* asgaya já:’i:sv̋: ji:gò:wahtǐ:ha,I see *a drunk* man walking this way.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1639.2,ᏧᏂᏴᏍᏕᏓ,1639,ᏧᏂᏴᏍᏕᏓ,junihyvsdeda,tsu-ni-yv-s-de-da,junihyṿsde̋da,ju:ni:hyvsde̋:da,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,plural,,drunk ones,,,,,,,,,,,,,,,,,,,drunk,,,,tsunihyvsdeda,juniyvsdeda,tsuniyvsdeda,,,,,,,Sentence_for_entry_1639.m4a,*ᎤᏴᏍᏕᏓ* ᎠᏍᎦᏯ ᏣᎢᏒ ᏥᎪᏩᏘᎭ.,*u:hyvsde̋:da* asgaya já:’i:sv̋: ji:gò:wahtǐ:ha,I see *a drunk* man walking this way.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1640.1,ᎤᏴᏍᏕᏍᎩ,1640,ᎤᏴᏍᏕᏍᎩ,uhyvsdesgi,u-yv-s-de-s-gi,uhyṿsde̋sgi,u:hyvsde̋:sgi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,drunkard,,,,,,,,,,,,,,,,,,,drunk,,,,uyvsdesgi,,,,,,,,1640.1.m4a,Sentence_for_entry_1640.m4a,ᎩᎶ *ᎤᏴᏍᏕᏍᎩ* ᎤᎿᏬᏨ ᎪᎳ ᏥᎨᏒᎢ.,kilő uhyvsde̋:sgi *ù:hnawô:jv́* gő:la jigè:sv̋:’i,Some *drunkard* froze to death last winter.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1640.2,ᏧᏂᏴᏍᏕᏍᎩ,1640,ᏧᏂᏴᏍᏕᏍᎩ,junihyvsdesgi,tsu-ni-yv-s-de-s-gi,junihyṿsde̋sgi,ju:ni:hyvsde̋:sgi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,plural,,drunkards,,,,,,,,,,,,,,,,,,,drunk,,,,juniyvsdesgi,tsuniyvsdesgi,tsunihyvsdesgi,,,,,,,Sentence_for_entry_1640.m4a,ᎩᎶ *ᎤᏴᏍᏕᏍᎩ* ᎤᎿᏬᏨ ᎪᎳ ᏥᎨᏒᎢ.,kilő uhyvsde̋:sgi *ù:hnawô:jv́* gő:la jigè:sv̋:’i,Some *drunkard* froze to death last winter.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1641.1,ᎤᏴᏍᏗ,1641,ᎤᏴᏍᏗ,uhyvsdi,u-yv-s-di,ụ́hyṿsdi,úhyvsdi,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,singular,,strong,,,,,,,,refers to taste,,,,,,,,,,,strong,,,,uyvsdi,,,,,,,,1641.1.m4a,Sentence_for_entry_1641.m4a,*ᎤᏴᏍᏗ* ᎧᏫ ᎤᏗᏔᏍᏗ ᎤᎸᏉᏗ.,*ű:hyvsdi* ǎ:hwi u:di:tasdi̋ u:lv̌:kwdi,He likes to drink *strong* coffee.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1641.2,ᎤᏂᏴᏍᏗ,1641,ᎤᏂᏴᏍᏗ,unihyvsdi,u-ni-yv-s-di,unị́hyṿsdi,u:níhyvsdi,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,plural,,strong ones,,,,,,,,refers to taste,,,,,,,,,,,strong,,,,uniyvsdi,,,,,,,,,Sentence_for_entry_1641.m4a,*ᎤᏴᏍᏗ* ᎧᏫ ᎤᏗᏔᏍᏗ ᎤᎸᏉᏗ.,*ű:hyvsdi* ǎ:hwi u:di:tasdi̋ u:lv̌:kwdi,He likes to drink *strong* coffee.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1642.1,ᎤᏣᎠ,1642,ᎤᏣᎠ,uja’a,u-tsa-a,ùjạ́’a,ù:já’a,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,he/she is inside it,,,,,,,,,,,,,,,,,,,inside,,,,utsa’a,,,,,,,,,Sentence_for_entry_1642.m4a,ᏪᏌ ᎧᏁᏌᎢ *ᎤᏣᎠ.*,wě:sá kanè:sá’i̋ *ù:já’a*,The cat *is inside* the box.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
1642.2,ᎠᏆᏣᎠ,1642,ᎠᏆᏣᎠ,agwaja’a,a-qua-tsa-a,àgwạjạ́’a,à:gwajá’a,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,I’m inside it,,,,,,,,,,,,,,,,,,,inside,,,,aquaja’a,agwatsa’a,aquatsa’a,,,,,,,Sentence_for_entry_1642.m4a,ᏪᏌ ᎧᏁᏌᎢ *ᎤᏣᎠ.*,wě:sá kanè:sá’i̋ *ù:já’a*,The cat *is inside* the box.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
1642.3,ᎤᏣᎥᎢ,1642,ᎤᏣᎥᎢ,uja’v’i,u-tsa-v-i,ùjạ́’v̌’i,ù:já’v̌:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular non-progressive remote past tense,,he/she was inside it,,,,,,,,,,,,,,,,,,,inside,,,,utsa’v’i,,,,,,,,,Sentence_for_entry_1642.m4a,ᏪᏌ ᎧᏁᏌᎢ *ᎤᏣᎠ.*,wě:sá kanè:sá’i̋ *ù:já’a*,The cat *is inside* the box.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
1642.4,ᎤᏣᎣᎢ,1642,ᎤᏣᎣᎢ,uja’o’i,u-tsa-o-i,ùjạ́’ó’i,ù:já’ó:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular present habitual,,he/she is usually inside it,,,,,,,,,,,,,,,,,,,inside,,,,utsa’o’i,,,,,,,,,Sentence_for_entry_1642.m4a,ᏪᏌ ᎧᏁᏌᎢ *ᎤᏣᎠ.*,wě:sá kanè:sá’i̋ *ù:já’a*,The cat *is inside* the box.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
1642.5,ᏣᏣᎡᏍᏗ,1642,ᏣᏣᎡᏍᏗ,jaja’esdi,tsa-tsa-e-s-di,jạjạ́’ésdi,jajá’é:sdi,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,imperative with animate/ inanimate direct objects,,stay in it!,,,,,,,,,,,,,,,,,,,inside,,,,tsatsa’esdi,,,,,,,,,Sentence_for_entry_1642.m4a,ᏪᏌ ᎧᏁᏌᎢ *ᎤᏣᎠ.*,wě:sá kanè:sá’i̋ *ù:já’a*,The cat *is inside* the box.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
1643.1,ᎤᏣᎴᏍᏗ,1643,ᎤᏣᎴᏍᏗ,ujalesdi,u-tsa-le-s-di,ujạle̋sdi,u:jale̋:sdi,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,wheat,,,,,,,,,,,,,,,,,,,wheat,,,,utsalesdi,,,,,,,,1643.1.m4a,Sentence_for_entry_1643.m4a,ᎦᏚ ᎠᏃᏢᏗᏍᎪ *ᎤᏣᎴᏍᏗ.*,gá:du à:no:hlvhdi:sgó *ujale̋:sdi*,They make bread out of *wheat.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1644.1,ᎤᏣᏘ,1644,ᎤᏣᏘ,ujati,u-tsa-ti,ǔjạti,ǔ:jati,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,singular,,a lot,,,,,,,,,,,,,,,,,,,a lot,,,,utsati,,,,,,,,,Sentence_for_entry_1644.m4a,*ᎤᏂᏣᏘ* ᏄᎾᏛᏅ ᏴᏫ ᎠᏥᏂᏴᎲ ᎤᏴᏍᏕᏓ.,*u:ni̋:jati* nù:nadv:hnv̋ yv:wi à:jí’ni:yv:hv́ u:hyv:sde̋:da,A drunk was arrested among *a lot *of people.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1644.2,ᎤᏂᏣᏘ,1644,ᎤᏂᏣᏘ,unijati,u-ni-tsa-ti,unǐjạti,u:nǐ:jati,adjective,ᏄᏍᏛᎢ ᎧᏃᎮᏍᎩ ,plural,,a lot,,,,,,,,,,,,,,,,,,,a lot,,,,unitsati,,,,,,,,,Sentence_for_entry_1644.m4a,*ᎤᏂᏣᏘ* ᏄᎾᏛᏅ ᏴᏫ ᎠᏥᏂᏴᎲ ᎤᏴᏍᏕᏓ.,*u:ni̋:jati* nù:nadv:hnv̋ yv:wi à:jí’ni:yv:hv́ u:hyv:sde̋:da,A drunk was arrested among *a lot *of people.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1645.1,ᎤᏤᎵ,1645,ᎤᏤᎵ,ujeli,u-tse-li,ujeli,u:je:li,pronoun,ᎾᏍᎩ ᏱᏛᏓᏃᎮᎭ ,,,his/her,,,,,,,,,,,,,,,,,,,his,her,,,utseli,,,,,,,,1645.1.m4a,Sentence_for_entry_1645.m4a,ᎩᎦᎨ ᎤᎵᏑᏫᏓ ᏓᏆᎴᎳ *ᎤᏤᎵᎢ.*,gǐ:gáge̋: u:lsű:hwida dagwalé:la *u:je:li̋*,*His* car is red.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1646.1,ᎤᏤᏥᏍᏗ,1646,ᎤᏤᏥᏍᏗ,ujetsdi,u-tse-tsi-s-di,ùjetsdi,ù:je:tsdi,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,he/she is grinning,,,,,,,,,,,,,,,,,,,grin,,,,utsetsdi,,,,,,,,,Sentence_for_entry_1646.m4a,ᎪᏍᏗ ᏱᎪᏎᎳ *ᎠᏤᏥᏍᏗᏍᎪᎢ.*,go:hű:sdi yigó:se̋:la *à:je:tsdi:sgó:’i*,When you say something to him‚ *he grins.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
1646.2,ᎠᏆᏤᏥᏍᏗ,1646,ᎠᏆᏤᏥᏍᏗ,agwajetsdi,a-qua-tse-tsi-s-di,àgwạjetsdi,à:gwaje:tsdi,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,I’m grinning,,,,,,,,,,,,,,,,,,,grin,,,,aquajetsdi,agwatsetsdi,aquatsetsdi,,,,,,,Sentence_for_entry_1646.m4a,ᎪᏍᏗ ᏱᎪᏎᎳ *ᎠᏤᏥᏍᏗᏍᎪᎢ.*,go:hű:sdi yigó:se̋:la *à:je:tsdi:sgó:’i*,When you say something to him‚ *he grins.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
