Index,Verb Number,Set,,Tense,Tense?,Subject,Object,Verb,Dupes,Cherokee,English,Syllabary,Stem,Stem Number,Is_Dupe,CED Entry,CED English,CED Sentence (Cherokee),CED Sentence (Syllabary),CED Sentence (English),CED Index,CED Link,Full Line,Tags,Notes
2012,21,A,,Present Tense,,First Dual Exclusive,Third Plural (animate),To Stop someone or something,We (another and I) are stopping them@We (another and I) are stopping those things,dosdalehwisdodiha,We (another and I) are stopping them,ᏙᏍᏓᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“We (another and I) are stopping them” dosdalehwisdodiha ᏙᏍᏓᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_1d-ex VERB_C::alehwisdohdiha VERB_E::To_Stop,
2013,21,A,,Present Tense,,First Dual Exclusive,Third Plural (inanimate),To Stop someone or something,We (another and I) are stopping them@We (another and I) are stopping those things,dosdalehwisdodiha,We (another and I) are stopping those things,ᏙᏍᏓᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“We (another and I) are stopping those things” dosdalehwisdodiha ᏙᏍᏓᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_1d-ex VERB_C::alehwisdohdiha VERB_E::To_Stop,
2014,21,A,,Present Tense,,First Plural Exclusive,Second Singular,To Stop someone or something,I am stopping you (more than two)@We (another and I) are stopping you (singular)@We (another and I) are stopping you (more than two)@We (others and I) are stopping you (singular),itsvyalehwisdodiha,We (others and I) are stopping you (singular),ᎢᏨᏯᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,4,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“We (others and I) are stopping you (singular)” itsvyalehwisdodiha ᎢᏨᏯᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_1p-ex VERB_C::alehwisdohdiha VERB_E::To_Stop,
2015,21,A,,Present Tense,,First Plural Exclusive,Third Singular (animate),To Stop someone or something,We (another and I) are stopping him/her@We (another and I) are stopping it@We (others and I) are stopping him/her@We (others and I) are stopping it,otsalehwisdodiha,We (others and I) are stopping him/her,ᎣᏣᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,4,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“We (others and I) are stopping him/her” otsalehwisdodiha ᎣᏣᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_1p-ex VERB_C::alehwisdohdiha VERB_E::To_Stop,
2016,21,A,,Present Tense,,First Plural Exclusive,Third Singular (inanimate),To Stop someone or something,We (another and I) are stopping him/her@We (another and I) are stopping it@We (others and I) are stopping him/her@We (others and I) are stopping it,otsalehwisdodiha,We (others and I) are stopping it,ᎣᏣᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,4,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“We (others and I) are stopping it” otsalehwisdodiha ᎣᏣᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_1p-ex VERB_C::alehwisdohdiha VERB_E::To_Stop,
2017,21,A,,Present Tense,,First Plural Exclusive,Third Plural (animate),To Stop someone or something,We (others and I) are stopping them@We (others and I) are stopping those things,dotsalehwisdodiha,We (others and I) are stopping them,ᏙᏣᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“We (others and I) are stopping them” dotsalehwisdodiha ᏙᏣᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_1p-ex VERB_C::alehwisdohdiha VERB_E::To_Stop,
2018,21,A,,Present Tense,,First Plural Exclusive,Third Plural (inanimate),To Stop someone or something,We (others and I) are stopping them@We (others and I) are stopping those things,dotsalehwisdodiha,We (others and I) are stopping those things,ᏙᏣᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“We (others and I) are stopping those things” dotsalehwisdodiha ᏙᏣᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_1p-ex VERB_C::alehwisdohdiha VERB_E::To_Stop,
2019,21,A,,Present Tense,,First Plural Inclusive,Third Singular (animate),To Stop someone or something,,edalehwisdodiha,We (you and I and another or others) are stopping him/her,ᎡᏓᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“We (you and I and another or others) are stopping him/her” edalehwisdodiha ᎡᏓᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_1p-in VERB_C::alehwisdohdiha VERB_E::To_Stop,
2020,21,A,,Present Tense,,First Plural Inclusive,Third Singular (inanimate),To Stop someone or something,,idalehwisdodiha,We (you and I and another or others) are stopping it,ᎢᏓᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“We (you and I and another or others) are stopping it” idalehwisdodiha ᎢᏓᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_1p-in VERB_C::alehwisdohdiha VERB_E::To_Stop,
2021,21,A,,Present Tense,,First Plural Inclusive,Third Plural (animate),To Stop someone or something,,gedalehwisdodiha,We (you and I and another or others) are stopping them,ᎨᏓᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“We (you and I and another or others) are stopping them” gedalehwisdodiha ᎨᏓᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_1p-in VERB_C::alehwisdohdiha VERB_E::To_Stop,
2022,21,A,,Present Tense,,First Plural Inclusive,Third Plural (inanimate),To Stop someone or something,,dedalehwisdodiha,We (you and I and another or others) are stopping those things,ᏕᏓᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“We (you and I and another or others) are stopping those things” dedalehwisdodiha ᏕᏓᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_1p-in VERB_C::alehwisdohdiha VERB_E::To_Stop,
2023,21,A,,Present Tense,,Third Plural,First Singular,To Stop someone or something,,gvgwalehwisdodiha,They are stopping me,ᎬᏆᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping me” gvgwalehwisdodiha ᎬᏆᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2024,21,A,,Present Tense,,Third Plural,Second Singular,To Stop someone or something,They are stopping you (singular)@They are stopping you (more than two),getsalehwisdodiha,They are stopping you (singular),ᎨᏣᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping you (singular)” getsalehwisdodiha ᎨᏣᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2025,21,A,,Present Tense,,Third Plural,Third Singular (animate),To Stop someone or something,They are stopping him/her@They are stopping it,analehwisdodiha,They are stopping him/her,ᎠᎾᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping him/her” analehwisdodiha ᎠᎾᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2026,21,A,,Present Tense,,Third Plural,Third Singular (inanimate),To Stop someone or something,They are stopping him/her@They are stopping it,analehwisdodiha,They are stopping it,ᎠᎾᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping it” analehwisdodiha ᎠᎾᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2027,21,A,,Present Tense,,Third Plural,First Dual Inclusive,To Stop someone or something,You two are stopping someone else and me@They are stopping you and me,geginalehwisdodiha,They are stopping you and me,ᎨᎩᎾᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping you and me” geginalehwisdodiha ᎨᎩᎾᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2028,21,A,,Present Tense,,Third Plural,First Dual Exclusive,To Stop someone or something,You (more than two) are stopping someone else and me@They are stopping someone else and me,goginalehwisdodiha,They are stopping someone else and me,ᎪᎩᎾᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping someone else and me” goginalehwisdodiha ᎪᎩᎾᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2029,21,A,,Present Tense,,Third Plural,First Plural Inclusive,To Stop someone or something,,gegalehwisdodiha,They are stopping you and me and another or others,ᎨᎦᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping you and me and another or others” gegalehwisdodiha ᎨᎦᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2030,21,A,,Present Tense,,Third Plural,First Plural Exclusive,To Stop someone or something,,gogalehwisdodiha,They are stopping others and me,ᎪᎦᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping others and me” gogalehwisdodiha ᎪᎦᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2031,21,A,,Present Tense,,Third Plural,Second Dual,To Stop someone or something,,gesdalehwisdodiha,They are stopping you two,ᎨᏍᏓᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping you two” gesdalehwisdodiha ᎨᏍᏓᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2032,21,A,,Present Tense,,Third Plural,Second Plural,To Stop someone or something,They are stopping you (singular)@They are stopping you (more than two),getsalehwisdodiha,They are stopping you (more than two),ᎨᏣᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping you (more than two)” getsalehwisdodiha ᎨᏣᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2033,21,A,,Present Tense,,Third Plural,Third Plural (animate),To Stop someone or something,They are stopping them@They are stopping those things,danalehwisdodiha,They are stopping them,ᏓᎾᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping them” danalehwisdodiha ᏓᎾᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2034,21,A,,Present Tense,,Third Plural,Third Plural (inanimate),To Stop someone or something,They are stopping them@They are stopping those things,danalehwisdodiha,They are stopping those things,ᏓᎾᎴᏫᏍᏙᏗᎭ,-alehwisdodih-a,I,2,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“They are stopping those things” danalehwisdodiha ᏓᎾᎴᏫᏍᏙᏗᎭ,PresentTense transitive P_3p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2035,21,A,,Remote Past Tense,,First Singular,Third Singular (inanimate),To Stop someone or something,,agwalehwisdotanv’i,I stopped it,ᎠᏆᎴᏫᏍᏙᏔᏅᎢ,-alehwisdotan-v’i,III,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“I stopped it” agwalehwisdotanv’i ᎠᏆᎴᏫᏍᏙᏔᏅᎢ,RemotePast transitive P_1s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2036,21,A,,Remote Past Tense,,Third Singular,Third Singular (inanimate),To Stop someone or something,,ulehwisdotanv’i,He/she stopped it,ᎤᎴᏫᏍᏙᏔᏅᎢ,-alehwisdotan-v’i,III,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“He/she stopped it” ulehwisdotanv’i ᎤᎴᏫᏍᏙᏔᏅᎢ,RemotePast transitive P_3s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2037,21,A,,Future Tense,,First Singular,Third Singular (inanimate),To Stop someone or something,,dagalehwisdotani,I will stop it,ᏓᎦᎴᏫᏍᏙᏔᏂ,-alehwisdotan-i,III,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“I will stop it” dagalehwisdotani ᏓᎦᎴᏫᏍᏙᏔᏂ,Future transitive P_1s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2038,21,A,,Future Tense,,Third Singular,Third Singular (inanimate),To Stop someone or something,,dvlehwisdotani,He/she will stop it,ᏛᎴᏫᏍᏙᏔᏂ,-alehwisdotan-i,III,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“He/she will stop it” dvlehwisdotani ᏛᎴᏫᏍᏙᏔᏂ,Future transitive P_3s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2039,21,A,,Future Imperative/Volative,,Second Singular,Third Singular (inanimate),To Stop someone or something,,halehwisdotanv’i,You (singular) are stopping it!,ᎭᎴᏫᏍᏙᏔᏅᎢ,-alehwisdotan-v’i,III,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“You (singular) are stopping it!” halehwisdotanv’i ᎭᎴᏫᏍᏙᏔᏅᎢ,FutureImperative transitive P_2s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2040,21,A,,Future Imperative/Volative,,Second Dual,Third Singular (inanimate),To Stop someone or something,,sdalehwisdotanv’i,You two are stopping it!,ᏍᏓᎴᏫᏍᏙᏔᏅᎢ,-alehwisdotan-v’i,III,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“You two are stopping it!” sdalehwisdotanv’i ᏍᏓᎴᏫᏍᏙᏔᏅᎢ,FutureImperative transitive P_2d VERB_C::alehwisdohdiha VERB_E::To_Stop,
2041,21,A,,Future Imperative/Volative,,Second Plural,Third Singular (inanimate),To Stop someone or something,,itsalehwisdotanv’i,You (more than two) are stopping it!,ᎢᏣᎴᏫᏍᏙᏔᏅᎢ,-alehwisdotan-v’i,III,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“You (more than two) are stopping it!” itsalehwisdotanv’i ᎢᏣᎴᏫᏍᏙᏔᏅᎢ,FutureImperative transitive P_2p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2042,21,A,,Future Imperative/Volative,,Third Singular,Third Singular (inanimate),To Stop someone or something,,alehwisdotanv’i,Let him/her stop it!,ᎠᎴᏫᏍᏙᏔᏅᎢ,-alehwisdotan-v’i,III,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“Let him/her stop it!” alehwisdotanv’i ᎠᎴᏫᏍᏙᏔᏅᎢ,FutureImperative transitive P_3s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2043,21,A,,Present Habitual Tense,,First Singular,Third Singular (inanimate),To Stop someone or something,,galehwisdodisgo’i,I am stopping it (habitually),ᎦᎴᏫᏍᏙᏗᏍᎪᎢ,-alehwisdodisg-o’i,II,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“I am stopping it (habitually)” galehwisdodisgo’i ᎦᎴᏫᏍᏙᏗᏍᎪᎢ,HabitualTense transitive P_1s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2044,21,A,,Present Habitual Tense,,Third Singular,Third Singular (inanimate),To Stop someone or something,,alehwisdodisgo’i,S/he is stopping it (habitually),ᎠᎴᏫᏍᏙᏗᏍᎪᎢ,-alehwisdodisg-o’i,II,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“S/he is stopping it (habitually)” alehwisdodisgo’i ᎠᎴᏫᏍᏙᏗᏍᎪᎢ,HabitualTense transitive P_3s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2045,21,A,,Immediate Imperative/Volative,,Second Singular,Third Singular (inanimate),To Stop someone or something,,halehwisdoda,You (singular) stop it right now!,ᎭᎴᏫᏍᏙᏓ,-alehwisdod-a,IV,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“You (singular) stop it right now!” halehwisdoda ᎭᎴᏫᏍᏙᏓ,Imperative transitive P_2s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2046,21,A,,Immediate Imperative/Volative,,Second Dual,Third Singular (inanimate),To Stop someone or something,,sdalehwisdoda,You two stop it right now!,ᏍᏓᎴᏫᏍᏙᏓ,-alehwisdod-a,IV,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“You two stop it right now!” sdalehwisdoda ᏍᏓᎴᏫᏍᏙᏓ,Imperative transitive P_2d VERB_C::alehwisdohdiha VERB_E::To_Stop,
2047,21,A,,Immediate Imperative/Volative,,Second Plural,Third Singular (inanimate),To Stop someone or something,,itsalehwisdoda,You (more than two) stop it right now!,ᎢᏣᎴᏫᏍᏙᏓ,-alehwisdod-a,IV,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“You (more than two) stop it right now!” itsalehwisdoda ᎢᏣᎴᏫᏍᏙᏓ,Imperative transitive P_2p VERB_C::alehwisdohdiha VERB_E::To_Stop,
2048,21,A,,Immediate Imperative/Volative,,Third Singular,Third Singular (inanimate),To Stop someone or something,,walehwisdoda,Let him/her stop it right now!,ᏩᎴᏫᏍᏙᏓ,-alehwisdod-a,IV,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“Let him/her stop it right now!” walehwisdoda ᏩᎴᏫᏍᏙᏓ,Imperative transitive P_3s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2049,21,A,,Immediate Past Tense,,First Singular,Third Singular (inanimate),To Stop someone or something,,galehwisdoda,I stopped it just now,ᎦᎴᏫᏍᏙᏓ,-alehwisdod-a,IV,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“I stopped it just now” galehwisdoda ᎦᎴᏫᏍᏙᏓ,Immediate transitive P_1s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2050,21,A,,Immediate Past Tense,,Third Singular,Third Singular (inanimate),To Stop someone or something,,alehwisdoda,He/she stopped it just now,ᎠᎴᏫᏍᏙᏓ,-alehwisdod-a,IV,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“He/she stopped it just now” alehwisdoda ᎠᎴᏫᏍᏙᏓ,Immediate transitive P_3s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2051,21,A,,Infinitive,,First Singular,Third Singular (inanimate),To Stop someone or something,,agwalehwisdododi,(For) me to stop it,ᎠᏆᎴᏫᏍᏙᏙᏗ,-alehwisdodo-di,V,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“(For) me to stop it” agwalehwisdododi ᎠᏆᎴᏫᏍᏙᏙᏗ,Infinitive transitive P_1s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2052,21,A,,Infinitive,,Third Singular,Third Singular (inanimate),To Stop someone or something,,ulehwisdododi,(For) him/her to stop it,ᎤᎴᏫᏍᏙᏙᏗ,-alehwisdodo-di,V,,alehwisdohdiha,he's stopping him/it,*Halehwisdohda* dagwalela.,*ᎭᎴᏫᏍᏙᏓ* ᏓᏆᎴᎳ.,*Stop* the car.,514,https://cherokeedictionary.net/share/72498,“(For) him/her to stop it” ulehwisdododi ᎤᎴᏫᏍᏙᏙᏗ,Infinitive transitive P_3s VERB_C::alehwisdohdiha VERB_E::To_Stop,
2053,22,A,,Present Tense,,First Singular,Second Singular,To Talk to Someone,,gvyalinohediha,"I am talking to, or with, you (singular)",ᎬᏯᎵᏃᎮᏗᎭ,-ahlinohehdih-a,I,,dahlinoheha,he's conversing,Dihlinohehdi *degalinohesgvi*.,ᏗᏟᏃᎮᏗ *ᏕᎦᎵᏃᎮᏍᎬᎢ*.,*I was conversing* on the phone.,763,https://cherokeedictionary.net/share/72752,"“I am talking to, or with, you (singular)” gvyalinohediha ᎬᏯᎵᏃᎮᏗᎭ",PresentTense transitive P_1s VERB_C::dahlinoheha VERB_E::To_Talk_to_Someone,
2054,22,A,,Present Tense,,First Singular,Third Singular (animate),To Talk to Someone,,tsiyalinohediha,"I am talking to, or with, him/her",ᏥᏯᎵᏃᎮᏗᎭ,-ahlinohehdih-a,I,,dahlinoheha,he's conversing,Dihlinohehdi *degalinohesgvi*.,ᏗᏟᏃᎮᏗ *ᏕᎦᎵᏃᎮᏍᎬᎢ*.,*I was conversing* on the phone.,763,https://cherokeedictionary.net/share/72752,"“I am talking to, or with, him/her” tsiyalinohediha ᏥᏯᎵᏃᎮᏗᎭ",PresentTense transitive P_1s VERB_C::dahlinoheha VERB_E::To_Talk_to_Someone,
2055,22,A,,Present Tense,,First Singular,Third Singular (inanimate),To Talk to Someone,,galinohediha,"I am talking to, or with, it",ᎦᎵᏃᎮᏗᎭ,-ahlinohehdih-a,I,,dahlinoheha,he's conversing,Dihlinohehdi *degalinohesgvi*.,ᏗᏟᏃᎮᏗ *ᏕᎦᎵᏃᎮᏍᎬᎢ*.,*I was conversing* on the phone.,763,https://cherokeedictionary.net/share/72752,"“I am talking to, or with, it” galinohediha ᎦᎵᏃᎮᏗᎭ",PresentTense transitive P_1s VERB_C::dahlinoheha VERB_E::To_Talk_to_Someone,
