sentence_id,syllabary,phonetic,english,sentence_notes,sources
6d04389e2ab6f8de,"ᎡᎦᏆ ᎾᏍᎩ ᎢᏤᎲ ᎡᎯ ᏥᎩ, ᎦᎶᏁᏛ ᎤᏅᏏᏙᎯ, ᏫᏥᏲᎵᎦ, ᏂᎪᎯᎸ ᎠᎵᏂᎬᏁᎭ ᎠᏓᏙᎵᏍᏗᏍᎬ ᎾᏍᎩ ᏂᎯ ᎢᏣᎴᏗᏱ ᏂᏥᎪᎸᎾ ᎠᎴ ᎠᎧᎵᎢ ᏂᎦᎥ ᎤᏁᎳᏅᎯ ᎣᏏᏳ ᎤᏰᎸᏗ ᎨᏒᎢ.","Egaqua nasgi itsehv ehi tsigi, Galonedv unvsidohi, witsiyoliga, nigohilv alinigvneha adadolisdisgv nasgi nihi itsalediyi nitsigolvna ale akalii nigav Unelanvhi osiyu uyelvdi gesvi.","Epaphras, who is one of you, a servant of Christ, saluteth you, always labouring fervently for you in prayers, that ye may stand perfect and complete in all the will of God.",,cherokee-new-testament.csv
e265f4adf07d0c1d,"ᎠᏴᏰᏃ ᏥᏲᎢᏳᏓᏁᎭ ᎾᏍᎩ ᎤᏣᏘ ᎢᏣᏕᎵᎯᏍᏓᏁᎲ ᏂᎯ ᎠᎴ ᎴᎣᏗᏏᏯ ᎠᏁᎯ, ᎠᎴ ᎭᏱᎳᏆᎵ ᎠᏁᎯ.","Ayvyeno tsiyoiyudaneha nasgi utsati itsadelihisdanehv nihi ale Leodisiya anehi, ale Hayilaquali anehi.","For I bear him record, that he hath a great zeal for you, and them that are in Laodicea, and them in Hierapolis.",,cherokee-new-testament.csv
67c4e862dbda3ed2,"ᎷᎦ ᎠᏥᎨᏳᎯ ᎠᎦᎾᎦᏘ ᏫᏥᏲᎵᎦ, ᎠᎴ ᏗᎹ.","Luga atsigeyuhi aganagati witsiyoliga, ale Dima.","Luke, the beloved physician, and Demas, greet you.",,cherokee-new-testament.csv
18d997029b18b08f,"ᏕᏥᏲᎵᎸᎭ ᎢᏓᎵᏅᏟ ᎴᎣᏗᏏᏯ ᎠᏁᎯ, ᎠᎴ ᏂᎻᏆ, ᎠᎴ ᏧᎾᏁᎶᏗ ᎾᏍᎩ ᎦᏁᎸ ᏧᎾᏓᏡᎦ.","Detsiyolilvha idalinvtli Leodisiya anehi, ale Nimiqua, ale tsunanelodi nasgi ganelv tsunadatluga.","Salute the brethren which are in Laodicea, and Nymphas, and the church which is in his house.",,cherokee-new-testament.csv
8b16388178c8717a,"ᎢᏳᏃ ᎾᏍᎩ ᎯᎠ ᎪᏪᎵ ᎢᏥᎪᎵᏰᎥᎭ, ᎴᎣᏗᏏᏯ ᏧᎾᏁᎶᏗ ᎤᎾᏓᏡᎬ ᎾᏍᏉ ᎤᏂᎪᎵᏰᏗᏱ ᏂᏨᏁᎸᎭ; ᎠᎴ ᎾᏍᏉ ᏂᎯ ᎢᏥᎪᎵᏰᎥᎭ ᎴᎣᏗᏏᏯ ᏅᏓᏳᎶᎯᏍᏗ ᏥᎩ.","Iyuno nasgi hia goweli itsigoliyevha, Leodisiya tsunanelodi unadatlugv nasquo unigoliyediyi nitsvnelvha; ale nasquo nihi itsigoliyevha Leodisiya nvdayulohisdi tsigi.","And when this epistle is read among you, cause that it be read also in the church of the Laodiceans; and that ye likewise read the epistle from Laodicea.",,cherokee-new-testament.csv
2fc85c642f207cd3,"ᎠᎴ ᎠᎩᏆ ᎯᎠ ᏁᏥᏪᏎᎸᎭ, ᏣᎦᏌᏯᏍᏕᏍᏗ ᏗᎦᎸᏫᏍᏓᏁᏗ ᎨᏒ ᎤᎬᏫᏳᎯ ᎤᎬᏩᎵ ᏤᏣᏲᎯᏎᎸᎯ, ᎾᏍᎩ ᏣᎧᎵᎢᏍᏗᏱ.","Ale Agiqua hia netsiweselvha, Tsagasayasdesdi digalvwisdanedi gesv Ugvwiyuhi ugvwali tsetsayohiselvhi, nasgi tsakaliisdiyi.","And say to Archippus, Take heed to the ministry which thou hast received in the Lord, that thou fulfill it.",,cherokee-new-testament.csv
314c9631a2371c48,ᎠᏴ ᏉᎳ ᎠᏋᏒ ᎠᏉᏰᏂ ᎬᏗᎭ ᏫᏨᏲᎵᎭ.  ᎢᏣᏅᏖᏍᏗ ᎥᏆᎸᎥᎢ.  ᎬᏩᎦᏘᏯ ᎠᏓᏙᎵᏍᏗ ᎨᏒ ᎢᏤᎳᏗᏙᎮᏍᏗ.  ᎡᎺᏅ.,Ayv Quola aquvsv aquoyeni gvdiha witsvyoliha.  Itsanvtesdi vqualvvi.  Gvwagatiya adadolisdi gesv itseladidohesdi.  Emenv.,The salutation by the hand of me Paul. Remember my bonds. Grace be with you. Amen.,,cherokee-new-testament.csv
ad2aab5bb3e63f7b,"ᏉᎳ ᎠᎴ ᏌᏱᎳ ᎠᎴ ᏗᎹᏗ ᏫᏨᏲᏪᎳᏏ ᏗᏣᏁᎶᏗ ᎢᏣᏓᏡᎬ ᏕᏏᎶᏂᎦ ᎾᏍᎩ ᎡᏦᎯᏳᎲᏍᎩ ᎤᏁᎳᏅᎯ ᎠᎦᏴᎵᎨᎢ, ᎠᎴ ᎤᎬᏫᏳᎯ ᏥᏌ ᎦᎶᏁᏛ; ᎬᏩᎦᏘᏯ ᎤᏓᏙᎵᏍᏗ ᎨᏒ ᎠᎴ ᏅᏩᏙᎯᏯᏛ ᎨᏤᎳᏗᏙᎮᏍᏗ ᏅᏓᏳᎾᎵᏍᎪᎸᏔᏅᎯ ᎤᏁᎳᏅᎯ ᎢᎩᏙᏓ ᎠᎴ ᎤᎬᏫᏳᎯ ᏥᏌ ᎦᎶᏁᏛ.","Quola ale Sayila ale Dimadi witsvyowelasi ditsanelodi itsadatlugv Desiloniga nasgi etsohiyuhvsgi Unelanvhi Agayvligei, ale Ugvwiyuhi Tsisa Galonedv; gvwagatiya udadolisdi gesv ale nvwadohiyadv getseladidohesdi nvdayunalisgolvtanvhi Unelanvhi Igidoda ale Ugvwiyuhi Tsisa Galonedv.","Paul, and Silvanus, and Timotheus, unto the church of the Thessalonians which is in God the Father and in the Lord Jesus Christ: Grace be unto you, and peace, from God our Father, and the Lord Jesus Christ.",,cherokee-new-testament.csv
348c0f8326846af9,"ᎣᏣᎵᎡᎵᏤᎰ ᎤᏁᎳᏅᎯ ᏂᎪᎯᎸ ᏂᎯ ᏂᏥᎥ ᏅᏗᎦᎵᏍᏙᏗᏍᎪᎢ, ᎢᏨᏁᎢᏍᏗᏍᎪ ᎣᏣᏓᏙᎵᏍᏗᏍᎬᎢ;","Otsalielitseho Unelanvhi nigohilv nihi nitsiv nvdigalisdodisgoi, itsvneisdisgo otsadadolisdisgvi;","We give thanks to God always for you all, making mention of you in our prayers;",,cherokee-new-testament.csv
285f643f3911aa44,"ᏃᎬᎨᏫᏍᎬᎾ ᎣᏣᏅᏓᏗᏍᎪ ᏕᏥᎸᏫᏍᏓᏁᎲ ᎢᏦᎯᏳᏒ ᏅᏓᏳᏓᎴᏅᎯ, ᎠᎴ ᎢᏣᎵᏂᎬᏁᎲ ᎠᏓᎨᏳᏗ ᎨᏒ ᏅᏓᏳᏓᎴᏅᎯ, ᎠᎴ ᏗᏨᏂᏗᏳ ᎨᏒ ᎤᏚᎩ ᎡᏨᏒ ᎤᎬᏫᏳᎯ ᎢᎦᏤᎵ ᏥᏌ ᎦᎶᏁᏛ, ᎤᏁᎳᏅᎯ ᎠᎦᏔᎲ ᎾᏍᎩ ᎢᎩᏙᏓ;","Nogvgewisgvna otsanvdadisgo detsilvwisdanehv itsohiyusv nvdayudalenvhi, ale itsalinigvnehv adageyudi gesv nvdayudalenvhi, ale ditsvnidiyu gesv udugi etsvsv Ugvwiyuhi igatseli Tsisa Galonedv, Unelanvhi agatahv nasgi Igidoda;","Remembering without ceasing your work of faith, and labour of love, and patience of hope in our Lord Jesus Christ, in the sight of God and our Father;",,cherokee-new-testament.csv
ea20b4b29f8e6a6a,"ᎾᏍᎩ ᏦᏥᎦᏔᎭ, ᎢᏓᎵᏅᏟ ᎤᏁᎳᏅᎯ ᎢᏥᎨᏳᎯ, ᎡᏣᏑᏰᏛ ᎨᏒᎢ.","Nasgi tsotsigataha, idalinvtli Unelanvhi itsigeyuhi, etsasuyedv gesvi.","Knowing, brethren beloved, your election of God.",,cherokee-new-testament.csv
458bfb1dd481a910,"ᎣᏍᏛᏰᏃ ᎧᏃᎮᏛ ᎣᎦᏤᎵᎦ ᎥᏝ ᎧᏁᏨᎯᏉ ᎨᏒ ᏱᏥᎷᎯᏍᏓᏁᎴᎢ, ᎤᎵᏂᎩᏗᏳᏍᎩᏂ ᎨᏒ ᎾᏍᏉ ᏔᎵ ᎤᏛᏛᎢ, ᎠᎴ ᎦᎸᏉᏗᏳ ᎠᏓᏅᏙ, ᎠᎴ ᎤᏣᏘ ᏄᏜᏓᏏᏛᏒᎾ ᎨᏒᎢ; ᎾᏍᎩᏯ ᏥᏥᎦᏔᎭ ᏃᎦᏍᏛ ᎢᏨᏰᎳᏗᏙᎸ ᏂᎯ ᏥᏅᏓᎦᎵᏍᏙᏗᏍᎬᎩ.","Osdvyeno kanohedv ogatseliga vtla kanetsvhiquo gesv yitsiluhisdanelei, ulinigidiyusgini gesv nasquo tali udvdvi, ale Galvquodiyu Adanvdo, ale utsati nudlasidvsvna gesvi; nasgiya tsitsigataha nogasdv itsvyeladidolv nihi tsinvdagalisdodisgvgi.","For our gospel came not unto you in word only, but also in power, and in the Holy Ghost, and in much assurance; as ye know what manner of men we were among you for your sake.",,cherokee-new-testament.csv
ac2d906c85fd8b53,"ᎠᎴ ᎠᏴ ᏍᎩᏍᏓᏩᏕᎩ ᏂᏣᎵᏍᏔᏅᎩ, ᎠᎴ ᎤᎬᏫᏳᎯ [ᎡᏥᏍᏓᏩᏕᎩ,] ᏕᏣᏓᏂᎸᏨ ᎧᏃᎮᏛ ᎤᏣᏘ ᎢᏥᎩᎵᏲᎬᎢ, ᎤᎵᏠᏯᏍᏛ ᎤᎵᎮᎵᏍᏗ ᎨᏒ ᎦᎸᏉᏗᏳ ᎠᏓᏅᏙ ᏅᏓᏩᏓᎴᏅᎯ;","Ale ayv sgisdawadegi nitsalistanvgi, ale Ugvwiyuhi [etsisdawadegi,] detsadanilvtsv kanohedv utsati itsigiliyogvi, ulitloyasdv ulihelisdi gesv galvquodiyu Adanvdo nvdawadalenvhi;","And ye became followers of us, and of the Lord, having received the word in much affliction, with joy of the Holy Ghost:",,cherokee-new-testament.csv
81e0ca562bf8b3dc,ᎾᏍᎩᏃ ᏧᎾᏟᎶᏍᏙᏗ ᏂᏣᎵᏍᏔᏅᎩ ᎾᏂᎥ ᎠᏃᎯᏳᎲᏍᎩ ᎹᏏᏙᏂ ᎠᏁᎯ ᎠᎴ ᎡᎦᏯ ᎠᏁᎯ.,Nasgino tsunatlilosdodi nitsalistanvgi naniv anohiyuhvsgi Masidoni anehi ale Egaya anehi.,So that ye were ensamples to all that believe in Macedonia and Achaia.,,cherokee-new-testament.csv
4c56bcdeaf1b7a6b,"ᏂᎯᏰᏃ ᎢᏤᎲ ᎤᏓᎴᏅᎩ ᎤᏃᏴᎵᏒᎩ ᎧᏃᎮᏛ ᎤᎬᏫᏳᎯ ᎤᏤᎵᎦ, ᎥᏝ ᎹᏏᏙᏂᏉ ᎠᎴ ᎡᎦᏯ ᎤᏩᏒ ᏱᏭᎷᏤᎢ, ᎾᏍᏉᏍᎩᏂ ᏂᎦᎥ ᏕᎨᏌᏗᏒ ᎤᏁᎳᏅᎯ ᎡᏦᎢᏳᏒ ᏚᏰᎵᏒ; ᎾᏍᎩ ᎢᏳᏍᏗ ᎥᏝ ᎠᏎ ᎪᎱᏍᏗ ᎣᎦᏛᏗ ᏱᎩ.","Nihiyeno itsehv udalenvgi unoyvlisvgi kanohedv Ugvwiyuhi utseliga, vtla Masidoniquo ale Egaya uwasv yiwulutsei, nasquosgini nigav degesadisv Unelanvhi etsoiyusv duyelisv; nasgi iyusdi vtla ase gohusdi ogadvdi yigi.","For from you sounded out the word of the Lord not only in Macedonia and Achaia, but also in every place your faith to God-ward is spread abroad; so that we need not to speak any thing.",,cherokee-new-testament.csv
fc709f22ec40cd20,"ᎤᏅᏒᏰᏃ ᎬᏂᎨᏒ ᏂᎪᎬᏁᎭ ᏄᏍᏛ ᏫᏨᎷᏤᎸᎢ, ᎠᎴ ᏂᏣᏛᏁᎸ ᎤᏁᎳᏅᎯ ᎢᏗᏢ ᎢᏣᎦᏔᎲᏍᏔᏅ ᏕᏥᏲᏒ ᎤᏁᎳᏅᎯ ᏗᏰᎸᎯ, ᏗᏥᎧᎿᎭᏩᏛᏍᏗᏱ ᎬᏃᏛ ᎠᎴ ᎤᏙᎯᏳᎯᏯ ᎤᏁᎳᏅᎯ ᏥᎩ;","Unvsvyeno gvnigesv nigogvneha nusdv witsvlutselvi, ale nitsadvnelv Unelanvhi iditlv itsagatahvstanv detsiyosv Unelanvhi diyelvhi, ditsikahnawadvsdiyi gvnodv ale udohiyuhiya Unelanvhi tsigi;","For they themselves shew of us what manner of entering in we had unto you, and how ye turned to God from idols to serve the living and true God;",,cherokee-new-testament.csv
a16305432e864c14,"ᎠᎴ ᎡᏥᎦᏘᏗᏍᏗᏱ ᎾᏍᎩ ᎤᏪᏥ ᎦᎸᎳᏗ ᏅᏓᏳᎶᎯᏍᏗᏱ, ᎾᏍᎩ ᎤᏲᎱᏒ ᏥᏕᎤᎴᏔᏁᎢ, ᎾᏍᎩ ᏥᏌ, ᎾᏍᎩ ᏥᎫᏓᎴᏒ ᎤᏔᎳᏬᎯᏍᏗ ᎤᎷᎯᏍᏗ ᏥᎩ.","Ale etsigatidisdiyi nasgi Uwetsi galvladi nvdayulohisdiyi, nasgi uyohusv tsideuletanei, nasgi Tsisa, nasgi tsigudalesv utalawohisdi uluhisdi tsigi.","And to wait for his Son from heaven, whom he raised from the dead, even Jesus, which delivered us from the wrath to come.",,cherokee-new-testament.csv
a075ea7f59ab08f3,"ᎢᏨᏒᏰᏃ ᎢᏥᎦᏔᎭ, ᎢᏓᎵᏅᏟ, ᏄᏍᏛ ᏫᏨᎷᏤᎸᎢ, ᎾᏍᎩ ᎠᏎᏉᏉ ᏂᎨᏒᎾ ᎨᏒᎢ.","Itsvsvyeno itsigataha, idalinvtli, nusdv witsvlutselvi, nasgi asequoquo nigesvna gesvi.","For yourselves, brethren, know our entrance in unto you, that it was not in vain:",,cherokee-new-testament.csv
1f61043b746653e0,"ᎾᏍᏉᏍᎩᏂ ᎢᎬᏱ ᏃᎩᎩᎵᏲᏦᎢ ᎠᎴ ᏂᎪᎩᏐᏢᏃᎢ ᏈᎵᎩᏱ, ᎾᏍᎩ ᏥᏥᎦᏔᎭ, ᏃᏥᏍᎦᎢᎲᎾ ᎣᎦᏁᎳᏅᎯ ᎣᏣᎵᏍᎦᏍᏙᏛ ᎢᏨᏃᎮᎮᎸᎩ ᎣᏍᏛ ᎧᏃᎮᏛ ᎤᏁᎳᏅᎯ ᎤᏤᎵᎦ, ᏔᎵ ᎤᏛᏛᎩ ᎤᏣᏘ ᎠᏟᏂᎬᏁᏗ ᎨᏒᎢ.","Nasquosgini igvyi nogigiliyotsoi ale nigogisotlvnoi Quiligiyi, nasgi tsitsigataha, notsisgaihvna Oganelanvhi otsalisgasdodv itsvnohehelvgi osdv kanohedv Unelanvhi utseliga, tali udvdvgi utsati atlinigvnedi gesvi.","But even after that we had suffered before, and were shamefully entreated, as ye know, at Philippi, we were bold in our God to speak unto you the gospel of God with much contention.",,cherokee-new-testament.csv
6a89f7e5185fd87b,"ᎢᏨᏬᏁᏔᏅᏰᏃ ᎥᏝ ᎠᏓᎴᎾᏍᏗᏍᎩ ᏱᎨᏎᎢ, ᎥᏝ ᎠᎴ ᎦᏓᎭᎢ, ᎥᏝ ᎠᎴ ᎠᏠᏄᎮᏛ;","Itsvwonetanvyeno vtla adalenasdisgi yigesei, vtla ale gadahai, vtla ale atlonuhedv;","For our exhortation was not of deceit, nor of uncleanness, nor in guile:",,cherokee-new-testament.csv
44bff3274903c89b,"ᎤᏁᎳᏅᎯᏍᎩᏂ ᏰᎵᏉ ᏧᏰᎸᏅ ᎣᎦᎨᏅᏗᏍᏗᏱ ᎣᏍᏛ ᎧᏃᎮᏛ, ᎾᏍᎩᏯ ᎣᏥᏁᎦ; ᎥᏝ ᏴᏫᏉ ᎣᏏᏳ ᎤᏂᏰᎸᏗ, ᎤᏁᎳᏅᎯᏍᎩᏂ ᎾᏍᎩ ᏗᎪᎵᏰᏍᎩ ᏥᎩ ᏗᎩᎾᏫ.","Unelanvhisgini yeliquo tsuyelvnv ogagenvdisdiyi osdv kanohedv, nasgiya otsinega; vtla yvwiquo osiyu uniyelvdi, Unelanvhisgini nasgi digoliyesgi tsigi diginawi.","But as we were allowed of God to be put in trust with the gospel, even so we speak; not as pleasing men, but God, which trieth our hearts.",,cherokee-new-testament.csv
b7e4fcc5a70a096b,"ᎥᏝ ᎠᎴ ᎣᏥᏬᏂᏍᎬ ᎢᎸᎯᏳ ᎠᏎᏉ ᎠᏓᎸᏉᏙᏗ ᎨᏒ ᏲᏨᏗᏍᎨᎢ, ᎾᏍᎩ ᏥᏥᎦᏔᎭ, ᎥᏝ ᎠᎴ ᎪᎱᏍᏗ ᏲᏨᏗᏍᎨ ᏲᏧᏢᏗᏍᎨ ᏧᎬᏩᎶᏗ ᎠᎬᎥᎯᏍᏗ ᎨᏒᎢ; ᎤᏁᎳᏅᎯ ᎠᎦᏔᎯ;","Vtla ale otsiwonisgv ilvhiyu asequo adalvquododi gesv yotsvdisgei, nasgi tsitsigataha, vtla ale gohusdi yotsvdisge yotsutlvdisge tsugvwalodi agvvhisdi gesvi; Unelanvhi agatahi;","For neither at any time used we flattering words, as ye know, nor a cloke of covetousness; God is witness:",,cherokee-new-testament.csv
548d3574b5ea1a53,"ᎥᏝ ᎠᎴ ᏴᏫ ᎪᎩᎸᏉᏙᏗᏱ ᏲᎩᏲᎮᎢ, ᎥᏝ ᏂᎯ ᏱᏨᏲᏎᎮᎢ, ᎥᏝ ᎠᎴ ᏅᏩᎾᏓᎴᎢ; ᏰᎵᏉ ᎡᎦᏃ ᎦᎨᏛ ᎢᏗᎦᏲᏨᏁᏗ ᎨᏒᎩ, ᎦᎶᏁᏛ ᎣᎩᏅᏏᏛ ᎨᏒ ᎢᏳᏍᏗ.","Vtla ale yvwi gogilvquododiyi yogiyohei, vtla nihi yitsvyosehei, vtla ale nvwanadalei; yeliquo egano gagedv idigayotsvnedi gesvgi, Galonedv oginvsidv gesv iyusdi.","Nor of men sought we glory, neither of you, nor yet of others, when we might have been burdensome, as the apostles of Christ.",,cherokee-new-testament.csv
35c2fdd3d53d0de3,"ᎣᎦᏓᏅᏘᏳᏍᎩᏂ ᎨᏒᎩ ᎢᏨᏰᎳᏗᏙᎲᎢ, ᎾᏍᎩᏯ ᏧᏓᏍᏓᎢ ᏥᏓᏍᏆᏂᎪᏗᏍᎪ ᏧᏪᏥ;","Ogadanvtiyusgini gesvgi itsvyeladidohvi, nasgiya tsudasdai tsidasquanigodisgo tsuwetsi;","But we were gentle among you, even as a nurse cherisheth her children:",,cherokee-new-testament.csv
813d7e64a327e896,"ᎤᏣᏘᏃ ᎢᏨᎨᏳᏒ ᎢᏳᏍᏗ, ᎣᎦᏝᏴᏉ ᏗᏨᏲᎯᏎᏗᏱ ᎥᏝ ᎣᏍᏛ ᎧᏃᎮᏛ ᎤᏩᏒ ᎤᏁᎳᏅᎯ ᎤᏤᎵᎦ, ᎾᏍᏉᏍᎩᏂ ᎣᎬᏒ ᏙᏨᏅᎢ, ᏅᏓᎦᎵᏍᏙᏗᏍᎬᎩ ᎢᏨᎨᏳᎢᏳ ᎨᏒᎢ.","Utsatino itsvgeyusv iyusdi, ogatlayvquo ditsvyohisediyi vtla osdv kanohedv uwasv Unelanvhi utseliga, nasquosgini ogvsv dotsvnvi, nvdagalisdodisgvgi itsvgeyuiyu gesvi.","So being affectionately desirous of you, we were willing to have imparted unto you, not the gospel of God only, but also our own souls, because ye were dear unto us.",,cherokee-new-testament.csv
5b0346b8ed103510,"ᎢᏣᏅᏔᏉᏰᏃ, ᎢᏓᎵᏅᏟ, ᏙᎩᎸᏫᏍᏓᏁᎸ ᎠᎴ ᏙᎩᏯᏪᏥᏙᎸᎢ; ᏗᎬᏩᎩᏨᏗᏰᏃ ᏙᎩᎸᏫᏍᏓᏁᎲ ᏃᎦᏚᎵᏍᎬᎾ ᎨᏒ ᎢᏳᏍᏗ ᎠᏏᏴᏫ ᏂᏣᏛᏅ ᎦᎨᏛ ᎢᏲᏨᏴᏁᏗᏱ, ᎢᏨᏯᎵᏥᏙᏁᎸᎩ ᎣᏍᏛ ᎧᏃᎮᏛ ᎤᏁᎳᏅᎯ ᎤᏤᎵᎦ.","Itsanvtaquoyeno, idalinvtli, dogilvwisdanelv ale dogiyawetsidolvi; digvwagitsvdiyeno dogilvwisdanehv nogadulisgvna gesv iyusdi asiyvwi nitsadvnv gagedv iyotsvyvnediyi, itsvyalitsidonelvgi osdv kanohedv Unelanvhi utseliga.","For ye remember, brethren, our labour and travail: for labouring night and day, because we would not be chargeable unto any of you, we preached unto you the gospel of God.",,cherokee-new-testament.csv
675c19c54ac91bd1,"ᏂᎯ ᎢᏥᎦᏔᎯ ᏂᏣᎵᏍᏗᎭ, ᎠᎴ ᎾᏍᏉ ᎤᏁᎳᏅᎯ, ᏂᎦᎥ ᎾᏍᎦᏅᎾ ᎨᏒ ᎠᎴ ᏚᏳᎪᏛ ᎨᏒ, ᎠᎴ ᎦᎫᎯᏍᏙᏗ ᏂᎨᏒᎾ ᎨᏒ ᎣᎨᏙᎸ ᎢᏨᏰᎳᏗᏙᎸ ᏂᎯ ᎢᏦᎯᏳᎯ;","Nihi itsigatahi nitsalisdiha, ale nasquo Unelanvhi, nigav nasganvna gesv ale duyugodv gesv, ale gaguhisdodi nigesvna gesv ogedolv itsvyeladidolv nihi itsohiyuhi;","Ye are witnesses, and God also, how holily and justly and unblameably we behaved ourselves among you that believe:",,cherokee-new-testament.csv
21522b26c70a507f,"ᎾᏍᎩ ᏥᏥᎦᏔᎭ ᎢᏥᏏᏴᏫᎭ ᏂᏨᏪᏎᎸ ᎢᏨᏬᏁᏔᏅ, ᎠᎴ ᎢᏨᎦᎵᏍᏓᏛ, ᎠᎴ ᎢᏨᏰᏯᏔᏅᎢ, ᎾᏍᎩᏯ ᎠᎦᏴᎵᎨ ᏥᏂᏕᎦᏪᏎᎰ ᏧᏪᏥ,","Nasgi tsitsigataha itsisiyvwiha nitsvweselv itsvwonetanv, ale itsvgalisdadv, ale itsvyeyatanvi, nasgiya agayvlige tsinidegaweseho tsuwetsi,","As ye know how we exhorted and comforted and charged every one of you, as a father doth his children,",,cherokee-new-testament.csv
5f1c44493ea7da92,"ᎾᏍᎩ ᏂᎯ ᎢᏤᏙᎲ ᎤᏁᎳᏅᎯ ᎣᏏᏳ ᎤᏰᎸᏗ ᎢᏤᎵᏍᏗᏱ, ᎾᏍᎩ ᎢᏥᏯᏅᏛ ᏥᎩ ᏫᏥᎷᎯᏍᏗᏱ ᎤᏤᎵᎪᎯ ᎠᎴ ᎤᏤᎵ ᎦᎸᏉᏗᏳ ᏗᎨᏒᎢ.","Nasgi nihi itsedohv Unelanvhi osiyu uyelvdi itselisdiyi, nasgi itsiyanvdv tsigi witsiluhisdiyi utseligohi ale utseli galvquodiyu digesvi.","That ye would walk worthy of God, who hath called you unto his kingdom and glory.",,cherokee-new-testament.csv
f50355cf7be4c0b8,"ᎾᏍᎩ ᎾᏍᏉ ᏅᏗᎦᎵᏍᏙᏗᎭ ᏃᏥᏲᎯᏍᏗᏍᎬᎾ ᎣᏣᎵᎡᎵᏤᎭ ᎤᏁᎳᏅᎯ, ᎾᏍᎩ ᎢᏳᏃ ᏕᏣᏓᏂᎸᏨ ᎧᏃᎮᏛ ᎤᏁᎳᏅᎯ ᎤᏤᎵᎦ, ᎾᏍᎩ ᎠᏴ ᏍᎩᏯᏛᎦᏁᎸᎯ, ᎥᏝ ᏴᏫᏉ ᎤᎾᏤᎵ ᎧᏃᎮᏛ ᎢᏳᏍᏗ ᏱᏗᏣᏓᏂᎸᏤᎢ, ᎤᏁᎳᏅᎯᏍᎩᏂ ᎤᏤᎵ ᎧᏃᎮᏛ, ᎤᏙᎯᏳᎯᏯ ᏥᎩ, ᎾᏍᎩᏯ ᏕᏣᏓᏂᎸᏨᎩ, ᎾᏍᎩ ᎾᏍᏉ ᎤᏣᏘ ᏥᏚᎸᏫᏍᏓᏁᎭ ᏕᏣᏓᏅᏛ ᏂᎯ ᎾᏍᎩ ᎢᏦᎯᏳᏅᎯ.","Nasgi nasquo nvdigalisdodiha notsiyohisdisgvna otsalielitseha Unelanvhi, nasgi iyuno detsadanilvtsv kanohedv Unelanvhi utseliga, nasgi ayv sgiyadvganelvhi, vtla yvwiquo unatseli kanohedv iyusdi yiditsadanilvtsei, Unelanvhisgini utseli kanohedv, udohiyuhiya tsigi, nasgiya detsadanilvtsvgi, nasgi nasquo utsati tsidulvwisdaneha detsadanvdv nihi nasgi itsohiyunvhi.","For this cause also thank we God without ceasing, because, when ye received the word of God which ye heard of us, ye received it not as the word of men, but as it is in truth, the word of God, which effectually worketh also in you that believe.",,cherokee-new-testament.csv
1e0a1ebf066a7972,"ᏂᎯᏰᏃ, ᎢᏓᎵᏅᏟ, ᏗᏥᏍᏓᏩᏕᎩ ᏂᏣᎵᏍᏔᏅᎩ ᏧᎾᏁᎶᏗ ᏚᎾᏓᏡᎬ ᎤᏁᎳᏅᎯ ᏧᏤᎵᎦ ᏧᏗᏱ ᎠᏁᎯ, ᎾᏍᎩ ᎦᎶᏁᏛ ᏥᏌ ᎬᏬᎯᏳᎲᏍᎩ ᏥᎩ; ᏂᎯᏰᏃ ᎾᏍᏉ ᎤᏠᏱ ᏕᏥᎩᎵᏲᏤᎸᎩ ᏗᏣᏤᎵᎦ ᏴᏫ, ᎾᏍᎩᏯ ᎾᏍᎩ ᏥᏚᏂᎩᎵᏲᏤᎴ ᎠᏂᏧᏏ;","Nihiyeno, idalinvtli, ditsisdawadegi nitsalistanvgi tsunanelodi dunadatlugv Unelanvhi tsutseliga Tsudiyi anehi, nasgi Galonedv Tsisa gvwohiyuhvsgi tsigi; nihiyeno nasquo utloyi detsigiliyotselvgi ditsatseliga yvwi, nasgiya nasgi tsidunigiliyotsele Anitsusi;","For ye, brethren, became followers of the churches of God which in Judaea are in Christ Jesus: for ye also have suffered like things of your own countrymen, even as they have of the Jews:",,cherokee-new-testament.csv
819d24ba3bf1ef7d,"ᎾᏍᎩ ᎾᏍᏉ ᏧᏂᎸᎩ ᎤᎬᏫᏳᎯ ᏥᏌ, ᎠᎴ ᎠᎾᏙᎴᎰᏍᎩ ᎤᏅᏒ ᏧᎾᏤᎵᎦ, ᎠᎴ ᎠᏴ ᎪᎦᏕᏯᏙᏔᏅᎩ; ᎠᎴ ᎥᏝ ᎣᏏᏳ ᎤᏰᎸᏗ ᎤᏁᎳᏅᎯ ᏱᎾᎾᏛᏁᎭ, ᎠᎴ ᎾᏂᎥ ᏴᏫ ᏓᏂᎦᏘᎴᎦ;","Nasgi nasquo tsunilvgi Ugvwiyuhi Tsisa, ale anadolehosgi unvsv tsunatseliga, ale ayv gogadeyadotanvgi; ale vtla osiyu uyelvdi Unelanvhi yinanadvneha, ale naniv yvwi danigatilega;","Who both killed the Lord Jesus, and their own prophets, and have persecuted us; and they please not God, and are contrary to all men:",,cherokee-new-testament.csv
