sentence_id,syllabary,phonetic,english,sentence_notes,sources
23295b8f9c401d1b,"ᏄᏁᏤᎶᏰᏃ ᎦᏓᎭ ᎠᏓᏅᏙ ᎤᏄᎪᎢᏍᏗᏱ ᎠᏍᎦᏯ.  ᏯᏃᏉᏰᏃ ᎤᏂᏱᏍᎨᎢ; ᏧᏓᏕᏒᏛᏃ ᎠᎴ ᏗᎵᏰᏌᎾᎶ ᏓᎦᎸᏍᏗᏍᎨᎢ; ᏓᎦᎵᏍᎨᏃ ᏚᏓᎸᏍᏛᎢ, ᎠᎴ ᎠᏍᎩᎾ ᎢᎾᎨ ᏭᏱᎸᏍᏗᏍᎨᎢ.","Nunetseloyeno gadaha adanvdo unugoisdiyi asgaya.  Yanoquoyeno uniyisgei; tsudadesvdvno ale diliyesanalo dagalvsdisgei; dagalisgeno dudalvsdvi, ale asgina inage wuyilvsdisgei.","(For he had commanded the unclean spirit to come out of the man. For oftentimes it had caught him: and he was kept bound with chains and in fetters; and he brake the bands, and was driven of the devil into the wilderness.)",,cherokee-new-testament.csv
2958d07208bb253d,ᏥᏌᏃ ᎤᏛᏛᏁ ᎯᎠ ᏄᏪᏎᎴᎢ; ᎦᏙ ᏕᏣᏙᎥ?  ᎯᎠᏃ ᏅᏗᎤᏪᏎᎢ; ᏑᎾᏓᏡᎩ; ᎤᏂᏣᏖᏰᏃ ᎠᏂᏍᎩᎾ ᎬᏩᏴᎸᎯ ᎨᏎᎢ.,Tsisano udvdvne hia nuweselei; Gado detsadov?  Hiano nvdiuwesei; Sunadatlugi; unitsateyeno anisgina gvwayvlvhi gesei.,"And Jesus asked him, saying, What is thy name? And he said, Legion: because many devils were entered into him.",,cherokee-new-testament.csv
1d3c7e2978213a60,ᎬᏩᏔᏲᏎᎴᏃ ᏧᏁᏤᏗᏱ ᏂᎨᏒᎾ ᏗᏍᏛᎬ ᏭᏂᎶᎯᏍᏗᏱ.,Gvwatayoseleno tsunetsediyi nigesvna disdvgv wunilohisdiyi.,And they besought him that he would not command them to go out into the deep.,,cherokee-new-testament.csv
08b2d67ef675c461,ᎾᎿᎭᏃ ᎠᎾᎵᏍᏓᏴᏂᏙᎮ ᎦᏚᏏ ᎤᏂᏣᏘ ᏑᎾᏓᏡᎩ ᏏᏆ; ᎾᏍᎩᏃ ᎬᏩᏔᏲᏎᎴ ᎤᏁᎳᎩ ᏧᏪᎵᏎᏗᏱ ᎾᏍᎩ ᏫᏚᏂᏴᏍᏗᏱ; ᎤᏁᎳᎩᏃ ᏚᏪᎵᏎᎴᎢ,Nahnano analisdayvnidohe gadusi unitsati sunadatlugi siqua; nasgino gvwatayosele unelagi tsuwelisediyi nasgi widuniyvsdiyi; unelagino duweliselei,And there was there an herd of many swine feeding on the mountain: and they besought him that he would suffer them to enter into them. And he suffered them.,,cherokee-new-testament.csv
d056835ec35426e2,"ᎿᎭᏉᏃ ᎠᏂᏍᎩᎾ ᎬᏩᏄᎪᏤ ᎠᏍᎦᏯ, ᎠᎴ ᏏᏆ ᏫᎬᏩᏂᏴᎴᎢ; ᏑᎾᏓᏡᎩᏃ ᎠᏯᏄᎵᏳ ᎤᎾᎵᏎ ᏭᏂᎦᏐᎠᏎ ᎦᏁᏡᎩ ᎨᏒ ᎥᏓᎸ ᏭᏂᎷᏤ ᎠᎴ ᏚᏂᎬᏤᎢ.","Hnaquono anisgina gvwanugotse asgaya, ale siqua wigvwaniyvlei; sunadatlugino ayanuliyu unalise wunigasoase ganetlugi gesv vdalv wunilutse ale dunigvtsei.","Then went the devils out of the man, and entered into the swine: and the herd ran violently down a steep place into the lake, and were choked.",,cherokee-new-testament.csv
9dafd5e2a1c1f1b9,"ᏧᏁᎶᎸᎯᏃ ᎤᏂᎪᎲ ᏄᎵᏍᏔᏅᎢ ᏚᎾᎵᏘᏎᎢ, ᎠᎴ ᎤᏁᏅᏎ ᏭᏂᏃᏁ ᏗᎦᏚᎲ ᎠᎴ ᎢᏴᏛ ᏭᏩᎫᏛᎢ.","Tsunelolvhino unigohv nulistanvi dunalitisei, ale unenvse wuninone digaduhv ale iyvdv wuwagudvi.","When they that fed them saw what was done, they fled, and went and told it in the city and in the country.",,cherokee-new-testament.csv
ae66b76c32137908,"ᎤᏁᏅᏎᏃ ᎤᎾᎦᏔᏅᏎ ᏄᎵᏍᏔᏅᎢ; ᏥᏌᏃ ᏭᏂᎷᏤᎴᎢ, ᎠᎴ ᎤᏂᏩᏛᎮ ᎠᏍᎦᏯ, ᎾᏍᎩ ᎬᏩᏄᎯᏨᎯ ᎠᏂᏍᎩᎾ, ᎤᏬᎴ ᏥᏌ ᏚᎳᏍᎬᎢ, ᏚᏄᏩᎡᎢ, ᎠᎴ ᎤᏓᏅᏘᏌᏅᎯ ᎨᏎᎢ; ᎤᏂᏍᎦᎴᏃ.","Unenvseno unagatanvse nulistanvi; Tsisano wunilutselei, ale uniwadvhe asgaya, nasgi gvwanuhitsvhi anisgina, uwole Tsisa dulasgvi, dunuwaei, ale udanvtisanvhi gesei; unisgaleno.","Then they went out to see what was done; and came to Jesus, and found the man, out of whom the devils were departed, sitting at the feet of Jesus, clothed, and in his right mind: and they were afraid.",,cherokee-new-testament.csv
d137de31f15cdc78,ᎤᏂᎪᎲᎯᏃ ᎾᏍᏉ ᏚᏂᏃᏁᎴ ᏄᎵᏍᏙᏔᏅ ᎠᏂᏍᎩᎾ ᎬᏩᏯᎢ ᎠᏥᏅᏩᏅᎢ.,Unigohvhino nasquo duninonele nulisdotanv anisgina gvwayai atsinvwanvi.,They also which saw it told them by what means he that was possessed of the devils was healed.,,cherokee-new-testament.csv
aeb91243f10175a3,ᎿᎭᏉᏃ ᏂᎦᏗᏳ ᎤᏂᏣᏘ ᎠᏂᎨᏕᎳ ᎤᎾᏤᎵᎪᎯ ᏂᎬᎾᏛ ᏗᏁᎯ ᎬᏩᏔᏲᏎᎴ ᏧᏓᏅᎡᏗᏱ; ᎤᏣᏘᏰᏃ ᎠᏂᏍᎦᎢᎮᎢ; ᏥᏳᎯᏃ ᎤᏣᏅ ᎢᎤᏨᏎᎢ.,Hnaquono nigadiyu unitsati Anigedela unatseligohi nigvnadv dinehi gvwatayosele tsudanvediyi; utsatiyeno anisgaihei; tsiyuhino utsanv iutsvsei.,"Then the whole multitude of the country of the Gadarenes round about besought him to depart from them; for they were taken with great fear: and he went up into the ship, and returned back again.",,cherokee-new-testament.csv
697f9b449dd4754f,"ᎾᏍᎩᏃ ᎠᏍᎦᏯ ᎠᏂᏍᎩᎾ ᎬᏩᏄᎪᏤᎸᎯ, ᎤᏍᏗᏰᏔᏁ ᎤᎵᏍᎪᎸᏓᏁᏗᏱ ᎤᏍᏓᏩᏗᏓᏍᏗᏱ; ᎠᏎᏃ ᏥᏌ ᎤᏁᏤᎴ ᎤᏓᏅᏍᏗᏱ ᎯᎠ ᏄᏪᏎᎴᎢ,","Nasgino asgaya anisgina gvwanugotselvhi, usdiyetane ulisgolvdanediyi usdawadidasdiyi; aseno Tsisa unetsele udanvsdiyi hia nuweselei,","Now the man out of whom the devils were departed besought him that he might be with him: but Jesus sent him away, saying,",,cherokee-new-testament.csv
313448b990ca6e33,"ᏥᎮᎾ ᏗᏤᏅᏒᎢ, ᎠᎴ ᎬᏂᎨᏒ ᏫᏅᎦ ᏂᎦᎥ ᎤᏍᏆᏂᎪᏗ ᏂᏣᏛᏁᎸ ᎤᏁᎳᏅᎯ.  ᎤᏪᏅᏎᏃ,  ᎠᎴ  ᏭᏃᎮᎵᏙᎴ ᏂᎬᎢ ᎦᏚᎲ ᏂᎦᎥ ᎤᏍᏆᏂᎪᏗ ᏄᏛᏁᎸ ᏥᏌ.","Tsihena ditsenvsvi, ale gvnigesv winvga nigav usquanigodi nitsadvnelv Unelanvhi.  Uwenvseno,  ale  wunohelidole nigvi gaduhv nigav usquanigodi nudvnelv Tsisa.","Return to thine own house, and shew how great things God hath done unto thee. And he went his way, and published throughout the whole city how great things Jesus had done unto him.",,cherokee-new-testament.csv
becaf422be6ab824,"ᎯᎠᏃ ᏄᎵᏍᏔᏁ ᏥᏌ ᏫᎤᎷᏨ, ᎾᏍᎩ ᏴᏫ ᏕᎬᏩᏓᏂᎸᏤᎢ; ᏂᎦᏛᏰᏃ ᎬᏩᎦᏘᏰᎢ.","Hiano nulistane Tsisa wiulutsv, nasgi yvwi degvwadanilvtsei; nigadvyeno gvwagatiyei.","And it came to pass, that, when Jesus was returned, the people gladly received him: for they were all waiting for him.",,cherokee-new-testament.csv
877fddb721675c04,"ᎬᏂᏳᏉᏃ ᎤᎷᏤᎴ ᎠᏍᎦᏯ ᏤᎳ ᏧᏙᎢᏛ ᏄᎬᏫᏳᏌᏕᎩ ᏗᎦᎳᏫᎢᏍᏗᏱ; ᏥᏌᏃ ᏚᎳᏍᎬ ᎤᏓᏅᏁᎢ, ᎠᎴ ᎤᏔᏲᏎᎴ ᎦᏁᎸ ᎤᏴᏍᏗᏱ;","Gvniyuquono ulutsele asgaya Tsela tsudoidv nugvwiyusadegi digalawiisdiyi; Tsisano dulasgv udanvnei, ale utayosele ganelv uyvsdiyi;","And, behold, there came a man named Jairus, and he was a ruler of the synagogue: and he fell down at Jesus' feet, and besought him that he would come into his house:",,cherokee-new-testament.csv
437e2bbeaff19123,"ᏌᏉᎯᏳᏰᏃ ᎡᎮ ᎤᏪᏥ ᎠᎨᏳᏣ ᏔᎳᏚ ᎢᏴᏛ ᎢᏳᏕᏘᏴᏛ, ᎠᎴ ᎾᏍᎩ ᎠᏲᎱᏍᎨᎢ.  ᎠᎢᏒᏃ ᎤᏂᏣᏘ ᏴᏫ ᎬᏩᏓᏡᏩᏍᏗᏕᎨᎢ.","Saquohiyuyeno ehe uwetsi ageyutsa taladu iyvdv iyudetiyvdv, ale nasgi ayohusgei.  Aisvno unitsati yvwi gvwadatluwasdidegei.","For he had one only daughter, about twelve years of age, and she lay a dying. But as he went the people thronged him.",,cherokee-new-testament.csv
504f0129a8c85250,"ᎠᎨᏴᏃ ᎤᏢᎨ ᎩᎬ ᎤᏪᏅᎡᎮ ᏔᎳᏚ ᏧᏕᏘᏴᏛ ᎬᏩᏓᎴᏅᎡᎸᎯ, ᎤᏒᏅᎯ ᎨᏎ ᏂᎦᏛ ᎤᎵᏍᏕᎸᏙᏗ ᏓᎫᏴᎡᎲ ᎠᏂᎦᎾᎦᏘ, ᎠᏎᏃ ᎥᏝ ᎩᎶ ᎬᏩᏅᏬᏗ ᏱᎨᏎᎢ,","Ageyvno utlvge gigv uwenvehe taladu tsudetiyvdv gvwadalenvelvhi, usvnvhi gese nigadv ulisdelvdodi daguyvehv aniganagati, aseno vtla gilo gvwanvwodi yigesei,","And a woman having an issue of blood twelve years, which had spent all her living upon physicians, neither could be healed of any,",,cherokee-new-testament.csv
e2a74bc99ecea476,"ᎾᏍᎩ ᎣᏂᏗᏢ ᎤᎷᎯᏍᏓᏁᎢ, ᎠᎴ ᎦᏓᎷᏯᏛ ᎤᏄᏩᎥ ᎤᏒᏂᎴᎢ; ᎩᎳᏉᏃ ᎢᏴᏛ ᎩᎬ ᎤᏪᏅᎡᎲ ᎤᏲᎯᏍᏔᏁᎢ.","Nasgi oniditlv uluhisdanei, ale gadaluyadv unuwav usvnilei; gilaquono iyvdv gigv uwenvehv uyohistanei.","Came behind him, and touched the border of his garment: and immediately her issue of blood stanched.",,cherokee-new-testament.csv
6d672c1123174b24,"ᏥᏌᏃ ᎯᎠ ᏄᏪᏎᎢ; ᎦᎪ ᎠᏆᏒᏂᎦ?  ᏂᎦᏛᏃ ᎤᎾᏓᏱᎸ, ᏈᏓ ᎠᎴ ᎾᏍᎩ ᎠᏁᎯ ᎯᎠ ᏄᏂᏪᏎᎢ; ᏔᏕᏲᎲᏍᎩ, ᎤᏂᏣᏘ ᎨᏣᏓᏡᏫᏍᏗᏕᎦ ᎠᎴ ᎨᏣᏁᏄᎳᏍᏗᎭ, ᏥᎪᏃ ᎦᎪ ᎠᏆᏒᏂᎦ ᎢᎭᏗᎭ?","Tsisano hia nuwesei; Gago aquasvniga?  Nigadvno unadayilv, Quida ale nasgi anehi hia nuniwesei; Tadeyohvsgi, unitsati getsadatluwisdidega ale getsanenulasdiha, tsigono Gago aquasvniga ihadiha?","And Jesus said, Who touched me? When all denied, Peter and they that were with him said, Master, the multitude throng thee and press thee, and sayest thou, Who touched me?",,cherokee-new-testament.csv
1b554bf5263b2788,"ᏥᏌᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎩᎶ ᎠᏆᏒᏂᎦ; ᎦᏙᎴᎰᏍᎦᏰᏃ ᎠᏆᏓᏅᏬᏗ ᎨᏒ ᎠᎩᏄᎪᏤᎸᎢ.","Tsisano hia nuwesei, Gilo aquasvniga; gadolehosgayeno aquadanvwodi gesv aginugotselvi.","And Jesus said, Somebody hath touched me: for I perceive that virtue is gone out of me.",,cherokee-new-testament.csv
93336b7e935bee02,"ᎠᎨᏰᏃ ᎤᏙᎴᎰᏒ ᏄᏗᏍᎦᎸᎾ ᎨᏒᎢ, ᎤᎷᏤ ᎤᏪᎾᏫᏍᎨᎢ, ᎠᎴ ᎢᎬᏱᏢ ᎤᏓᏅᏁᎴᎢ, ᏂᎦᏛᏃ ᏴᏫ ᎠᏂᎦᏔᎲ ᎤᏃᏁᎴ ᏅᏧᎵᏍᏙᏔᏅ ᎤᏒᏂᎸᎢ, ᎠᎴ ᎾᏍᎩ ᎩᎳᏉ ᎢᏴᏛ ᎤᏗᏩᏒᎢ.","Ageyeno udolehosv nudisgalvna gesvi, ulutse uwenawisgei, ale igvyitlv udanvnelei, nigadvno yvwi anigatahv unonele nvtsulisdotanv usvnilvi, ale nasgi gilaquo iyvdv udiwasvi.","And when the woman saw that she was not hid, she came trembling, and falling down before him, she declared unto him before all the people for what cause she had touched him and how she was healed immediately.",,cherokee-new-testament.csv
22e25356645cd4ea,"ᎯᎠᏃ ᏄᏪᏎᎴᎢ; ᎠᏇᏥ, ᎤᎦᎵᏍᏗ ᎭᏓᏅᏓᏓ; ᏦᎯᏳᏒ ᏣᏗᏫᏍᏓ; ᏅᏩᏙᎯᏯᏛ ᏥᎮᎾ.","Hiano nuweselei; Aquetsi, ugalisdi hadanvdada; tsohiyusv tsadiwisda; nvwadohiyadv tsihena.","And he said unto her, Daughter, be of good comfort: thy faith hath made thee whole; go in peace.",,cherokee-new-testament.csv
4be94f4762ccf7b2,"ᎠᏏᏉ ᎦᏬᏂᏍᎨ ᎩᎶ ᎤᎷᏤ ᏗᎦᎳᏫᎢᏍᏗᏱ ᎤᎬᏫᏳᏌᏕᎩ ᎦᏁᎸ ᏅᏓᏳᎶᏒᎯ, ᎯᎠ ᏄᏪᏎᎴᎢ, ᏤᏥ ᎤᏲᎱᏒ, ᏞᏍᏗ ᎯᏯᏕᏯᏙᏔᏅ ᏗᏕᏲᎲᏍᎩ.","Asiquo gawonisge gilo ulutse digalawiisdiyi ugvwiyusadegi ganelv nvdayulosvhi, hia nuweselei, Tsetsi uyohusv, tlesdi hiyadeyadotanv Dideyohvsgi.","While he yet spake, there cometh one from the ruler of the synagogue's house, saying to him, Thy daughter is dead; trouble not the Master.",,cherokee-new-testament.csv
df96d8d2825b459b,"ᎠᏎᏃ ᏥᏌ ᎤᏛᎦᏅ ᎤᏁᏤᎴ ᎯᎠ ᏄᏪᏎᎢ; ᏞᏍᏗ ᏱᏍᎦᎢᎮᏍᏗ; ᏦᎯᏳᏎᏍᏗᏉ, ᏓᏳᏗᏩᏏᏃ.","Aseno tsisa udvganv unetsele hia nuwesei; Tlesdi yisgaihesdi; tsohiyusesdiquo, dayudiwasino.","But when Jesus heard it, he answered him, saying, Fear not: believe only, and she shall be made whole.",,cherokee-new-testament.csv
f147bd33a18c5ff7,"ᎠᏓᏁᎸᏃ ᎤᏴᎸ, ᎥᏝ ᎩᎶ ᏳᎵᏍᎪᎸᏓᏁᎴ ᎤᏴᏍᏗᏱ, ᏈᏓ ᎠᎴ ᏥᎻ ᎠᎴ ᏣᏂ ᎤᏅᏒ, ᎠᎴ ᎠᎨᏳᏣ ᎤᏙᏓ ᎠᎴ ᎤᏥ.","Adanelvno uyvlv, vtla gilo yulisgolvdanele uyvsdiyi, Quida ale Tsimi ale Tsani unvsv, ale ageyutsa udoda ale utsi.","And when he came into the house, he suffered no man to go in, save Peter, and James, and John, and the father and the mother of the maiden.",,cherokee-new-testament.csv
a054de291d692589,"ᏂᎦᏛᏃ ᏓᎾᏠᏱᎮ ᎠᎴ ᎠᏂᏍᎪᏂᎮᎢ.  ᎠᏎᏃ ᎯᎠ ᏄᏪᏎᎢ; ᏞᏍᏗ ᏗᏣᏠᏱᎸᎩ; ᎥᏝ ᏳᏲᎱᏒ, ᎦᎵᎭᏉᏍᎩᏂ.","Nigadvno danatloyihe ale anisgonihei.  Aseno hia nuwesei; Tlesdi ditsatloyilvgi; vtla yuyohusv, galihaquosgini.","And all wept, and bewailed her: but he said, Weep not; she is not dead, but sleepeth.",,cherokee-new-testament.csv
3c293a939e84126a,"ᎢᎬᏩᏙᏢᏔᏁᏃ, ᎠᏂᎦᏔᎮᏰᏃ ᎤᏲᎱᏒᎯ ᎨᏒᎢ.","Igvwadotlvtaneno, anigataheyeno uyohusvhi gesvi.","And they laughed him to scorn, knowing that she was dead.",,cherokee-new-testament.csv
c7a46e9861ca164b,"ᏂᎦᏛᏃ ᏚᏄᎪᏫᏒ ᎠᎴ ᎤᏬᏯᏁᏒ ᎤᏯᏅᎮ ᎯᎠ ᏄᏪᏎᎢ; ᎯᎨᏳᏣ, ᎭᏗᏛ.","Nigadvno dunugowisv ale uwoyanesv uyanvhe hia nuwesei; Higeyutsa, hadidv.","And he put them all out, and took her by the hand, and called, saying, Maid, arise.",,cherokee-new-testament.csv
3e41a0daa44e2312,"ᎤᏓᏅᏙᏃ ᎤᎷᏥᏌᏁᎴᎢ, ᎠᎴ ᎩᎳᏉ ᎢᏴᏛ ᎤᏗᏛᎮᎢ; ᎤᏁᏤᏃ ᎤᎵᏍᏓᏴᏗ ᎤᏂᏁᏗᏱ.","Udanvdono ulutsisanelei, ale gilaquo iyvdv udidvhei; unetseno ulisdayvdi uninediyi.","And her spirit came again, and she arose straightway: and he commanded to give her meat.",,cherokee-new-testament.csv
add279e6de04a520,ᏧᎦᏴᎵᎨᏃ ᎤᏂᏍᏆᏂᎪᏎᎢ; ᎠᏎᏃ ᏚᏁᏤᎴ ᎩᎶ ᎤᏂᏃᏁᏗᏱ ᏂᎨᏒᎾ ᎾᏍᎩ ᏄᎵᏍᏔᏅᎢ.,Tsugayvligeno unisquanigosei; aseno dunetsele gilo uninonediyi nigesvna nasgi nulistanvi.,And her parents were astonished: but he charged them that they should tell no man what was done.,,cherokee-new-testament.csv
e2cd151e4c9754e9,"ᏫᏚᏯᎲᏃ ᏔᎳᏚ ᎢᏯᏂᏛ ᎬᏩᏍᏓᏩᏗᏙᎯ, ᏚᏁᎴ ᎾᏂᎥ ᎠᏂᏍᎩᎾ ᎬᏩᏃᎯᏳᏗᏱ, ᎠᎴ ᏚᏂᏢᎬ ᏧᎾᏓᏅᏬᏗᏱ.","Widuyahvno taladu iyanidv gvwasdawadidohi, dunele naniv anisgina gvwanohiyudiyi, ale dunitlvgv tsunadanvwodiyi.","Then he called his twelve disciples together, and gave them power and authority over all devils, and to cure diseases.",,cherokee-new-testament.csv
fb2501b3a2e2ef22,"ᏚᏅᏎᏃ ᎤᎾᎵᏥᏙᏅᏍᏗᏱ ᎤᏁᎳᏅᎯ ᎤᎬᏫᏳᎯ ᎨᏒ ᎤᎬᏩᎵ, ᎠᎴ ᏧᏂᏢᎩ ᏧᏂᏅᏬᏗᏱ","Dunvseno unalitsidonvsdiyi Unelanvhi ugvwiyuhi gesv ugvwali, ale tsunitlvgi tsuninvwodiyi","And he sent them to preach the kingdom of God, and to heal the sick.",,cherokee-new-testament.csv
cfb110cb4dce6528,"ᎠᎴ ᎯᎠ ᏂᏚᏪᏎᎴᎢ, ᏞᏍᏗ ᎪᎱᏍᏗ ᎢᏣᏓᏁᎳᏅᎩ ᎢᏣᎵᏍᏕᎸᏙᏗ ᎢᏣᎢᏒᎢ, ᏞᏍᏗ ᏗᏙᎳᏅᏍᏗ, ᎠᎴ ᏕᎦᎶᏗ, ᎠᎴ ᎦᏚ, ᎠᎴ ᎠᏕᎸ; ᎠᎴ ᎢᏥᏏᏴᏫᎭ ᏞᏍᏗ ᏔᎵ ᏗᏣᏄᏬ ᏱᏗᏥᏁᎮᏍᏗ.","Ale hia niduweselei, Tlesdi gohusdi itsadanelanvgi itsalisdelvdodi itsaisvi, tlesdi didolanvsdi, ale degalodi, ale gadu, ale adelv; ale itsisiyvwiha tlesdi tali ditsanuwo yiditsinehesdi.","And he said unto them, Take nothing for your journey, neither staves, nor scrip, neither bread, neither money; neither have two coats apiece.",,cherokee-new-testament.csv
b6bc818581930430,"ᎢᎸᎯᏢᏃ ᎠᏓᏁᎸ ᎢᏥᏴᎯᎮᏍᏗ ᎾᎭᏉ ᎢᏥᏁᏍᏗ, ᎠᎴ ᎾᎿᎭᎢᏣᏂᎩᏍᎨᏍᏗ.","Ilvhitlvno adanelv itsiyvhihesdi nahaquo itsinesdi, ale nahna itsanigisgesdi.","And whatsoever house ye enter into, there abide, and thence depart.",,cherokee-new-testament.csv
01a073bcc3916c28,"ᎩᎶᏃ ᏂᏗᏣᏓᏂᎸᎬᎾ ᎢᎨᏎᏍᏗ, ᎾᎿᎭᎦᏚᎲ ᎢᏥᏄᎪᎨᏍᏗ, ᏗᏣᎳᏏᏕᏂ ᎪᏍᏚ ᏚᏅᎦᎸ ᏕᏥᏅᎪᎥᏗᏍᎨᏍᏗ ᎾᏍᎩ ᎧᏃᎮᏍᎩ ᎨᏎᏍᏗ ᎤᎾᏡᏗᏍᎩ.","Gilono niditsadanilvgvna igesesdi, nahna gaduhv itsinugogesdi, ditsalasideni gosdu dunvgalv detsinvgovdisgesdi nasgi kanohesgi gesesdi unatludisgi.","And whosoever will not receive you, when ye go out of that city, shake off the very dust from your feet for a testimony against them.",,cherokee-new-testament.csv
97a313961ee1ff7f,"ᎤᎾᏂᎩᏒᏃ ᏕᎦᏚᏩᏗᏒ ᎤᏁᏙᎴ ᎠᎾᎵᏥᏙᎲᏍᎨ ᎣᏍᏛ ᎧᏃᎮᏛ, ᎠᎴ ᏓᎾᏓᏅᏫᏍᎨ ᏂᎦᎥ ᎠᏁᏙᎲᎢ.","Unanigisvno degaduwadisv unedole analitsidohvsge osdv kanohedv, ale danadanvwisge nigav anedohvi.","And they departed, and went through the towns, preaching the gospel, and healing every where.",,cherokee-new-testament.csv
eb5e5b9f6eaf56e3,"ᎡᎶᏛᏃ ᏅᎩ ᎢᎦᏚᎩ ᎨᏒ ᏍᎦᏚᎩ ᎠᏥᎦᏘᏗᏍᏗ ᎤᏛᎦᏁ ᏂᎦᏛ ᏕᎤᎸᏫᏍᏓᏁᎲᎢ; ᎠᎴ ᎤᏕᏯᏔᏁᎴᎢ, ᏅᏗᎦᎵᏍᏙᏗᏍᎨ ᎩᎶ ᏣᏂ ᎤᏲᎱᏒ ᏕᎤᎴᎯᏌᏅ ᎠᎾᏗᏍᎬᎢ;","Elodvno nvgi igadugi gesv sgadugi atsigatidisdi udvgane nigadv deulvwisdanehvi; ale udeyatanelei, nvdigalisdodisge gilo Tsani uyohusv deulehisanv anadisgvi;","Now Herod the tetrarch heard of all that was done by him: and he was perplexed, because that it was said of some, that John was risen from the dead;",,cherokee-new-testament.csv
4797972e9a1992d8,ᎩᎶᏃ ᎢᎳᏯ ᎦᎾᏄᎪᎩ ᎠᎾᏗᏍᎬᎢ; ᎢᎦᏛᏃ ᎩᎶ ᎢᏳᏍᏗ ᎢᎸᎯᏳ ᏣᏁᎮ ᎠᎾᏙᎴᎰᏍᎩ ᏚᎴᎯᏌᏅ ᎠᎾᏗᏍᎬᎢ.,Gilono Ilaya gananugogi anadisgvi; igadvno gilo iyusdi ilvhiyu tsanehe anadolehosgi dulehisanv anadisgvi.,"And of some, that Elias had appeared; and of others, that one of the old prophets was risen again.",,cherokee-new-testament.csv
96549b1c08e22331,"ᎡᎶᏛᏃ ᎯᎠ ᏄᏪᏎᎢ, ᏣᏂ ᏥᏍᎫᏕᏒᎩ; ᎯᎠᏍᎩᏂ ᎦᎪ, ᎾᏍᎩ ᎯᎠ ᏥᏄᏍᏗ ᏥᏥᏯᏛᎩᎭ?  ᎤᏟᏂᎬᏁᎴᏃ ᎤᎪᏩᏛᏗᏱ.","Elodvno hia nuwesei, Tsani tsisgudesvgi; hiasgini gago, nasgi hia tsinusdi tsitsiyadvgiha?  Utlinigvneleno ugowadvdiyi.","And Herod said, John have I beheaded: but who is this, of whom I hear such things? And he desired to see him.",,cherokee-new-testament.csv
1864f2f81fe29150,"ᎨᏥᏅᏏᏛᏃ ᎢᎤᏂᎷᏨ, ᎬᏩᏃᏁᎴ ᏂᎦᏛ ᏄᎾᏛᏁᎸᎢ.  ᏚᏘᏅᏎᏃ ᎠᎴ ᎤᏅᏒ ᎨᏒ ᎢᎾᎨ ᏭᎶᏎ ᎦᏚᎲ ᎾᎥ ᏇᏣᏰᏗ ᏣᏃᏎᎰᎢ.","Getsinvsidvno iunilutsv, gvwanonele nigadv nunadvnelvi.  Dutinvseno ale unvsv gesv inage wulose gaduhv nav Quetsayedi tsanosehoi.","And the apostles, when they were returned, told him all that they had done. And he took them, and went aside privately into a desert place belonging to the city called Bethsaida.",,cherokee-new-testament.csv
62379f8f8c844713,"ᏴᏫᏃ ᎤᎾᏙᎴᎰᏒ ᎬᏩᏍᏓᏩᏛᏎᎢ; ᎠᎴ ᏚᏓᏂᎸᏤᎢ, ᏚᏁᎢᏍᏓᏁᎴ ᎤᏁᎳᏅᎯ ᎤᎬᏫᏳᎯ ᎨᏒ ᎤᎬᏩᎵ, ᎠᎴ ᏚᏅᏩᏁ ᎤᏚᎸᏗ ᎢᏳᎾᎵᏍᏓᏁᎯ ᏗᎨᏥᏅᏬᏗᏱ.","Yvwino unadolehosv gvwasdawadvsei; ale dudanilvtsei, duneisdanele Unelanvhi ugvwiyuhi gesv ugvwali, ale dunvwane udulvdi iyunalisdanehi digetsinvwodiyi.","And the people, when they knew it, followed him: and he received them, and spake unto them of the kingdom of God, and healed them that had need of healing.",,cherokee-new-testament.csv
247ec63bd2f79ba8,"ᎢᎦᏃ ᎿᎭᏉ ᎦᎶᏐᎲᏍᎨᎢ ᎬᏩᎷᏎᎴ ᏔᎳᏚ ᎢᏯᏂᏛ ᎠᎴ ᎯᎠ ᏂᎬᏩᏪᏤᎴᎢ, ᏘᏰᎵᎯᏍᏓ ᎤᏂᏣᏘ, ᎾᏍᎩ ᏩᏁᎾ ᏙᏗᎦᏚᎲ ᎠᎴ ᏙᏗᎦᎶᎨᏒ ᎠᏂ ᎬᏩᏚᏫᏛ ᏫᏚᏂᏒᏍᏗᏱ, ᎠᎴ ᎤᎾᎵᏍᏓᏴᏗ ᏭᏂᏩᏛᏗᏱ; ᎠᏂᏰᏃ ᎢᎾᎨᏉ ᎨᏒ ᎢᏕᏙᎭ.","Igano hnaquo galosohvsgei gvwalusele taladu iyanidv ale hia nigvwawetselei, Tiyelihisda unitsati, nasgi wanena dodigaduhv ale dodigalogesv ani gvwaduwidv widunisvsdiyi, ale unalisdayvdi wuniwadvdiyi; aniyeno inagequo gesv idedoha.","And when the day began to wear away, then came the twelve, and said unto him, Send the multitude away, that they may go into the towns and country round about, and lodge, and get victuals: for we are here in a desert place.",,cherokee-new-testament.csv
