Index,Source,Source_Long,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Definition_Long,Cross_Reference,Plural,Plural_Syllabary,Verb_1st_Present,Verb_1st_Present_Syllabary,Verb_3rd_Past,Verb_3rd_Past_Syllabary,Verb_3rd_Present_Habitual,Verb_3rd_Present_Habitual_Syllabary,Verb_2nd_Imperative,Verb_2nd_Imperative_Syllabary,Verb_3rd_Infinitive,Verb_3rd_Infinitive_Syllabary,Entry_Tone,Plural_Tone,Verb_1st_Present_Tone,Verb_3rd_Past_Tone,Verb_3rd_Present_Habitual_Tone,Verb_2nd_Imperative_Tone,Verb_3rd_Infinitive_Tone,Audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",gowasdagi,ᎪᏩᏍᏓᎩ,n,noun,noun,Hedeoma pulegioides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","gowasugi, gawasagi udanisinido idu","ᎪᏩᏑᎩ, ᎦᏩᏌᎩ ᎤᏓᏂᏏᏂᏙ ᎢᏚ",n,noun,noun,Glechoma hederacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","gugu, giga tsuyai, onesquohi","ᎫᎫ, ᎩᎦ ᏧᏯᎢ, ᎣᏁᏍᏉᎯ",n,noun,noun,Asclepias tuberosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","guwa unega, tsuwi yusdi, guwi yusdi une","ᎫᏩ ᎤᏁᎦ, ᏧᏫ ᏳᏍᏗ, ᎫᏫ ᏳᏍᏗ ᎤᏁ",n,noun,noun,Platanus occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","gvsagi, gonvsadi","ᎬᏌᎩ, ᎪᏅᏌᏗ",n,noun,noun,Monarda spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","higinalii, utloda, utlada","ᎯᎩᎾᎵᎢ, ᎤᏠᏓ, ᎤᏝᏓ",n,noun,noun,Rhus radicans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","idaha, ideha, iteha","ᎢᏓᎭ, ᎢᏕᎭ, ᎢᏖᎭ",n,noun,noun,Tilia americana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","kanagilisgi, dusugo","ᎧᎾᎩᎵᏍᎩ, ᏚᏑᎪ",n,noun,noun,Rhododendron calendulaceum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",kanasogulo,ᎧᎾᏐᎫᎶ,n,noun,noun,Pastinaca sativa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","kanesita, kanusita, ganatsido, kanasita","ᎧᏁᏏᏔ, ᎧᏄᏏᏔ, ᎦᎾᏥᏙ, ᎧᎾᏏᏔ",n,noun,noun,Cornus florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","kaneskawodi, gosduda, gosdudaulu","ᎧᏁᏍᎧᏬᏗ, ᎪᏍᏚᏓ, ᎪᏍᏚᏓᎤᎷ",n,noun,noun,Anaphalis spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",kaniga,ᎧᏂᎦ,n,noun,noun,Viburnum acerifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",kaniga,ᎧᏂᎦ,n,noun,noun,Viburnum cassinoides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","katsatsi, kalisedigi, kasedigi","ᎧᏣᏥ, ᎧᎵᏎᏗᎩ, ᎧᏎᏗᎩ",n,noun,noun,Gleditsia triacanthos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","nanoudedodi, tsuyatali talawadeisdi","ᎾᏃᎤᏕᏙᏗ, ᏧᏯᏔᎵ ᏔᎳᏩᏕᎢᏍᏗ",n,noun,noun,Plantago spp. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","nesquedugi, uwaga","ᏁᏍᏇᏚᎩ, ᎤᏩᎦ",n,noun,noun,Passiflora incarnata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","noda usdia, ata","ᏃᏓ ᎤᏍᏗᎠ, ᎠᏔ",n,noun,noun,Rudbeckia spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","nodaqueya, nadoquaya, nadoqueya, nadvqueya","ᏃᏓᏇᏯ, ᎾᏙᏆᏯ, ᎾᏙᏇᏯ, ᎾᏛᏇᏯ",n,noun,noun,Oxydendrum arboreum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",nugala gadusi ehi,ᏄᎦᎳ ᎦᏚᏏ ᎡᎯ,n,noun,noun,Rubus argutus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","nugatla, nugala","ᏄᎦᏝ, ᏄᎦᎳ",n,noun,noun,Rubus flagellaris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",nuna agodanei,ᏄᎾ ᎠᎪᏓᏁᎢ,n,noun,noun,Oxypolis rigidior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",nuna uganasta iyusdi,ᏄᎾ ᎤᎦᎾᏍᏔ ᎢᏳᏍᏗ,n,noun,noun,Ipomea pandurata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","odaligali, gunvstiga, odaligatli, ataligali","ᎣᏓᎵᎦᎵ, ᎫᏅᏍᏘᎦ, ᎣᏓᎵᎦᏟ, ᎠᏔᎵᎦᎵ",n,noun,noun,Panax trifolius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","odaligali, gunvstiga, odaligatli, ataligali","ᎣᏓᎵᎦᎵ, ᎫᏅᏍᏘᎦ, ᎣᏓᎵᎦᏟ, ᎠᏔᎵᎦᎵ",n,noun,noun,Panax quinquefolius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","qualvga, qualoga, kaloquastiyu anidawikagei, kaloquodidawiskagehi","ᏆᎸᎦ, ᏆᎶᎦ, ᎧᎶᏆᏍᏘᏳ ᎠᏂᏓᏫᎧᎨᎢ, ᎧᎶᏉᏗᏓᏫᏍᎧᎨᎯ",n,noun,noun,Rhus glabra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",quana,ᏆᎾ,n,noun,noun,Prunus persica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",quaniyusdi,ᏆᏂᏳᏍᏗ,n,noun,noun,Cercis canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","sanvdiwatli, sotiwutli","ᏌᏅᏗᏩᏟ, ᏐᏘᏭᏟ",n,noun,noun,Rubus idaeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",sasa unigisdi,ᏌᏌ ᎤᏂᎩᏍᏗ,n,noun,noun,Achillea spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",sela unagei,ᏎᎳ ᎤᎾᎨᎢ,n,noun,noun,Solanum nigrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","sodiwutli, nugatla","ᏐᏗᏭᏟ, ᏄᎦᏝ",n,noun,noun,Rubus occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",sotsani,ᏐᏣᏂ,n,noun,noun,Rudbeckia laciniata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","suli, sali","ᏑᎵ, ᏌᎵ",n,noun,noun,Diospyros virginiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","suluyiluga, didanelawosgi","ᏑᎷᏱᎷᎦ, ᏗᏓᏁᎳᏬᏍᎩ",n,noun,noun,Clethra acuminata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","sunvkata, sonvkata aneyosdisodi tsusti inage ehi","ᏑᏅᎧᏔ, ᏐᏅᎧᏔ ᎠᏁᏲᏍᏗᏐᏗ ᏧᏍᏘ ᎢᎾᎨ ᎡᎯ",n,noun,noun,Pyrus malus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","tadisdiunigisdi, kladisunalisdii, kaladisdiunigisdi","ᏔᏗᏍᏗᎤᏂᎩᏍᏗ, kᎳᏗᏑᎾᎵᏍᏗᎢ, ᎧᎳᏗᏍᏗᎤᏂᎩᏍᏗ",n,noun,noun,Mitchella repens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","talohi tsuwadesdi, tsuwadeidi","ᏔᎶᎯ ᏧᏩᏕᏍᏗ, ᏧᏩᏕᎢᏗ",n,noun,noun,Erigeron pulchellus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",taya,ᏔᏯ,n,noun,noun,Prunus virginiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","taya gadasiehi, quana unistiga","ᏔᏯ ᎦᏓᏏᎡᎯ, ᏆᎾ ᎤᏂᏍᏘᎦ",n,noun,noun,Prunus pennsylvanica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","taya, taya elu ehi, taya inage ehi","ᏔᏯ, ᏔᏯ ᎡᎷ ᎡᎯ, ᏔᏯ ᎢᎾᎨ ᎡᎯ",n,noun,noun,Prunus serotina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","telahadi, quatlusi, qualusa","ᏖᎳᎭᏗ, ᏆᏡᏏ, ᏆᎷᏌ",n,noun,noun,Vitis labrusca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","telini, telana","ᏖᎵᏂ, ᏖᎳᎾ",n,noun,noun,Crataegus spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","telodi, telaladi","ᏖᎶᏗ, ᏖᎳᎳᏗ",n,noun,noun,Vitis aestivalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","tgitgi tsunvsdi yusdi, tsisdu gatli, awigale","tᎩtᎩ ᏧᏅᏍᏗ ᏳᏍᏗ, ᏥᏍᏚ ᎦᏟ, ᎠᏫᎦᎴ",n,noun,noun,Hieracium venosum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",tili yusdi,ᏘᎵ ᏳᏍᏗ,n,noun,noun,Aruncus dioicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","tiliyusdi, kanasola","ᏘᎵᏳᏍᏗ, ᎧᎾᏐᎳ",n,noun,noun,Cicuta maculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","tsilali, tsiyali, tsilalu","ᏥᎳᎵ, ᏥᏯᎵ, ᏥᎳᎷ",n,noun,noun,Liquidambar styraciflua (sweetgum tree),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",tsisqua dinota lugi,ᏥᏍᏆ ᏗᏃᏔ ᎷᎩ,n,noun,noun,Phyrma leptostachya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",tsola gayoli,ᏦᎳ ᎦᏲᎵ,n,noun,noun,Nicotiana rustic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","tsoli yusdi tsaliyusdi, uniquotena, tsoliyusdi daloni, tsusquanoni","ᏦᎵ ᏳᏍᏗ ᏣᎵᏳᏍᏗ, ᎤᏂᏉᏖᎾ, ᏦᎵᏳᏍᏗ ᏓᎶᏂ, ᏧᏍᏆᏃᏂ",n,noun,noun,Verbascum thapsus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",tsoliyusdi ustiga gadu usei,ᏦᎵᏳᏍᏗ ᎤᏍᏘᎦ ᎦᏚ ᎤᏎᎢ,n,noun,noun,Lobelia spicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","tsoliyusdi, sgina tsunasadonv","ᏦᎵᏳᏍᏗ, ᏍᎩᎾ ᏧᎾᏌᏙᏅ",n,noun,noun,Lobelia inflata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","tsoliyusdi, tsoliequa","ᏦᎵᏳᏍᏗ, ᏦᎵᎡᏆ",n,noun,noun,Lobelia siphilitica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","tsunawagi, tlunawagi, tsawaga, tsuwagi, kalawagi, gigage atsilasgi","ᏧᎾᏩᎩ, ᏡᎾᏩᎩ, ᏣᏩᎦ, ᏧᏩᎩ, ᎧᎳᏩᎩ, ᎩᎦᎨ ᎠᏥᎳᏍᎩ",n,noun,noun,Acer rubrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","tsunitsosdi, tsutsoisdi, tsunatsoyusdi, tsuyasdi, ganvtsudi","ᏧᏂᏦᏍᏗ, ᏧᏦᎢᏍᏗ, ᏧᎾᏦᏳᏍᏗ, ᏧᏯᏍᏗ, ᎦᏅᏧᏗ",n,noun,noun,Oxalis spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",tsuwaduna,ᏧᏩᏚᎾ,n,noun,noun,Euonymus americanus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","tsuwaduna ustiga, dusugo ei","ᏧᏩᏚᎾ ᎤᏍᏘᎦ, ᏚᏑᎪ ᎡᎢ",n,noun,noun,Phlox stolonifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","udolano, udolini, udolani","ᎤᏙᎳᏃ, ᎤᏙᎵᏂ, ᎤᏙᎳᏂ",n,noun,noun,Amelanchier canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",ugatasgisgi,ᎤᎦᏔᏍᎩᏍᎩ,n,noun,noun,Euphorbia maculata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","ugatasgisgi, ukatasgisgi, gigage uiyoduwida, ustagatli ustiga, unada iyusdi atasgisgi","ᎤᎦᏔᏍᎩᏍᎩ, ᎤᎧᏔᏍᎩᏍᎩ, ᎩᎦᎨ ᎤᎢᏲᏚᏫᏓ, ᎤᏍᏔᎦᏟ ᎤᏍᏘᎦ, ᎤᎾᏓ ᎢᏳᏍᏗ ᎠᏔᏍᎩᏍᎩ",n,noun,noun,Euphorbia corollata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","uguka uska, ugugu usgo","ᎤᎫᎧ ᎤᏍᎧ, ᎤᎫᎫ ᎤᏍᎪ",n,noun,noun,Pedicularis canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",uleukalidi,ᎤᎴᎤᎧᎵᏗ,n,noun,noun,Sanicula spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",unagei tsagaya ehi,ᎤᎾᎨᎢ ᏣᎦᏯ ᎡᎯ,n,noun,noun,Cassia nictitans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","unagei, anegei, unigai, gunagei, utana unigei, anagei utanv, disdayi","ᎤᎾᎨᎢ, ᎠᏁᎨᎢ, ᎤᏂᎦᎢ, ᎫᎾᎨᎢ, ᎤᏔᎾ ᎤᏂᎨᎢ, ᎠᎾᎨᎢ ᎤᏔᏅ, ᏗᏍᏓᏱ",n,noun,noun,Cassia marilandica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","unago ustiyu, ulitsosta utanv, equa tsosdi","ᎤᎾᎪ ᎤᏍᏘᏳ, ᎤᎵᏦᏍᏔ ᎤᏔᏅ, ᎡᏆ ᏦᏍᏗ",n,noun,noun,Coronilla varia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",unasuga,ᎤᎾᏑᎦ,n,noun,noun,Ampelopsis cordata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","unegawisdi tsunvsdi, unaguhisdi utana","ᎤᏁᎦᏫᏍᏗ ᏧᏅᏍᏗ, ᎤᎾᎫᎯᏍᏗ ᎤᏔᎾ",n,noun,noun,Physalis heterophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","unesdilaisdi, unistalaisdi tsanequa","ᎤᏁᏍᏗᎳᎢᏍᏗ, ᎤᏂᏍᏔᎳᎢᏍᏗ ᏣᏁᏆ",n,noun,noun,Xanthium echinatum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee","uniganasaha nawatialastati, kanatsisduga unitiligatladoei","ᎤᏂᎦᎾᏌᎭ ᎾᏩᏘᎠᎳᏍᏔᏘ, ᎧᎾᏥᏍᏚᎦ ᎤᏂᏘᎵᎦᏝᏙᎡᎢ",n,noun,noun,Agrimonia parviflora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",unigisogahasdi,ᎤᏂᎩᏐᎦᎭᏍᏗ,n,noun,noun,Lactuca canadensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",uniqua,ᎤᏂᏆ,n,noun,noun,Nyssa sylvatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,banks,"Banks, William H. Jr. (1953), ""Ethnobotany of the Cherokee Indians. "" Master's Thesis, University of Tennessee",unisdelehisdi,ᎤᏂᏍᏕᎴᎯᏍᏗ,n,noun,noun,Ambrosia artemisofolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
