merged_id,linked_ced_merged_id,root_slug,cn-app-dictionary.csv_English Glosses Combined,cn-app-dictionary.csv_Grammar sub entry,cn-app-dictionary.csv_No.,cn-app-dictionary.csv_Part of speech,cn-app-dictionary.csv_Part of speech ch,cn-app-dictionary.csv_Practical,cn-app-dictionary.csv_Simple phonetics,cn-app-dictionary.csv_Syllabary,cn-app-dictionary.csv_Tone and length 1,cn-app-dictionary.csv_Tone and length 2,cn-app-dictionary.csv_Translations,cn-app-dictionary.csv_Variants,cn-app-dictionary.csv_Word audio,cn-app-dictionary.csv__Variants_Practical,cn-app-dictionary.csv__Variants_Syllabary,cn-app-dictionary.csv_source_No.,cn-app-dictionary.csv_﻿Entry No.,hierarchical-dict.json__is_transitive,hierarchical-dict.json_class_name,hierarchical-dict.json_config.pre.distributive,hierarchical-dict.json_config.pre.partitive,hierarchical-dict.json_config.pre.translocutive,hierarchical-dict.json_config.pre.translocutiveImpOnly,hierarchical-dict.json_config.pron.allow_h_metathesis,hierarchical-dict.json_config.pron.middle_voice,hierarchical-dict.json_config.pron.middle_voice_h_metathesis,hierarchical-dict.json_config.pron.plural_pronouns,hierarchical-dict.json_config.pron.set_type,hierarchical-dict.json_config.pron.stem_type,hierarchical-dict.json_config.pron.use_3rd_person_object,hierarchical-dict.json_config.pron.use_aki_for_1st_set_b,hierarchical-dict.json_config.pron.use_ka_variant,hierarchical-dict.json_config.pron.uwa_replaces_v,hierarchical-dict.json_corpus_id,hierarchical-dict.json_definition,hierarchical-dict.json_entry_no,hierarchical-dict.json_glottal_grade_root,hierarchical-dict.json_h_grade_root,hierarchical-dict.json_meta.corpus_id,hierarchical-dict.json_meta.definition,hierarchical-dict.json_meta.entry_no,hierarchical-dict.json_meta.prediction,hierarchical-dict.json_morphology.class_name,hierarchical-dict.json_morphology.config.pre.distributive,hierarchical-dict.json_morphology.config.pre.partitive,hierarchical-dict.json_morphology.config.pre.translocutive,hierarchical-dict.json_morphology.config.pre.translocutiveImpOnly,hierarchical-dict.json_morphology.config.pron.allow_h_metathesis,hierarchical-dict.json_morphology.config.pron.middle_voice,hierarchical-dict.json_morphology.config.pron.middle_voice_h_metathesis,hierarchical-dict.json_morphology.config.pron.plural_pronouns,hierarchical-dict.json_morphology.config.pron.set_type,hierarchical-dict.json_morphology.config.pron.stem_type,hierarchical-dict.json_morphology.config.pron.use_3rd_person_object,hierarchical-dict.json_morphology.config.pron.use_aki_for_1st_set_b,hierarchical-dict.json_morphology.config.pron.use_ka_variant,hierarchical-dict.json_morphology.config.pron.uwa_replaces_v,hierarchical-dict.json_morphology.glottal_grade_root,hierarchical-dict.json_morphology.h_grade_root,hierarchical-dict.json_morphology.post_root_morpheme,hierarchical-dict.json_post_root_morpheme,hierarchical-dict.json_practical,hierarchical-dict.json_prediction,hierarchical-dict.json_root_slug,hierarchical-dict.json_segmented_forms.present,hierarchical-dict.json_shim,hierarchical-dict.json_shim.meta.corpus_id,hierarchical-dict.json_shim.meta.definition,hierarchical-dict.json_shim.meta.entry_no,hierarchical-dict.json_shim.meta.prediction,hierarchical-dict.json_shim.morphology.class_name,hierarchical-dict.json_shim.morphology.config.pre.distributive,hierarchical-dict.json_shim.morphology.config.pre.partitive,hierarchical-dict.json_shim.morphology.config.pre.translocutive,hierarchical-dict.json_shim.morphology.config.pre.translocutiveImpOnly,hierarchical-dict.json_shim.morphology.config.pron.allow_h_metathesis,hierarchical-dict.json_shim.morphology.config.pron.middle_voice,hierarchical-dict.json_shim.morphology.config.pron.middle_voice_h_metathesis,hierarchical-dict.json_shim.morphology.config.pron.plural_pronouns,hierarchical-dict.json_shim.morphology.config.pron.set_type,hierarchical-dict.json_shim.morphology.config.pron.stem_type,hierarchical-dict.json_shim.morphology.config.pron.use_3rd_person_object,hierarchical-dict.json_shim.morphology.config.pron.use_aki_for_1st_set_b,hierarchical-dict.json_shim.morphology.config.pron.use_ka_variant,hierarchical-dict.json_shim.morphology.config.pron.uwa_replaces_v,hierarchical-dict.json_shim.morphology.glottal_grade_root,hierarchical-dict.json_shim.morphology.h_grade_root,hierarchical-dict.json_shim.morphology.post_root_morpheme,hierarchical-dict.json_shim.segmented_forms.imperative,hierarchical-dict.json_shim.segmented_forms.infinitive,hierarchical-dict.json_shim.shim,hierarchical-dict.json_slug,kirk-book-data.csv_Cherokee,kirk-book-data.csv_English,kirk-book-data.csv_Index,kirk-book-data.csv_Person,kirk-book-data.csv_Tense,kirk-book-data.csv_Tone,kirk-book-data.csv_Verb Number,kirk-book-data.csv_normalized_key,kirk-book-data.csv_screenshot name,learning-to-use-the-cherokee-verb.csv_CED English,learning-to-use-the-cherokee-verb.csv_Cherokee,learning-to-use-the-cherokee-verb.csv_Index,learning-to-use-the-cherokee-verb.csv_Set,learning-to-use-the-cherokee-verb.csv_Syllabary,learning-to-use-the-cherokee-verb.csv_Verb Number,learning-to-use-the-cherokee-verb.csv_normalized_key,lily-dict.csv_Category,lily-dict.csv_Cross_Reference,lily-dict.csv_Definition,lily-dict.csv_Definition_Long,lily-dict.csv_Entry,lily-dict.csv_Entry_Tone,lily-dict.csv_Etymology,lily-dict.csv_Index,lily-dict.csv_Plural_Tone,lily-dict.csv_PoS,lily-dict.csv_Source,lily-dict.csv_Source_Long,lily-dict.csv_Syllabary
3f8f203718c4bd3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ball play,,anetsodi,,,7897,,,mds,Moondove's Spiral,ᎠᏁᏦᏗ
00d7bbe4f5c6f614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frolic,,anetsodi,,,7898,,,mds,Moondove's Spiral,ᎠᏁᏦᏗ
ee4eb752f775e859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ball player,,anetsosgi,,,7899,,,mds,Moondove's Spiral,ᎠᏁᏦᏍᎩ
0f6112cbacca1f53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,remember,,anhdadia,,,7901,,,mds,Moondove's Spiral,ᎠᏅᏓᏗᎠ
a1f3dcff00ae28ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,here,,ani,,,7902,,,mds,Moondove's Spiral,ᎠᏂ
702bc89418464f04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,strawberries,,ani,,,7903,,,mds,Moondove's Spiral,ᎠᏂ
7bf7bd3003f5eb84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,litter (of young) (does not include hooved animals),,ani da,,,7905,,,mds,Moondove's Spiral,ᎠᏂ Ꮣ
b8f56e1de2f05415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"here, strawberry",,"ani, a'ni",,,7906,,,mds,Moondove's Spiral,"ᎠᏂ, ᎠᏂ"
35889b8c3a638684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deer Clan,,ani?ahwi',,,7907,,,mds,Moondove's Spiral,ᎠᏂᎠᏫ
bdee751233a77559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"blacks, negroes",,ani'gvnige,,,7908,,,mds,Moondove's Spiral,ᎠᏂᎬᏂᎨ
f0e6c5a0a05602f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bodyguard,,ani(ga)tiya,,,7909,,,mds,Moondove's Spiral,ᎠᏂᎦᏘᏯ
7ba11729bd4d54b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boys (teenage to young men),,ani(h)wi:n(a),,,7910,,,mds,Moondove's Spiral,ᎠᏂᏫᎾ
686a1dc66d935df1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osage Tribe,,ani(wa)sasi,,,7911,,,mds,Moondove's Spiral,ᎠᏂᏩᏌᏏ
0adb72320f55ef7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osage People,,ani(wi)sasi,,,7912,,,mds,Moondove's Spiral,ᎠᏂᏫᏌᏏ
28f38248a74ed79b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,men,,aniasgaya,,,7913,,,mds,Moondove's Spiral,ᎠᏂᎠᏍᎦᏯ
b913f81803282b5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flowers (flower people),,aniatsilaski,,,7914,,,mds,Moondove's Spiral,ᎠᏂᎠᏥᎳᏍᎩ
0da17de70ec22a0e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deer Clan,,aniawi,,,7915,,,mds,Moondove's Spiral,ᎠᏂᎠᏫ
86374e48424c2511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrior Society (men's),,aniayastigi,,,7916,,,mds,Moondove's Spiral,ᎠᏂᎠᏯᏍᏘᎩ
0952468786e1b893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,boys,,anichuja,,,7917,,,mds,Moondove's Spiral,ᎠᏂᏧᏣ
c30479f796f9c9a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male animals,,anichvya,,,7918,,,mds,Moondove's Spiral,
ea4cbcb504e3c8c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,young animals born in a litter or hatched,,anida,,,7919,,,mds,Moondove's Spiral,ᎠᏂᏓ
f0637c57c659a16b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a litter,,anida,,,7920,,,mds,Moondove's Spiral,ᎠᏂᏓ
a87a719578108e5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,one of a litter,,anida ada,,,7921,,,mds,Moondove's Spiral,ᎠᏂᏓ ᎠᏓ
44e126825bb48c18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"nestlings (refers to baby birds, foxes, rabbits, bears, dogs, wolves, possums, not to hooved animals)",,anidage,,,7922,,,mds,Moondove's Spiral,ᎠᏂᏓᎨ
af1d9f59fb774114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orientals,,anidalonige,,,7923,,,mds,Moondove's Spiral,ᎠᏂᏓᎶᏂᎨ
5a2dfd97d4be86b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,angels,,anidawehi,,,7925,,,mds,Moondove's Spiral,ᎠᏂᏓᏪᎯ
ca5cfa43e5839ac2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French People,,anigalvtsi,,,7929,,,mds,Moondove's Spiral,ᎠᏂᎦᎸᏥ
a8e3d8858c88d83f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctors,,anigana(ga)ti,,,7930,,,mds,Moondove's Spiral,ᎠᏂᎦᎾᎦᏘ
6127b01b0121c488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rain (they make it),,aniganatiski,,,7931,,,mds,Moondove's Spiral,ᎠᏂᎦᎾᏘᏍᎩ
8a77b6728d017fca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scouts (the ones who look around),,anigateno,,,7932,,,mds,Moondove's Spiral,ᎠᏂᎦᏖᏃ
181ac1d8b908062a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trackers (the ones who look around),,anigateno,,,7933,,,mds,Moondove's Spiral,ᎠᏂᎦᏖᏃ
b9eb3d70aa1b13a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"minority, sparse, few",,anigayoli,,,7935,,,mds,Moondove's Spiral,ᎠᏂᎦᏲᎵ
0ff90e63e6f7b7a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,women,,anige'(h)ya,,,7937,,,mds,Moondove's Spiral,ᎠᏂᎨᏯ
9b7894e9a4843053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,girls,,anige(h)yu'tsa,,,7938,,,mds,Moondove's Spiral,ᎠᏂᎨᏳᏣ
d42b7f2ec5328eaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,girls,,anigehutsa,,,7939,,,mds,Moondove's Spiral,ᎠᏂᎨᎱᏣ
292a88c6eaaed80a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hose, ladies",,anigeya unaliyo,,,7940,,,mds,Moondove's Spiral,ᎠᏂᎨᏯ ᎤᎾᎵᏲ
2413b70b4a8783df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ladies,,"anigeya, anigeyv",,,7941,,,mds,Moondove's Spiral,"ᎠᏂᎨᏯ, ᎠᏂᎨᏴ"
e11a61856c730d39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,women's,,anigeyvunatseli,,,7948,,,mds,Moondove's Spiral,ᎠᏂᎨᏴᎤᎾᏤᎵ
7eca92bb5e942d65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kituwah, the people",,anigiduwagi,,,7950,,,mds,Moondove's Spiral,ᎠᏂᎩᏚᏩᎩ
5f705c4c84c8b917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panther Clan,,anigilogi,,,7952,,,mds,Moondove's Spiral,ᎠᏂᎩᎶᎩ
ed9b91a889d284f3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quarters,,aniginu(to)di,,,7953,,,mds,Moondove's Spiral,ᎠᏂᎩᏄᏙᏗ
70dc11eb41e1cf6f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long Hair Society (women's warrior society),,AniGitlugvahita,,,7965,,,mds,Moondove's Spiral,ᎠᏂᎩᏡᎬᎠᎯᏔ
d1b54af9d0d9bc58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warrior Society (women's - Long Hair Society),,anigitlugvahita,,,7966,,,mds,Moondove's Spiral,ᎠᏂᎩᏡᎬᎠᎯᏔ
e5d432148db83512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creek Indians,,anigusa,,,7971,,,mds,Moondove's Spiral,ᎠᏂᎫᏌ
10220283a1f3b4bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creek People,,anigusi,,,7972,,,mds,Moondove's Spiral,ᎠᏂᎫᏏ
71b391a93b93ed6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,people (all black people),,anigvnegai,,,7973,,,mds,Moondove's Spiral,ᎠᏂᎬᏁᎦᎢ
d09fafcf3a09f57d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black people,,anigvnige,,,7974,,,mds,Moondove's Spiral,ᎠᏂᎬᏂᎨ
e604db4c1e4dad6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soon after,,anigwa,,,7975,,,mds,Moondove's Spiral,ᎠᏂᏆ
d773384bbf46afdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asleep,,anihlina gahliha,,,7977,,,mds,Moondove's Spiral,ᎠᏂᎵᎾ ᎦᎵᎭ
77e8cfed5d7e1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spiders,,"anikananeski, anikanane'sgi",,,7983,,,mds,Moondove's Spiral,"ᎠᏂᎧᎾᏁᏍᎩ, ᎠᏂᎧᎾᏁᏍᎩ"
fc3f0ed03ee1154d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creeks (Lower),,anikawita,,,7986,,,mds,Moondove's Spiral,ᎠᏂᎧᏫᏔ
761d834bd4ab9832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the osages, the osage tribe",,aniksasi,,,7987,,,mds,Moondove's Spiral,
29949c746d7d6cd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creek Indians,,anikusa,,,7988,,,mds,Moondove's Spiral,ᎠᏂᎫᏌ
238d6d8b659c4546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arrived (2 or more now),,aniluga,,,7991,,,mds,Moondove's Spiral,ᎠᏂᎷᎦ
fa67ec8d3d6144db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"arrived, now two or more people",,aniluga,,,7992,,,mds,Moondove's Spiral,ᎠᏂᎷᎦ
6e0ca8b9afce9f1f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they are sitting (congregation),,anina,,,7997,,,mds,Moondove's Spiral,ᎠᏂᎾ
c5b6eeb6bce99c99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stars,,anino(qui)si,,,8009,,,mds,Moondove's Spiral,ᎠᏂᏃᏈᏏ
97394fe285e57adf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iriquois Indians,,aninvdawegi,,,8014,,,mds,Moondove's Spiral,ᎠᏂᏅᏓᏪᎩ
d448f6fc868f5f1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iroquois Indians,,AniNvdawegi,,,8015,,,mds,Moondove's Spiral,ᎠᏂᏅᏓᏪᎩ
c4cc39eec1ab5cc7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deleware People,,aniquanvgi,,,8019,,,mds,Moondove's Spiral,ᎠᏂᏆᏅᎩ
a44f0f39a2a219e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deleware Tribe,,aniquanvgi,,,8020,,,mds,Moondove's Spiral,ᎠᏂᏆᏅᎩ
76c89224a80b4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hebrews,,aniquila,,,8022,,,mds,Moondove's Spiral,ᎠᏂᏈᎳ
c5d287db2ba8ed50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blue Clan (members of),,anisa'hani,,,8023,,,mds,Moondove's Spiral,ᎠᏂᏌᎭᏂ
