merged_id,linked_ced_merged_id,root_slug,cn-app-dictionary.csv_English Glosses Combined,cn-app-dictionary.csv_Grammar sub entry,cn-app-dictionary.csv_No.,cn-app-dictionary.csv_Part of speech,cn-app-dictionary.csv_Part of speech ch,cn-app-dictionary.csv_Practical,cn-app-dictionary.csv_Simple phonetics,cn-app-dictionary.csv_Syllabary,cn-app-dictionary.csv_Tone and length 1,cn-app-dictionary.csv_Tone and length 2,cn-app-dictionary.csv_Translations,cn-app-dictionary.csv_Variants,cn-app-dictionary.csv_Word audio,cn-app-dictionary.csv__Variants_Practical,cn-app-dictionary.csv__Variants_Syllabary,cn-app-dictionary.csv_source_No.,cn-app-dictionary.csv_﻿Entry No.,hierarchical-dict.json__is_transitive,hierarchical-dict.json_class_name,hierarchical-dict.json_config.pre.distributive,hierarchical-dict.json_config.pre.partitive,hierarchical-dict.json_config.pre.translocutive,hierarchical-dict.json_config.pre.translocutiveImpOnly,hierarchical-dict.json_config.pron.allow_h_metathesis,hierarchical-dict.json_config.pron.middle_voice,hierarchical-dict.json_config.pron.middle_voice_h_metathesis,hierarchical-dict.json_config.pron.plural_pronouns,hierarchical-dict.json_config.pron.set_type,hierarchical-dict.json_config.pron.stem_type,hierarchical-dict.json_config.pron.use_3rd_person_object,hierarchical-dict.json_config.pron.use_aki_for_1st_set_b,hierarchical-dict.json_config.pron.use_ka_variant,hierarchical-dict.json_config.pron.uwa_replaces_v,hierarchical-dict.json_corpus_id,hierarchical-dict.json_definition,hierarchical-dict.json_entry_no,hierarchical-dict.json_glottal_grade_root,hierarchical-dict.json_h_grade_root,hierarchical-dict.json_meta.corpus_id,hierarchical-dict.json_meta.definition,hierarchical-dict.json_meta.entry_no,hierarchical-dict.json_meta.prediction,hierarchical-dict.json_morphology.class_name,hierarchical-dict.json_morphology.config.pre.distributive,hierarchical-dict.json_morphology.config.pre.partitive,hierarchical-dict.json_morphology.config.pre.translocutive,hierarchical-dict.json_morphology.config.pre.translocutiveImpOnly,hierarchical-dict.json_morphology.config.pron.allow_h_metathesis,hierarchical-dict.json_morphology.config.pron.middle_voice,hierarchical-dict.json_morphology.config.pron.middle_voice_h_metathesis,hierarchical-dict.json_morphology.config.pron.plural_pronouns,hierarchical-dict.json_morphology.config.pron.set_type,hierarchical-dict.json_morphology.config.pron.stem_type,hierarchical-dict.json_morphology.config.pron.use_3rd_person_object,hierarchical-dict.json_morphology.config.pron.use_aki_for_1st_set_b,hierarchical-dict.json_morphology.config.pron.use_ka_variant,hierarchical-dict.json_morphology.config.pron.uwa_replaces_v,hierarchical-dict.json_morphology.glottal_grade_root,hierarchical-dict.json_morphology.h_grade_root,hierarchical-dict.json_morphology.post_root_morpheme,hierarchical-dict.json_post_root_morpheme,hierarchical-dict.json_practical,hierarchical-dict.json_prediction,hierarchical-dict.json_root_slug,hierarchical-dict.json_segmented_forms.present,hierarchical-dict.json_shim,hierarchical-dict.json_shim.meta.corpus_id,hierarchical-dict.json_shim.meta.definition,hierarchical-dict.json_shim.meta.entry_no,hierarchical-dict.json_shim.meta.prediction,hierarchical-dict.json_shim.morphology.class_name,hierarchical-dict.json_shim.morphology.config.pre.distributive,hierarchical-dict.json_shim.morphology.config.pre.partitive,hierarchical-dict.json_shim.morphology.config.pre.translocutive,hierarchical-dict.json_shim.morphology.config.pre.translocutiveImpOnly,hierarchical-dict.json_shim.morphology.config.pron.allow_h_metathesis,hierarchical-dict.json_shim.morphology.config.pron.middle_voice,hierarchical-dict.json_shim.morphology.config.pron.middle_voice_h_metathesis,hierarchical-dict.json_shim.morphology.config.pron.plural_pronouns,hierarchical-dict.json_shim.morphology.config.pron.set_type,hierarchical-dict.json_shim.morphology.config.pron.stem_type,hierarchical-dict.json_shim.morphology.config.pron.use_3rd_person_object,hierarchical-dict.json_shim.morphology.config.pron.use_aki_for_1st_set_b,hierarchical-dict.json_shim.morphology.config.pron.use_ka_variant,hierarchical-dict.json_shim.morphology.config.pron.uwa_replaces_v,hierarchical-dict.json_shim.morphology.glottal_grade_root,hierarchical-dict.json_shim.morphology.h_grade_root,hierarchical-dict.json_shim.morphology.post_root_morpheme,hierarchical-dict.json_shim.segmented_forms.imperative,hierarchical-dict.json_shim.segmented_forms.infinitive,hierarchical-dict.json_shim.shim,hierarchical-dict.json_slug,kirk-book-data.csv_Cherokee,kirk-book-data.csv_English,kirk-book-data.csv_Index,kirk-book-data.csv_Person,kirk-book-data.csv_Tense,kirk-book-data.csv_Tone,kirk-book-data.csv_Verb Number,kirk-book-data.csv_normalized_key,kirk-book-data.csv_screenshot name,learning-to-use-the-cherokee-verb.csv_CED English,learning-to-use-the-cherokee-verb.csv_Cherokee,learning-to-use-the-cherokee-verb.csv_Index,learning-to-use-the-cherokee-verb.csv_Set,learning-to-use-the-cherokee-verb.csv_Syllabary,learning-to-use-the-cherokee-verb.csv_Verb Number,learning-to-use-the-cherokee-verb.csv_normalized_key,lily-dict.csv_Category,lily-dict.csv_Cross_Reference,lily-dict.csv_Definition,lily-dict.csv_Definition_Long,lily-dict.csv_Entry,lily-dict.csv_Entry_Tone,lily-dict.csv_Etymology,lily-dict.csv_Index,lily-dict.csv_Plural_Tone,lily-dict.csv_PoS,lily-dict.csv_Source,lily-dict.csv_Source_Long,lily-dict.csv_Syllabary
1f033de7e2f4537a,,,flyer; fly,singular,174,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ,ahlawidisgi,a-tla-wi-di-s-gi,ᎠᏝᏫᏗᏍᎩ,ạhlạwidi̋sgi,ahlawi:di̋:sgi,something that flies,,Word_0174.1.m4a,,,174,174.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ahlawidiha, ahlawitdiha",something that flies away,,ahlawidisgi,a.²hla.²wi²di⁴sgi,,373,di²hla.²wi²di⁴sgi,noun,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏝᏫᏗᏍᎩ
a23d01caab05ef28,,YWxoYXdpdGh0fGF0bGF3aXRodA,make fly; fly,3rd person singular,175,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.),ahlawitdiha,a-tla-wi-ti-di-ha,ᎠᏝᏫᏘᏗᎭ,àhlạwitdị́ha,à:hlawi:tdíha,"he/she is making him/her fly, he/she is making it fly",,,,,175,175.1,True,ih-ohd[perf3],False,False,False,False,False,none,False,False,a,vowel_a,True,False,False,False,169,he/she is making him/her fly,175,atlawitht,alhawitht,169,he/she is making him/her fly,175,FullEventful,ih-ohd[perf3],False,False,False,False,False,none,False,False,a,vowel_a,True,False,False,False,atlawitht,alhawitht,,,alhawithtihaa,FullEventful,YWxoYXdpdGh0fGF0bGF3aXRodA,a->alhawitht-ih-a,,,,,,,,,,,,,,,,,,,,,,,,,,,YWxoYXdpdGh0fGF0bGF3aXRodA,,,,,,,,,,,,,,,,,,"ahlawidiha, ahlawitdisgi","he's making him, it fly",,ahlawitdiha,a¹hla.²wi²tdi.³ha,,374,,transitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏝᏫᏘᏗᎭ
31b43993a827246b,,,flyer; fly,singular,176,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ,ahlawitdisgi,a-tla-wi-t-di-s-gi,ᎠᏝᏫᏗᏗᏍᎩ,ạhlạwitdi̋sgi,ahlawi:tdi̋:sgi,person who makes it fly,,0176.1.m4a,,,176,176.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jiyu dihlawitdisgi,person who makes it fly,,ahlawitdisgi,a.²hla.²wi²tdi⁴sgi,,375,a.²na.²hla.²wi²tdi⁴sgi,noun,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏝᏫᏘᏗᏍᎩ
7b29ddee8736259c,,YWxoaXxhdGxp,nightmare,3rd person singular,177,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.),ahligi’a,a-tli-gi-a,ᎠᏟᎩᎠ,àhlịgí’a,à:hligí:’a,he/she is having a nightmare,,,,,177,177.1,,rev-gi,False,False,False,False,False,none,False,False,a,vowel_a,False,False,False,False,171,he/she is having a nightmare,177,atli,alhi,171,he/she is having a nightmare,177,FullEventful,rev-gi,False,False,False,False,False,none,False,False,a,vowel_a,False,False,False,False,atli,alhi,,,alhiki'aa,FullEventful,YWxoaXxhdGxp,a->alhi-ki'-a,,,,,,,,,,,,,,,,,,,,,,,,,,,YWxoaXxhdGxp,ahligi'a,She is having a nightmare,6730,Third Person Singular,Present Tense,a¹hli.²gi³?a,269,3s|3s|present,_haveANightmare.PNG,,,,,,,,,,he's having a nightmare,,ahligia,a¹hli.²gi³?a,,376,,intransitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏟᎩᎠ
bf73b6c7b7576613,,J2hpbHw,take time,3rd person singular,178,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.),ahli’ilidoha,a-tli-i-li-do-ha,ᎠᏟᎢᎵᏙᎭ,àhlị́’ịlǐdôha,à:hlí’ilǐ:dô:ha,it’s taking time,,,,,178,178.1,,oh-ol-a,False,False,False,False,False,ali,True,False,a,vowel_a,False,False,False,False,172,it’s taking time,178,,'hil,172,it’s taking time,178,FullEventful,oh-ol-a,False,False,False,False,False,ali,True,False,a,vowel_a,False,False,False,False,,'hil,be-at,be-at,alhi'ilitohaa,FullEventful,J2hpbHw,a->alhi-'il-it-oh-a,,,,,,,,,,,,,,,,,,,,,,,,,,,J2hpbHw,ahli'ilidoha,It's taking time,7487,Third Person Singular,Present Tense,a¹hli.³?i.²li²³do³²ha,305,3s|3s|present,itIsTakingTime.PNG,,,,,,,,,"hila ahliili, juhliilvstanvi",it's taking time,,ahliilidoha,a¹hli.³?i.²li²³do³²ha,,377,,intransitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏟᎢᎵᏙᎭ
b250d3d581705655,,YWxofGF0bA,measure,3rd person singular,179,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.),ahlilo’a,a-tli-lo-a,ᎠᏟᎶᎠ,àhliló’a,à:hli:ló:’a,he/she is measuring it,,,,,179,179.1,,o,False,False,False,False,False,none,False,False,a,vowel_a,False,False,False,False,173,he/she is measuring it,179,atl,alh,173,he/she is measuring it,179,FullEventful,o,False,False,False,False,False,none,False,False,a,vowel_a,False,False,False,False,atl,alh,repetitive,repetitive,alhilo'aa,FullEventful,YWxofGF0bA,a->alh-il-o'-a,,,,,,,,,,,,,,,,,,,,,,,,,,,YWxofGF0bA,,,,,,,,,,,,,,,,,,ahlilosdi,he's measuring it,,ahliloa,a¹hli²lo³?a,,378,,transitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏟᎶᎠ
6bc7d42dda01ac3e,,,ruler,singular,180,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ,ahlilosdi,a-tli-lo-s-di,ᎠᏟᎶᏍᏗ,ạhlilősdi,ahli:lő:sdi,ruler,,Word_0180.1.m4a,,,180,180.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ahliloa,ruler,,ahlilosdi,a.²hli²lo⁴sdi,,379,di²hli²lo⁴sdi,noun,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏟᎶᏍᏗ
1e7c0e0594c993f7,,eWh2aGt3aXR8eXZoa3dpdA,bend,3rd person singular,181,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.),ahliyvhgwidvsga,a-tli-yv-qui-dv-s-ga,ᎠᏟᏴᏈᏛᏍᎦ,àhlịyṿhgwịdv̂sga,à:hliyvhgwidv̂:sga,it’s bending,ahliyvhquidvsga,,,,181,181.1,,vsk,False,False,False,False,False,ali,True,False,a,vowel_a,False,False,False,False,175,it’s bending,181,yvhkwit,yhvhkwit,175,it’s bending,181,FullEventful,vsk,False,False,False,False,False,ali,True,False,a,vowel_a,False,False,False,False,yvhkwit,yhvhkwit,,,alhiyvhkwitvhskaa,FullEventful,eWh2aGt3aXR8eXZoa3dpdA,a->alhi-yvhkwit-vhsk-a,,,,,,,,,,,,,,,,,,,,,,,,,,,eWh2aGt3aXR8eXZoa3dpdA,,,,,,,,,,,,,,,,,,ahyvhgwidvsga,it's bending,,ahliyvhgwidvsga,a¹hli.²yvhgwidvsga,,380,,intransitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏟᏴᏈᏛᏍᎦ
86d3c46b1c78bd96,,eWh2aHNhbmF3aHN0fHl2aHNhbmF3aHN0,snort,3rd person singular,182,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.),ahliyvsanawsdiha,a-tli-yv-sa-na-wa-s-di-ha,ᎠᏟᏴᏌᎾᏩᏍᏗᎭ,àhlịyv̌sạ́nàwsdị́ha,à:hliyv̌:sánà:wsdíha,he/she is snorting,,,,,182,182.1,,ih-ohd,False,False,False,False,False,ali,True,False,a,vowel_a,False,False,False,False,176,he/she is snorting,182,yvhsanawhst,yhvhsanawhst,176,he/she is snorting,182,FullEventful,ih-ohd,False,False,False,False,False,ali,True,False,a,vowel_a,False,False,False,False,yvhsanawhst,yhvhsanawhst,,,alhiyvhsanawhstihaa,FullEventful,eWh2aHNhbmF3aHN0fHl2aHNhbmF3aHN0,a->alhi-yvhsanawhst-ih-a,,,,,,,,,,,,,,,,,,,,,,,,,,,eWh2aHNhbmF3aHN0fHl2aHNhbmF3aHN0,,,,,,,,,,,,,,,,,,--,he's snorting,,ahliyvsanawsdiha,a¹hli.²yv²³sa.³naw¹sdi.³ha,,381,,intransitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏟᏴᏌᎾᏩᏍᏗᎭ
d905f2861f1764a0,,aHRzYXRvfHRzYXRv,preach,3rd person singular,183,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.),ahljadohvsga,a-li-tsa-do-hv-s-ga,ᎠᎵᏣᏙᎲᏍᎦ,àhljạdǒhṿ́sga,à:hljadǒ:hv́sga,he/she is preaching,ahltsadohvsga,,,,183,183.1,,hvsg-hn[inf2],False,False,False,False,False,al_ali,False,False,a,vowel_a,False,False,False,False,177,he/she is preaching,183,tsato,htsato,177,he/she is preaching,183,FullEventful,hvsg-hn[inf2],False,False,False,False,False,al_ali,False,False,a,vowel_a,False,False,False,False,tsato,htsato,,,alhtsatohvhskaa,FullEventful,aHRzYXRvfHRzYXRv,a->al-htsato-hvhsk-a,,,,,,,,,,,,,,,,,,,,,,,,,,,aHRzYXRvfHRzYXRv,ahljadohvsga,She is preaching,4204,Third Person Singular,Present Tense,ahl¹ja.²do²³hv.³sga,169,3s|3s|present,_preach.PNG,,,,,,,,,ahljadohvsgi,he's preaching,,ahljadohvsga,ahl¹ja.²do²³hv.³sga,,382,,intransitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᎵᏣᏙᎲᏍᎦ
8827a313cd827cef,,,preacher,singular,184,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ,ahljadohvsgi,a-li-tsa-do-hv-s-gi,ᎠᎵᏣᏙᎲᏍᎩ,ạhljạdőhṿsgi,ahljadő:hvsgi,preacher,ahltsadohvsgi,0184.1.m4a,,,184,184.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahljadohvsga,preacher,,ahljadohvsgi,ahl²ja.²do⁴hv.²sgi,,383,a.²nahl²ja.²do⁴hv.²sgi,noun,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᎵᏣᏙᎲᏍᎩ
0b008466b3af6b0c,,aGtob3R8,shatter,3rd person singular,185,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.),ahlkodvsga,a-li-go-dv-s-ga,ᎠᎵᎪᏛᏍᎦ,àhlkodvsga,à:hlko:dv:sga,it’s shattering,,,,,185,185.1,,vnh-vsk,False,False,False,False,False,al_ali,False,False,a,vowel_a,False,False,False,False,179,it’s shattering,185,,hkhot,179,it’s shattering,185,FullEventful,vnh-vsk,False,False,False,False,False,al_ali,False,False,a,vowel_a,False,False,False,False,,hkhot,,,alhkhotvhskaa,FullEventful,aGtob3R8,a->al-hkhot-vhsk-a,,,,,,,,,,,,,,,,,,,,,,,,,,,aGtob3R8,,,,,,,,,,,,,,,,,,ahlkotdiha,it's shattering,,ahlkodvsga,ahl¹ko²dv²sga,,384,,intransitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᎵᎪᏛᏍᎦ
eefd2088d62538d6,,aGtob3RodHxraG90aHQ,shatter,3rd person singular,186,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.),ahlkotdiha,a-li-go-dv-di-ha,ᎠᎵᎪᏛᏗᎭ,àhlkotdị́ha,à:hlko:tdíha,he/she is shattering it,,,,,186,186.1,,ih-ohd,False,False,False,False,False,al_ali,False,False,a,vowel_a,False,False,False,False,180,he/she is shattering it,186,khotht,hkhotht,180,he/she is shattering it,186,FullEventful,ih-ohd,False,False,False,False,False,al_ali,False,False,a,vowel_a,False,False,False,False,khotht,hkhotht,,,alhkhothtihaa,FullEventful,aGtob3RodHxraG90aHQ,a->al-hkhotht-ih-a,,,,,,,,,,,,,,,,,,,,,,,,,,,aGtob3RodHxraG90aHQ,,,,,,,,,,,,,,,,,,ahlkodvsga,he's shattering it,,ahlkotdiha,ahl¹ko²tdi.³ha,,385,,transitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᎵᎪᏛᏗᎭ
35985e0bb75e990e,,,phonograph record; record,singular,187,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ,ahlohdi,a-tlo-di,ᎠᏠᏗ,ạ́hlọhdi,áhlohdi,phonograph record,,0187.1.m4a,,,187,187.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahlahvsga,phonograph record,,ahlohdi,a.³hloh²di,,386,di²³hloh²di,noun,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏠᏗ
410e6939257d2a3d,,bGhvfGxobw,beat; game,3rd person singular,188,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.),ahlosga,a-tlo-s-ga,ᎠᏠᏍᎦ,àhlosga,à:hlo:sga,he/she is beating him/her at a game,,,,,188,188.1,True,sg-s-hi-hihst,False,False,False,False,False,none,False,False,a,con,True,False,False,False,182,he/she is beating him/her at a game,188,lho,lho,182,he/she is beating him/her at a game,188,FullEventful,sg-s-hi-hihst,False,False,False,False,False,none,False,False,a,con,True,False,False,False,lho,lho,,,alhohskaa,FullEventful,bGhvfGxobw,a-lho-hsk-a,,,,,,,,,,,,,,,,,,,,,,,,,,,bGhvfGxobw,ahlosga,She is beating her at a game,5117,Third Person Singular,Present Tense,a¹hlo²sga,203,3s|3a|present,_beatHimHerAtAGame.PNG,,,,,,,,,,he's beating him at a game,,ahlosga,a¹hlo²sga,,387,,transitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏠᏍᎦ
844c57b8d0eb34d7,,aHRoYXd8dGhhdw,comb; hair,3rd person singular,189,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.),ahltawo’a,a-li-ta-wo-a,ᎠᎵᏔᏬᎠ,àhltạwó’a,à:hltawó:’a,he/she is combing his/her hair,,,,,189,189.1,,o,False,False,False,False,False,al_ali,False,False,a,vowel_a,False,False,False,False,183,he/she is combing his/her hair,189,thaw,hthaw,183,he/she is combing his/her hair,189,FullEventful,o,False,False,False,False,False,al_ali,False,False,a,vowel_a,False,False,False,False,thaw,hthaw,,,alhthawo'aa,FullEventful,aHRoYXd8dGhhdw,a->al-hthaw-o'-a,,,,,,,,,,,,,,,,,,,,,,,,,,,aHRoYXd8dGhhdw,ahltawo'a,She is combing her own hair,6830,Third Person Singular,Present Tense,ahl¹ta.²wo³?a,273,3s|3s|present,_combYourOwnHair.PNG,,,,,,,,,"ahltawosdi, atawoa",he's combing his hair,,ahltawoa,ahl¹ta.²wo³?a,,388,,transitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᎵᏔᏬᎠ
66e8114e65921f53,,,comb; hair,singular,190,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ,ahltawosdi,a-li-ta-wo-s-di,ᎠᎵᏔᏬᏍᏗ,ạhltạwósdi,ahltawó:sdi,comb,,Word_0190.1.m4a,,,190,190.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ahltawoa, atawoa",comb,,ahltawosdi,ahl²ta.²wo³sdi,,389,dihl²ta.²wo³sdi,noun,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᎵᏔᏬᏍᏗ
9c17e28de5f050ee,,aHRoZWx8dGhlbA,move,3rd person singular,191,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.),ahltelvhvsga,a-li-te-lv-hv-s-ga,ᎠᎵᏖᎸᎲᏍᎦ,àhltélvhṿ́sga,à:hlté:lv:hv́sga,"he/she is moving, it’s moving, without changing location",,,,,191,191.1,,vhvsg,False,False,False,False,False,al_ali,False,False,a,vowel_a,False,False,False,False,185,he/she is moving (without changing location),191,thel,hthel,185,he/she is moving (without changing location),191,FullEventful,vhvsg,False,False,False,False,False,al_ali,False,False,a,vowel_a,False,False,False,False,thel,hthel,,,alhthelvhvhskaa,FullEventful,aHRoZWx8dGhlbA,a->al-hthel-vhvhsk-a,,,,,,,,,,,,,,,,,,,,,,,,,,,aHRoZWx8dGhlbA,,,,,,,,,,,,,,,,,,atelvhvsga,"he, it's moving (without changing location)",,ahltelvhvsga,ahl¹te³lv²hv.³sga,,390,,intransitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᎵᏖᎸᎲᏍᎦ
ecc42f87b0756ead,,YW5oYXd8YW5pdw,change; shirt,3rd person singular,192,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.),ahnawa’iyv’a,a-hna-wa-i-yv-a,ᎠᎿᏩᎢᏴᎠ,àhnạwạ́’iyv́’a,à:hnawá’i:yv́:’a,he/she is changing his/her shirt,,,,,192,192.1,,v-vhs,False,False,False,False,False,none,False,False,a,vowel_a,False,False,False,False,186,he/she is changing his/her shirt,192,aniw,anhaw,186,he/she is changing his/her shirt,192,FullEventful,v-vhs,False,False,False,False,False,none,False,False,a,vowel_a,False,False,False,False,aniw,anhaw,change-out[flexible],change-out[flexible],anhawa'iyv'aa,FullEventful,YW5oYXd8YW5pdw,a->anhaw-a'iy-v'-a,,,,,,,,,,,,,,,,,,,,,,,,,,,YW5oYXd8YW5pdw,ahnawa'iyv'a,She is changing her shirt,9555,Third Person Singular,Present Tense,a¹hna.²wa.³?i²yv³?a,428,3s|3s|present,_changingShirt.PNG,,,,,,,,,"ahnawea, ahnawo, ahnawoa",he's changing his shirt,,ahnawaiyva,a¹hna.²wa.³?i²yv³?a,,391,,transitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᎿᏩᎢᏴᎠ
c140adedab57f28b,,YW5oYXd8YW5pdw,take off; shirt; coat,3rd person singular,193,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.),ahnawe’a,a-hna-we-a,ᎠᎿᏪᎠ,àhnạwé’a,à:hnawé:’a,"he/she is taking his/her shirt off, he/she is taking his/her coat off",,,,,193,193.1,,rev-e,False,False,False,False,False,none,False,False,a,vowel_a,False,False,False,False,187,he/she is taking his/her shirt off,193,aniw,anhaw,187,he/she is taking his/her shirt off,193,FullEventful,rev-e,False,False,False,False,False,none,False,False,a,vowel_a,False,False,False,False,aniw,anhaw,,,anhawe'aa,FullEventful,YW5oYXd8YW5pdw,a->anhaw-e'-a,,,,,,,,,,,,,,,,,,,,,,,,,,,YW5oYXd8YW5pdw,ahnawe'a,She is taking off her shirt,9543,Third Person Singular,Present Tense,a¹hna.²we³?a,427,3s|3s|present,_takingOffShirt.PNG,,,,,,,,,"ahnawaiyva, ahnawo, ahnawoa, uhnawo","he's taking his shirt, coat off",,ahnawea,a¹hna.²we³?a,,392,,transitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᎿᏪᎠ
5460f48b2515a739,,,cloth; shirt,singular,194,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ,ahnawo,a-hna-wo-a,ᎠᎿᏬ,ạhnạwo,ahnawo,shirt; cloth,,Word_0194.1.m4a,,,194,194.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ahnawaiyva, ahnawea, ahnawoa, uhnawo",shirt,,ahnawo,a.²hna.²wo,,393,di²hna.²wo,noun,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᎿᏬ
247db0f94407063b,,YW5oYXd8YW5pdw,put on; shirt; coat,3rd person singular,195,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.),ahnawo’a,a-hna-wo-a,ᎠᎿᏬᎠ,àhnạwó’a,à:hnawó:’a,"he/she is putting on a shirt, he/she is putting on a coat",,,,,195,195.1,,o,False,False,False,False,False,none,False,False,a,vowel_a,False,False,False,False,189,he/she is putting on a shirt,195,aniw,anhaw,189,he/she is putting on a shirt,195,FullEventful,o,False,False,False,False,False,none,False,False,a,vowel_a,False,False,False,False,aniw,anhaw,,,anhawo'aa,FullEventful,YW5oYXd8YW5pdw,a->anhaw-o'-a,,,,,,,,,,,,,,,,,,,,,,,,,,,YW5oYXd8YW5pdw,ahnawo'a,She is putting on a shirt,9531,Third Person Singular,Present Tense,a¹hna.²wo³?a,426,3s|3s|present,_puttingOnShirt.PNG,,,,,,,,,"ahnawaiyva, ahnawea, ahnawo, uhnawo",he's putting on a shirt,,ahnawoa,a¹hna.²wo³?a,,394,,transitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᎿᏬᎠ
79c141c27ee19f34,,,give,3rd person singular,196,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.),ahneha,a-ne-ha,ᎠᏁᎭ,àhnẹha,à:hneha,he/she is giving it to him/her,aneha,,,,196,196.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ahneha,She is giving her something %(solid)%;She is passing her something %(solid)%,7921,Third Person Singular,Present Tense,a¹hne.²ha,341,3s|3s|present,_givePass_neutral.PNG,,,,,,,,,"adeha, gakaneha, ganehneha, ganvneha",he's giving it to him,,ahneha,a¹hne.²ha,,395,,transitive verb,ced,Dr Durbin Feeling Cherokee English Dictionary 1975,ᎠᏁᎭ
