base_id,sentence_id,source file,gloss_english,gloss_phonetic,gloss_syllabary,source
54dc947eeb4a6c6f,d411636ecd4d,cn-app-dictionary.csv,he,u:to:hlísdi̋,ᎤᏙᏟᏍᏗ,Cherokee Dictionary 1975 Durbin Feeling
54dc947eeb4a6c6f,d411636ecd4d,cn-app-dictionary.csv,borrow it?,,,Cherokee Dictionary 1975 Durbin Feeling
0602ce6a605adf0f,2a2494efa3c1,cn-app-dictionary.csv,flashing.,à:to:yâ:wsgv̋,ᎠᏙᏯᏩᏍᎬ,Cherokee Dictionary 1975 Durbin Feeling
0c3d2265a4d152d0,2ba5a284b2de,cn-app-dictionary.csv,took a bite,ù:tsdé:sv̌:’i,ᎤᏥᏍᏕᏒᎢ.,Cherokee Dictionary 1975 Durbin Feeling
44efc7cf5dad1778,1b265c30376a,cn-app-dictionary.csv,to take a drink.,u:tu:gî:sdi̋,ᎤᏚᎩᏍᏗ.,Cherokee Dictionary 1975 Durbin Feeling
c9248af40ffe872f,d7cd5ae69d00,cn-app-dictionary.csv,a drink.,atú:gi̋:sdi,ᎠᏚᎩᏍᏗ,Cherokee Dictionary 1975 Durbin Feeling
8d1326ed2e8d0e85,18b434cf2ba0,cn-app-dictionary.csv,He promised,ù:tú’istané:’i,ᎤᏚᎢᏍᏔᏅᎢ.,Cherokee Dictionary 1975 Durbin Feeling
4ffc4b2b397c2ea6,7c6bf1d8f915,cn-app-dictionary.csv,I listened to him,ji:yà:tv:dâ:stanv́,ᏥᏯᏛᏓᏍᏔᏅ,Cherokee Dictionary 1975 Durbin Feeling
58da61f6db521a0f,307b27f158ae,cn-app-dictionary.csv,Ask him,hi:yà:tv:dv:hv̀:ga,ᎯᏯᏛᏛᎲᎦ,Cherokee Dictionary 1975 Durbin Feeling
e30306bcea2fd4da,48c9df18d63f,cn-app-dictionary.csv,He hears,à:tv:gî:sgó:’i,ᎠᏛᎩᏍᎪᎢ.,Cherokee Dictionary 1975 Durbin Feeling
adcd12bb2d146148,96fee1141747,cn-app-dictionary.csv,She grows,dà:tvhisdǐ:sgó:’i,ᏓᏛᎯᏍᏗᏍᎪᎢ.,Cherokee Dictionary 1975 Durbin Feeling
a7150a3f30377e03,11a55a2837d0,cn-app-dictionary.csv,He is,à:tvsgâ,ᎠᏛᏍᎦ.,Cherokee Dictionary 1975 Durbin Feeling
a7150a3f30377e03,11a55a2837d0,cn-app-dictionary.csv,growing.,,,Cherokee Dictionary 1975 Durbin Feeling
5c5ce06ad5bd4143,30305d476bb6,cn-app-dictionary.csv,young man?,awi̋:na,ᎠᏫᎾ?,Cherokee Dictionary 1975 Durbin Feeling
86c720d8caa6e0fc,7901c18da5bd,cn-app-dictionary.csv,teenage boys.,ani:wi:nű:ja,ᎠᏂᏫᏄᏣ,Cherokee Dictionary 1975 Durbin Feeling
2a756dd2c89354b9,5c69f303e26d,cn-app-dictionary.csv,Eagles,awǒ:há’li,ᎠᏬᎭᎵ.,Cherokee Dictionary 1975 Durbin Feeling
4080c94a6f958e15,366dcac29602,cn-app-dictionary.csv,is he in?,à:ya’a,ᎠᏯᎠ?,Cherokee Dictionary 1975 Durbin Feeling
74c102ff8813a29d,9a477c18b1cf,cn-app-dictionary.csv,fast.,ayanű:li,ᎠᏯᏄᎵ,Cherokee Dictionary 1975 Durbin Feeling
1d038931bc5df277,ec40d1f0ab8a,cn-app-dictionary.csv,He distributed,ù:yâ:tohlv́:,ᎤᏯᏙᏢ,Cherokee Dictionary 1975 Durbin Feeling
dd8cd9ac189e826c,c87009cafa6b,cn-app-dictionary.csv,deacon,áyà:tohihi,ᎠᏯᏙᎯᎯ,Cherokee Dictionary 1975 Durbin Feeling
3926442a6aae884d,a37e6d7dcc1f,cn-app-dictionary.csv,chapter,à:yâ:tohlv̋:,ᎠᏯᏙᏢ,Cherokee Dictionary 1975 Durbin Feeling
369dd7b66cacbc72,9d78068e1c5b,cn-app-dictionary.csv,wake up‚ he woke up.,hiyè:gi,,Cherokee Dictionary 1975 Durbin Feeling
369dd7b66cacbc72,9d78068e1c5b,cn-app-dictionary.csv,,ù:yé:jv̌:’i,,Cherokee Dictionary 1975 Durbin Feeling
7b07974998a053e6,435bf85ff172,cn-app-dictionary.csv,in the middle.,aye̋:hli,ᎠᏰᏟ,Cherokee Dictionary 1975 Durbin Feeling
c6023ee6c839f226,4fde809998c7,cn-app-dictionary.csv,wake,jihi:yê:stani,ᏥᎯᏰᎢᏍᏔᏂ,Cherokee Dictionary 1975 Durbin Feeling
d8af6f43046e20b3,4d405ee6f725,cn-app-dictionary.csv,his body.,aye:lv̋,ᎠᏰᎸ,Cherokee Dictionary 1975 Durbin Feeling
a016fdd8d38a1122,bec79b79696e,cn-app-dictionary.csv,He put,ù:yhtánv́,ᎤᏴᏔᏅ,Cherokee Dictionary 1975 Durbin Feeling
a016fdd8d38a1122,bec79b79696e,cn-app-dictionary.csv,inside,,,Cherokee Dictionary 1975 Durbin Feeling
fc7f730e02d6a302,dc4021172053,cn-app-dictionary.csv,crowing?,ayhgv̋:’i,ᎠᏴᎬᎢ?,Cherokee Dictionary 1975 Durbin Feeling
a9b90f1194a09cb2,e09e32a81d76,cn-app-dictionary.csv,He got,dù:yv:hv́,ᏚᏴᎲ,Cherokee Dictionary 1975 Durbin Feeling
a9b90f1194a09cb2,fa484340720d,cn-app-dictionary.csv,picked up,wà:ya,ᏩᏯ,Cherokee Dictionary 1975 Durbin Feeling
ef5f7f9e1222fff4,a13b4f919f98,cn-app-dictionary.csv,floor.,à:yǒ:dâ:hlahv̋:’i,ᎠᏲᏓᏝᎲᎢ.,Cherokee Dictionary 1975 Durbin Feeling
5d0c42afd02eba57,e1e9bf13f5ab,cn-app-dictionary.csv,broke,ù:yô:jv́,ᎤᏲᏨ,Cherokee Dictionary 1975 Durbin Feeling
e3cc0dc5f78df5ce,8f5342b06847,cn-app-dictionary.csv,shot,ù:yo:hlv́,ᎤᏲᏢ,Cherokee Dictionary 1975 Durbin Feeling
faa4c9faa477b4dc,911e11cec606,cn-app-dictionary.csv,take a break,híyo:hisdǐ:sgô:,ᎯᏲᎯᏍᏗᏍᎪ,Cherokee Dictionary 1975 Durbin Feeling
420d7bd70c25fd3c,afd7d22ee93f,cn-app-dictionary.csv,children,di:ni:yő:hli,ᏗᏂᏲᏟ,Cherokee Dictionary 1975 Durbin Feeling
420d7bd70c25fd3c,336437b40a0a,cn-app-dictionary.csv,small,di:yő:hli,ᏗᏲᏟ,Cherokee Dictionary 1975 Durbin Feeling
639a290fd76ed6fe,030c70319885,cn-app-dictionary.csv,are hewing,dà:niyo:hlv́sga,ᏓᏂᏲᏢᏍᎦ.,Cherokee Dictionary 1975 Durbin Feeling
beda1d585e044979,16c167baa473,cn-app-dictionary.csv,death.,ayo:hu:hisdi,ᎯᏍᏗ.,Cherokee Dictionary 1975 Durbin Feeling
1c5e0c4e47639910,a74dd837fa6e,cn-app-dictionary.csv,he die?,ù:yo:hu:sé:’i,ᎤᏲᎱᏎᎢ?,Cherokee Dictionary 1975 Durbin Feeling
664da63572351d41,6441af38fd67,cn-app-dictionary.csv,He broke up,ù:yó:’istánv́’i,ᎤᏲᎢᏍᏔᏅᎢ.,Cherokee Dictionary 1975 Durbin Feeling
0f1cadb6fa985a80,57fec9c1c341,cn-app-dictionary.csv,he greets me.,à:giyó:li:hó:’i,ᎠᎩᏲᎵᎰᎢ.,Cherokee Dictionary 1975 Durbin Feeling
e3bca91be10c8c64,ffa7440d5a30,cn-app-dictionary.csv,He accidentally broke,ù:yó:sdohtanv̌:’i,ᎤᏲᏍᏙᏔᏅᎢ.,Cherokee Dictionary 1975 Durbin Feeling
a94d6e6b9d4d7db1,1ed7b857f503,cn-app-dictionary.csv,a soldier,jíyosgi,ᏥᏲᏍᎩ,Cherokee Dictionary 1975 Durbin Feeling
f5ce8ed1c85791e9,a61034c7509d,cn-app-dictionary.csv,destroyed,ù:yó:stanohnv́,ᎤᏲᏍᏔᏃᏅ,Cherokee Dictionary 1975 Durbin Feeling
519cb74533b3fad4,2f499c56c9de,cn-app-dictionary.csv,crippled man,ayo’ű:hli,ᎠᏲᎤᏟ,Cherokee Dictionary 1975 Durbin Feeling
525ad371b1f8e22c,cf13aa5d8b62,cn-app-dictionary.csv,me,ayas,ᎠᏯᏍ,Cherokee Dictionary 1975 Durbin Feeling
61fbcda4612e30f3,d55e47f39d80,cn-app-dictionary.csv,I entered,à:giyv:hlv́,ᎠᎩᏴᏢ,Cherokee Dictionary 1975 Durbin Feeling
3192fe19f9e1666c,dd3df7fa1efc,cn-app-dictionary.csv,found,ù:yv:whtv:hv̌:’i,ᎤᏴᏩᏛᎲᎢ.,Cherokee Dictionary 1975 Durbin Feeling
0b08f147a7935f7e,c63eaf40e479,cn-app-dictionary.csv,are you taking,de:hí:yv:hwi:di,ᏕᎯᏴᏫᏗ,Cherokee Dictionary 1975 Durbin Feeling
0a8f5d14b4429827,21436bef3e45,cn-app-dictionary.csv,entrance,ayv:sdóhdi̋:,ᎠᏴᏍᏙᏗ,Cherokee Dictionary 1975 Durbin Feeling
285865ef30eb249a,2b8a2141aa53,cn-app-dictionary.csv,people,ani:yv:wi,ᎠᏂᏴᏫ?,Cherokee Dictionary 1975 Durbin Feeling
82f1b37b9cddab8c,a496cae8c8ab,cn-app-dictionary.csv,Indian.,ayv:wiya̋:’i,ᎠᏴᏫᏯᎢ.,Cherokee Dictionary 1975 Durbin Feeling
a29b23e852f2c159,551384ffe042,cn-app-dictionary.csv,white person,ayó:ne:ga,ᎠᏲᏁᎦ,Cherokee Dictionary 1975 Durbin Feeling
e6e4b96ee42d4f35,83f7e7bf9464,cn-app-dictionary.csv,eight,chaně:la,ᏣᏁᎳ,Cherokee Dictionary 1975 Durbin Feeling
4552f6e3e52fec78,cf5110b2555d,cn-app-dictionary.csv,coal,chino:sga,ᏥᏃᏍᎦ,Cherokee Dictionary 1975 Durbin Feeling
e4298dbde00d643c,f2916916944c,cn-app-dictionary.csv,flea,chuhgas,ᏧᎦᏍ,Cherokee Dictionary 1975 Durbin Feeling
fe9e8d9654e63e04,380b3e050aff,cn-app-dictionary.csv,He made an X,dù:da:hnâ:wstanv́ náktahv̋:na,ᏚᏓᎿᏫᏍᏔᏅᎢ,Cherokee Dictionary 1975 Durbin Feeling
85b7701c89268bde,b18c67711989,cn-app-dictionary.csv,crossroads.,dà:da:hnâ:wsdv̋: nv:nǒ:hi,ᏓᏓᎿᏫᏍᏛ ᏅᏃᎯ,Cherokee Dictionary 1975 Durbin Feeling
49c2f7b1ea387cd3,e3ed8555bf95,cn-app-dictionary.csv,he,ju:da:hnesè:sdi̋:,ᏧᏓᏁᏎᏍᏗ,Cherokee Dictionary 1975 Durbin Feeling
49c2f7b1ea387cd3,e3ed8555bf95,cn-app-dictionary.csv,conjure.,,,Cherokee Dictionary 1975 Durbin Feeling
7dc4ba22f8284e03,cefc4997d895,cn-app-dictionary.csv,he is going to accept?,do:dv:dánilv̀:jis,ᏙᏛᏓᏂᎸᏥᏍ,Cherokee Dictionary 1975 Durbin Feeling
f19800e41a593bf0,9de595a44133,cn-app-dictionary.csv,you dodge?,yido:jádanv̌:dî:stané,ᏱᏙᏣᏓᏅᏗᏍᏔᏁ?,Cherokee Dictionary 1975 Durbin Feeling
394945c8f6d1fd77,d34d370a58aa,cn-app-dictionary.csv,performed baptism,dù:da:wó’v,ᏚᏓᏬᎥ,Cherokee Dictionary 1975 Durbin Feeling
9188e350326264b9,cbe81135df88,cn-app-dictionary.csv,gave up.,dù:dá:yosv̌:’i,ᏚᏓᏲᏒᎢ.,Cherokee Dictionary 1975 Durbin Feeling
43cadda4fef6c6c7,0caedd6ebaac,cn-app-dictionary.csv,She teaches,dà:de:hyohv́sgó:’i,ᏓᏕᏲᎲᏍᎪᎢ.,Cherokee Dictionary 1975 Durbin Feeling
c29d38b555259a3c,407e1cdc7b7d,cn-app-dictionary.csv,wept’.,dù:dlo:hyílv́:’i’,ᏚᏠᏱᎸᎢ‚,Cherokee Dictionary 1975 Durbin Feeling
51ae85e19c1798a2,99bb1dd240b4,cn-app-dictionary.csv,They were married,de:gé:gajv́:stanv́,ᏕᎨᎦᏨᏍᏔᏅ,Cherokee Dictionary 1975 Durbin Feeling
6bf5d74ce40a96cf,f46e9ad6a53c,cn-app-dictionary.csv,pearls.,dagv:na,ᏓᎬᎾ.,Cherokee Dictionary 1975 Durbin Feeling
b9ffb165698f51d3,73949ebf5fc3,cn-app-dictionary.csv,price you set,de:hígv:walhtánv̋,ᏕᎯᎬᏩᎶᏔᏅ,Cherokee Dictionary 1975 Durbin Feeling
6ba74acd28c3a6b5,bfa9cc6da065,cn-app-dictionary.csv,a car.,dagwalé:la,ᏓᏆᎴᎳ,Cherokee Dictionary 1975 Durbin Feeling
a2a58beea6e9a393,6d0e407a1d30,cn-app-dictionary.csv,rocking,dà:hlihgé:sgv̋:,ᏓᏟᎨᏍᎬ,Cherokee Dictionary 1975 Durbin Feeling
ce3fb5a8ea2a2034,f7db917c16a8,cn-app-dictionary.csv,He drew a picture of,dù:hli:ló:stanv̌:’i,ᏚᏟᎶᏍᏔᏅᎢ.,Cherokee Dictionary 1975 Durbin Feeling
27363a36c4b1042a,752ed3046bb6,cn-app-dictionary.csv,I was conversing,de:gálì:no:hě:sgv́:’i,ᏕᎦᎵᏃᎮᏍᎬᎢ.,Cherokee Dictionary 1975 Durbin Feeling
c0e87aea76fc0c88,3a724059832c,cn-app-dictionary.csv,you jump?,yide:hálhtadu:ga,ᏱᏕᎭᎵᏔᏚᎦ?,Cherokee Dictionary 1975 Durbin Feeling
5de6b71cbcba8c56,2f026e4bad42,cn-app-dictionary.csv,war,da:hnawa,ᏓᎿᏩ?,Cherokee Dictionary 1975 Durbin Feeling
3892b3d099323b85,19fc19fd8de8,cn-app-dictionary.csv,He changed,dù:hnawá’i:yv́:sé:’i,ᏚᎿᏩᎢᏴᏎᎢ.,Cherokee Dictionary 1975 Durbin Feeling
3892b3d099323b85,19fc19fd8de8,cn-app-dictionary.csv,clothes.,,,Cherokee Dictionary 1975 Durbin Feeling
3b55873b719b7c27,848c4d2e94b8,cn-app-dictionary.csv,I am undressing,de:gánì:wé:’a,ᏕᎦᏂᏪᎠ,Cherokee Dictionary 1975 Durbin Feeling
560b04df81d24554,bceb9281b93e,cn-app-dictionary.csv,Put on,tahnáwo:ja,ᏔᎿᏬᏣ.,Cherokee Dictionary 1975 Durbin Feeling
560b04df81d24554,bceb9281b93e,cn-app-dictionary.csv,clothes.,,,Cherokee Dictionary 1975 Durbin Feeling
57a1dc0e0132c3a9,b93ab0fe7d43,cn-app-dictionary.csv,Vian.,da:hnú:gő:,ᏓᏄᎪ,Cherokee Dictionary 1975 Durbin Feeling
fecc1efb3d89dba3,cc03d03e737b,cn-app-dictionary.csv,He put,dù:hv:tanv̋,ᏚᎲᏔᏅ,Cherokee Dictionary 1975 Durbin Feeling
fecc1efb3d89dba3,cc03d03e737b,cn-app-dictionary.csv,into the stove.,,,Cherokee Dictionary 1975 Durbin Feeling
367300173ef9bb78,1f23db90b8bd,cn-app-dictionary.csv,tickle,jido:skíyv́:gî,ᏥᏙᏍᎩᏴᎩ,Cherokee Dictionary 1975 Durbin Feeling
b1a70c729f768536,d7ce0665fbda,cn-app-dictionary.csv,better?,dà:jě:hla,ᏓᏤᏝ?,Cherokee Dictionary 1975 Durbin Feeling
4933df68e8d46670,11885ff596f8,cn-app-dictionary.csv,a squatting position.,de:gâ:jilhgv̋:’i,ᏕᎦᏥᏡᎬᎢ.,Cherokee Dictionary 1975 Durbin Feeling
1a42dc84561535b4,8be36772047b,cn-app-dictionary.csv,He is tying,dà:gi:kane:hé:ha,ᏓᎩᎧᏁᎮᎭ.,Cherokee Dictionary 1975 Durbin Feeling
1a42dc84561535b4,8be36772047b,cn-app-dictionary.csv,for me.,,,Cherokee Dictionary 1975 Durbin Feeling
58aed0170e2c677e,9f82f5f0e208,cn-app-dictionary.csv,He untied,dù:kane:hyv́:hv́,ᏚᎧᏁᏴᎲ,Cherokee Dictionary 1975 Durbin Feeling
22037240ed21f8ed,933ce1349883,cn-app-dictionary.csv,looking after you?,de:jákahnawadǐ:dô:ha,ᏕᏣᎧᏃᏩᏗᏙᎭ?,Cherokee Dictionary 1975 Durbin Feeling
2e61563d1ff500bb,41b1d26b569d,cn-app-dictionary.csv,you’ll become blind.,yidv̀:ke:wâ:ga,ᏱᏛᎨᏩᎦ.,Cherokee Dictionary 1975 Durbin Feeling
c37f5a8aef5b61d9,84b62fb8c27a,cn-app-dictionary.csv,a terrapin,daksi,ᏓᎩᏏ,Cherokee Dictionary 1975 Durbin Feeling
4d67b2cd21c65692,4474df40fbda,cn-app-dictionary.csv,lock,daski,ᏓᎩᏏ.,Cherokee Dictionary 1975 Durbin Feeling
77c56d35e08cd46c,e4b6d077c14b,cn-app-dictionary.csv,smoked,du:ksv:stánv́,ᏚᎦᏒᏍᏔᏅ,Cherokee Dictionary 1975 Durbin Feeling
f5750a6877c742af,0549ba564c6b,cn-app-dictionary.csv,She was blinking,dà:ktanâ:wsgv̌:’i,ᏓᎦᏔᎾᏩᏍᎬᎢ.,Cherokee Dictionary 1975 Durbin Feeling
d7c2a645f04e7609,9fa673f3dc26,cn-app-dictionary.csv,He closed his eyes,dù:ktâ:stanv́,ᏚᎦᏔᏍᏔᏅ,Cherokee Dictionary 1975 Durbin Feeling
34f169d7f37f0328,c4a3785cd631,cn-app-dictionary.csv,attacked,dù:ktǐ:lv̂:sv̌:’i,ᏚᎦᏘᎸᏒᎢ.,Cherokee Dictionary 1975 Durbin Feeling
12712637e32f800d,2b6fc259c1ca,cn-app-dictionary.csv,When she takes off her glasses‚,yidǔ:ktínv̀:de̋:sa,ᏱᏚᎦᏘᏅᏕᏌ,Cherokee Dictionary 1975 Durbin Feeling
87b97f1363589dcc,a4bc43cb55cc,cn-app-dictionary.csv,they put on,dà:naktinv:tvsgó:’i,ᏓᎾᎦᏘᏅᏛᏍᎪᎢ.,Cherokee Dictionary 1975 Durbin Feeling
87b97f1363589dcc,a4bc43cb55cc,cn-app-dictionary.csv,glasses.,,,Cherokee Dictionary 1975 Durbin Feeling
762f533bcce8a8af,dc29a60845a0,cn-app-dictionary.csv,He shelled,dù:ktlv:hv́,ᏚᎦᏢᎲ,Cherokee Dictionary 1975 Durbin Feeling
762f533bcce8a8af,dc29a60845a0,cn-app-dictionary.csv,corn,,,Cherokee Dictionary 1975 Durbin Feeling
d1dcd6fbc8921ecd,fffe97a184e5,cn-app-dictionary.csv,was snoring,dà:kwala:gí:sgé,ᏓᏆᎳᎩᏍᎨ,Cherokee Dictionary 1975 Durbin Feeling
733131f9a8d3f39d,3a936b719f67,cn-app-dictionary.csv,She is sprinkling,dà:kwayô:sga,ᏓᏆᏲᎥᏍᎦ,Cherokee Dictionary 1975 Durbin Feeling
2ede01d3a87cee64,7f3d9a71da92,cn-app-dictionary.csv,turnips?,dakwsánis,ᏓᏈᏌᏂᏍ,Cherokee Dictionary 1975 Durbin Feeling
8cb2ee6d23e38ab3,a2f3b9aa2041,cn-app-dictionary.csv,woodpecker.,dala:la,ᏓᎳᎳ,Cherokee Dictionary 1975 Durbin Feeling
b52279c10f1399eb,f00b8dc36542,cn-app-dictionary.csv,to put on,ju:là:sǔ:lhdí,ᏧᎳᏑᏢᏗ,Cherokee Dictionary 1975 Durbin Feeling
b52279c10f1399eb,f00b8dc36542,cn-app-dictionary.csv,shoes.,,,Cherokee Dictionary 1975 Durbin Feeling
2045ceb249b56ec1,bce0dd78576e,cn-app-dictionary.csv,He changed shoes,dù:lâ:su:lá’i:yv́:sv́,ᏚᎳᏑᎳᎢᏴᏒ,Cherokee Dictionary 1975 Durbin Feeling
f92c01b7d27f3650,7001c7b9a4fe,cn-app-dictionary.csv,Take your,haà:su:lagi,ᎭᎳᏑᎳᎩ.,Cherokee Dictionary 1975 Durbin Feeling
f92c01b7d27f3650,7001c7b9a4fe,cn-app-dictionary.csv,shoe off.,,,Cherokee Dictionary 1975 Durbin Feeling
34f75105243d7ee6,b32c990daa6c,cn-app-dictionary.csv,help him up.,de:hí:yalè:tanv́:’i,ᏕᎯᏯᎴᏔᏅᎢ.,Cherokee Dictionary 1975 Durbin Feeling
e6c670cd4897c567,2c1adfda1b31,cn-app-dictionary.csv,He’s recuperating,dà:le:hi:síha,ᏓᎴᎯᏏᎭ.,Cherokee Dictionary 1975 Durbin Feeling
214f6cf50694ed76,78a6050a6c0b,cn-app-dictionary.csv,stand up,dì:jalé:hv:ga,ᏗᏣᎴᎲᎦ,Cherokee Dictionary 1975 Durbin Feeling
214f6cf50694ed76,78a6050a6c0b,cn-app-dictionary.csv,stand up.,dé:jale:hnv:’i,ᏕᏣᎴᏅᎢ.,Cherokee Dictionary 1975 Durbin Feeling
fdc0da1c6ea0471b,40f98bf9812a,cn-app-dictionary.csv,Tahlequah,dalígwa,ᏓᎵᏆ,Cherokee Dictionary 1975 Durbin Feeling
555a8a83ac6e761d,b697333c9f1a,cn-app-dictionary.csv,I am going to take my gloves off.,do:dagáliyé:su:lé:si,ᏙᏓᎦᎵᏰᏑᎴᏏ.,Cherokee Dictionary 1975 Durbin Feeling
e270b3872220b36f,7f5daf5defb6,cn-app-dictionary.csv,I am putting on gloves,degá:lyê:su:lí,ᏕᎦᎵᏰᏑᎵ,Cherokee Dictionary 1975 Durbin Feeling
236e7b445c0efb1a,720dd9b5447d,cn-app-dictionary.csv,He took off his,dù:lǐ:yó:gì:sv̌:’i,ᏚᎵᏲᎩᏒᎢ.,Cherokee Dictionary 1975 Durbin Feeling
236e7b445c0efb1a,720dd9b5447d,cn-app-dictionary.csv,socks.,,,Cherokee Dictionary 1975 Durbin Feeling
0b2fdcffc42bba36,0b95d4f575a9,cn-app-dictionary.csv,putting on his socks‚,dà:lǐ:yó:hihv̋,ᏓᎵᏲᎯᎲ,Cherokee Dictionary 1975 Durbin Feeling
386366232935926e,c23bfa39ba1e,cn-app-dictionary.csv,Change your,ta:lí:yo:sa,ᏔᎵᏲᏌ,Cherokee Dictionary 1975 Durbin Feeling
386366232935926e,c23bfa39ba1e,cn-app-dictionary.csv,socks.,,,Cherokee Dictionary 1975 Durbin Feeling
d46b109a69dfac1f,ae47e99f3b8b,cn-app-dictionary.csv,aim at,yitiyálì:sò:sdí:sgé:sdi,ᏱᏘᏯᎵᏐᏍᏗᏍᎨᏍᏗ.,Cherokee Dictionary 1975 Durbin Feeling
e0692aaf6aabb2d1,fbf7f7c590ff,cn-app-dictionary.csv,A horsefly,dǎ:mágâ,ᏓᎹᎦ,Cherokee Dictionary 1975 Durbin Feeling
6719b3ecd0317f7b,f2a47d2b0e88,cn-app-dictionary.csv,They will be having a trial,dà:nada:hí’li:dô:hé:sdi,ᏓᎾᏓᎯᎵᏙᎮᏍᏗ.,Cherokee Dictionary 1975 Durbin Feeling
58f7784c588037a3,77d13790f5aa,cn-app-dictionary.csv,met,dù:nadlo:sv́,ᏚᎾᏠᏒ,Cherokee Dictionary 1975 Durbin Feeling
c84b6a1d34602d92,ed58fc7078f8,cn-app-dictionary.csv,separate?,dúna:galenvhé,ᏚᎾᎦᎴᏅᎮᎢ?,Cherokee Dictionary 1975 Durbin Feeling
a2bf29cc768e3c30,ffbee895f091,cn-app-dictionary.csv,playing with?,dà:né:hldi,ᏓᏁᎶᏗ,Cherokee Dictionary 1975 Durbin Feeling
11af476c365cb79b,445de6cc2425,cn-app-dictionary.csv,going to play,do:dagâ:ne:lohni,ᏙᏓᎦᏁᎶᏂ,Cherokee Dictionary 1975 Durbin Feeling
ec9fe3d2f3d0762d,bec7f87b31b0,cn-app-dictionary.csv,hold church services,dà:ni:lâ:wì:gó:’i,ᏓᏂᎳᏫᎪᎢ.,Cherokee Dictionary 1975 Durbin Feeling
e4f334a20e2693e2,62e1a9596fc7,cn-app-dictionary.csv,Christmas?,dà:ni:sdayo:híhv̋:’i,ᏓᏂᏍᏓᏲᎯᎲᎢ?,Cherokee Dictionary 1975 Durbin Feeling
a0448fcd3100066c,5ff8a48ecb8a,cn-app-dictionary.csv,are they going to adjourn?,do:dv:ní:ye:lì:si,ᏙᏛᏂᏰᎵᏏ?,Cherokee Dictionary 1975 Durbin Feeling
354f39c0be6c590b,5ea5e54b3ec1,cn-app-dictionary.csv,He,dù:sdayo:hlv́,ᏚᏍᏓᏲᏢ,Cherokee Dictionary 1975 Durbin Feeling
354f39c0be6c590b,5ea5e54b3ec1,cn-app-dictionary.csv,shot,,,Cherokee Dictionary 1975 Durbin Feeling
bd484b3c5df4fd4d,71112c07ebfd,cn-app-dictionary.csv,He’s splitting,dà:slû:sga,ᏓᏍᏡᏍᎦ.,Cherokee Dictionary 1975 Durbin Feeling
d3b119d493863d8a,214460ed081f,cn-app-dictionary.csv,I am sprinkling,dejí:sdudlí’a,ᏕᏥᏍᏚᏟᎠ.,Cherokee Dictionary 1975 Durbin Feeling
775f2ded0041076c,0828b5b279bd,cn-app-dictionary.csv,is counting,dà:sehíha,ᏓᏎᎯᎭ.,Cherokee Dictionary 1975 Durbin Feeling
918f11880c5cc16b,d63bc73c574f,cn-app-dictionary.csv,He curses,dà:sgi:nâ:di:sgó,ᏓᏍᎩᎾᏗᏍᎪ,Cherokee Dictionary 1975 Durbin Feeling
2e19f0c135558de0,ceb692312359,cn-app-dictionary.csv,applauded.,dù:nasihtv̌:nî:lv́,ᏚᎾᏏᏛᏂᎸ,Cherokee Dictionary 1975 Durbin Feeling
bcddaa61d696aae3,a065aa8a5fff,cn-app-dictionary.csv,or you’ll get exhausted.,do:tâ:sdaye:sî:s,ᏙᏔᏍᏔᏰᏏᏍ.,Cherokee Dictionary 1975 Durbin Feeling
83b7632a42c82d52,f018e5348407,cn-app-dictionary.csv,barks.,dà:su:hwisgó:’i,ᏓᏑᏫᏍᎪᎢ.,Cherokee Dictionary 1975 Durbin Feeling
bb03a19657dab305,82a53a361f09,cn-app-dictionary.csv,He scheduled,dù:sv:stánv́:’i,ᏚᏒᏍᏔᏅᎢ,Cherokee Dictionary 1975 Durbin Feeling
af34d59d072f6b26,037516dfe8ba,cn-app-dictionary.csv,you,de:hítě:sgv̋:’i,ᏕᎯᏖᏍᎬᎢ?,Cherokee Dictionary 1975 Durbin Feeling
af34d59d072f6b26,037516dfe8ba,cn-app-dictionary.csv,ironing?,,,Cherokee Dictionary 1975 Durbin Feeling
c15bac5b417c91fe,aa5f614caf23,cn-app-dictionary.csv,flint.,dawi:sgála,ᏓᏫᏍᎦᎳ,Cherokee Dictionary 1975 Durbin Feeling
408b62d44278a191,7d83c3bb6d93,cn-app-dictionary.csv,slippery.,dawi:sgv̋:hi,ᏓᏫᏍᎬᎯ,Cherokee Dictionary 1975 Durbin Feeling
b28ff004dc8d1803,fcf4f7de0634,cn-app-dictionary.csv,mushrooms,dawó:li,ᏓᏬᎵ,Cherokee Dictionary 1975 Durbin Feeling
cda8937e96def606,05b7d7ab51cb,cn-app-dictionary.csv,a cork.,dawó:líyű:sdi,ᏓᏬᎵᏳᏍᏗ,Cherokee Dictionary 1975 Durbin Feeling
056f48e3e3c11de8,071dc592ffb8,cn-app-dictionary.csv,Let,tí:yohi,ᏘᏲᎯ,Cherokee Dictionary 1975 Durbin Feeling
de1736f7a66b7a42,6db6b0133796,cn-app-dictionary.csv,a sack,dé:gahldi,ᏕᎦᎵᏗ,Cherokee Dictionary 1975 Durbin Feeling
517a242914f3f081,250f60512820,cn-app-dictionary.csv,He slammed,dù:lv:dv:nî:stanv́,ᏚᎸᏛᏂᏍᏔᏅ,Cherokee Dictionary 1975 Durbin Feeling
