Index,Source,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Cross_Reference,Entry_Tone,Other_Forms,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,ced,ahvsga,ᎠᎲᏍᎦ,vt,transitive verb,verb,he's setting it down,"adia, ganehvsga, ganvysga",a¹hv.³sga,Verb 1st Present:jivsga^ᏥᎥᏍᎦ^ji.²?v.³sga|Verb 3rd Past:uhnvi^ᎤᏅᎢ^u¹hnv²³?i|Verb 3rd Present Habitual:ahvsgoi^ᎠᎲᏍᎪᎢ^a¹hv.²sgo³?i|Verb 2nd Imperative:hihvga^ᎯᎲᎦ^hi.²hv¹ga|Verb 3rd Infinitive:uhdi^ᎤᏗ^u²hdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,ced,ahwahtiha,ᎠᏩᏘᎭ,vt,transitive verb,verb,"he's finding him, it","ayvhwahtiha, ganawhtiha, ganehwahtiha",a¹hwah²ti.³ha,"Verb 1st Present:jiwahtiha^ᏥᏩᏘᎭ^ji¹wah²ti.³ha|Verb 3rd Past:uhwahtvhvi^ᎤᏩᏛᎲᎢ^u¹hwah²tv²hv²³?i|Verb 3rd Present Habitual:ahwahtisgoi^ᎠᏩᏘᏍᎪᎢ^a¹hwah²ti²³sgo.³?i|Verb 2nd Imperative:hiwahta, hihwahta^ᎯᏩᏔ, ᎯᏩᏔ^hi¹wah²ta, hi.²hwah²ta|Verb 3rd Infinitive:uhwahtvhdi^ᎤᏩᏛᏗ^u²hwah²tvh²di",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,ced,ahwahtvhidoha,ᎠᏩᏛᎯᏙᎭ,vt,transitive verb,verb,he's visiting him,"adahwahtvhidoha, ahwahtiha",a¹hwah²tv²hi²³do³²ha,Verb 1st Present:jiwahtvhidoha^ᏥᏩᏛᎯᏙᎭ^ji¹wah²tv²hi²³do³²ha|Verb 3rd Past:uhwahtvhidolvi^ᎤᏩᏛᎯᏙᎸᎢ^u¹hwah²tv²hi²³do³²lv²³?i|Verb 3rd Present Habitual:ahwahtvhidohoi^ᎠᏩᏛᎯᏙᎰᎢ^a¹hwah²tv²hi²³do³²ho³?i|Verb 2nd Imperative:hiwahtvhida^ᎯᏩᏛᎯᏓ^hi¹wah²tv²hi²³da|Verb 3rd Infinitive:uhwahtvhidasdi^ᎤᏩᏛᎯᏓᏍᏗ^u²hwah²tv²hi²³da³²sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,ced,ahwidiha,ᎠᏫᏗᎭ,vt,transitive verb,verb,he's taking it somewhere,"ayvhwidiha, ganehwidiha, ganawidiha",a¹hwi²di³ha,Verb 1st Present:jiwidiha^ᏥᏫᏗᎭ^ji¹wi²di.³ha|Verb 3rd Past:uhwidvhvi^ᎤᏫᏛᎲᎢ^u¹hwi²dv²hv²³?i|Verb 3rd Present Habitual:ahwidisgoi^ᎠᏫᏗᏍᎪᎢ^a¹hwi²di²³sgo.³?i|Verb 2nd Imperative:hihwida^ᎯᏫᏓ^hi.²hwi²³da|Verb 3rd Infinitive:uhwitdi^ᎤᏫᏘᏗ^u²hwi²tdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,ced,ahwisga,ᎠᏫᏍᎦ,vt,transitive verb,verb,he's planting it,,a¹hwi.²sga,Verb 1st Present:jiwisga^ᏥᏫᏍᎦ^ji¹wi.²sga|Verb 3rd Past:uhwisvi^ᎤᏫᏒᎢ^u¹hwi.²sv²³?i|Verb 3rd Present Habitual:ahwisgoi^ᎠᏫᏍᎪᎢ^a¹hwi.²sgo³?i|Verb 2nd Imperative:hihwi^ᎯᏫ^hi.²hwi|Verb 3rd Infinitive:uhwisdi^ᎤᏫᏍᏗ^u²hwi.²sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,ced,ahyadlvdi,ᎠᏯᏢᏗ,n,noun,noun,necktie,gahyadlvi,a²hya.²dlv⁴di,Plural:dihyadlvdi^ᏗᏯᏢᏗ^di²hya.²dlv⁴di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,ced,ahyahketsga,ᎠᏯᎨᏗᏍᎦ,vt,transitive verb,verb,he's peeling it,,a¹hyah²ke²³tsga,Verb 1st Present:jiyahketsga^ᏥᏯᎨᏗᏍᎦ^ji¹yah²ke²³tsga|Verb 3rd Past:uhyahketsvi^ᎤᏯᎨᏗᏒᎢ^u¹hyah²ke²³tsv³?i|Verb 3rd Present Habitual:ahyahketsgoi^ᎠᏯᎨᏗᏍᎪᎢ^a¹hyah²ke²³tsgo.³?i|Verb 2nd Imperative:hihyahketsa^ᎯᏯᎨᏗᏌ^hi.²hyah²ke²³tsa|Verb 3rd Infinitive:uhyahketsdi^ᎤᏯᎨᏗᏍᏗ^u²hyah²ke²³tsdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,ced,ahyahldi,ᎠᏯᏟᏗ,n,noun,noun,necklace,,a³hyahl²di,Plural:dihyahldi^ᏗᏯᏟᏗ^di³hyahl²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,ced,ahyahtvhvsga,ᎠᏯᏛᎲᏍᎦ,vi,intransitive verb,verb,it's (the ground) becoming frosty,,a¹hyah²tv²³hv.³sga,Verb 3rd Past:uhyahtvhnvi^ᎤᏯᏛᏅᎢ^u¹hyah²tv²³hnv³?i|Verb 3rd Present Habitual:ahyahtvhvsgoi^ᎠᏯᏛᎲᏍᎪᎢ^a¹hyah²tv²³hv.³sgo³?i|Verb 3rd Infinitive:uhyahtvtdi^ᎤᏯᏛᏘᏗ^u²hyah²tv³tdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,ced,ahyaniha,ᎠᏯᏂᎭ,vt,transitive verb,verb,"1. he's calling him, inviting him. 2. he's receiving, getting him",,a¹hya.²ni.³ha,Verb 1st Present:jiyaniha^ᏥᏯᏂᎭ^ji¹ya.²ni.³ha|Verb 3rd Past:uhyanvhvi^ᎤᏯᏅᎲᎢ^u¹hya.²nv²hv²³?i|Verb 3rd Present Habitual:ahyanisgoi^ᎠᏯᏂᏍᎪᎢ^a¹hya.²ni²³sgo.³?i|Verb 2nd Imperative:hiyana^ᎯᏯᎾ^hi¹ya.²na|Verb 3rd Infinitive:uhyanhdi^ᎤᏯᏅᏗ^u²hyanh²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,ced,ahyega,ᎠᏰᎦ,vt,transitive verb,verb,he's taking it somewhere by hand,"ahyeha, gahnega, ganega, ganhjega",a¹hye³ga,Verb 1st Present:jiyega^ᏥᏰᎦ^ji¹ye³ga|Verb 3rd Past:uhyvsvi^ᎤᏴᏒᎢ^u¹hyv³sv²³?i|Verb 3rd Present Habitual:ahyegoi^ᎠᏰᎪᎢ^a¹hye³go³?i|Verb 2nd Imperative:hihyuga^ᎯᏳᎦ^hi.²hyu¹ga|Verb 3rd Infinitive:uhyvsdi^ᎤᏴᏍᏗ^u²hyv¹sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,ced,ahyeha,ᎠᏰᎭ,vt,transitive verb,verb,he's holding it in his hand,"gahneha, ganeha, ganhjeha",a¹hye.²ha,Verb 1st Present:jiyeha^ᏥᏰᎭ^ji¹ye.²ha|Verb 3rd Past:ahyehvi^ᎠᏰᎲᎢ^a¹hye²hv²³?i|Verb 3rd Present Habitual:ahyehoi^ᎠᏰᎰᎢ^a¹hye²ho³?i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,ced,ahyehgahlvsga,ᎠᏰᎦᏢᏍᎦ,vt,transitive verb,verb,he's quilting it,hyehgahli,a¹hyeh²ga.²hlv³sga,Verb 1st Present:jiyehgahlvsga^ᏥᏰᎦᏢᏍᎦ^ji¹yeh²ga.²hlv.³sga|Verb 3rd Past:uhyehgahlanvi^ᎤᏰᎦᏝᏅᎢ^u¹hyeh²ga.²hla.³nv³?i|Verb 3rd Present Habitual:ahyehgahlvsgoi^ᎠᏰᎦᏢᏍᎪᎢ^a¹hyeh²ga.²hlv.³sgo.³?i|Verb 2nd Imperative:hihyehgahlvga^ᎯᏰᎦᏢᎦ^hi²hyeh²ga.²hlv¹ga|Verb 3rd Infinitive:uhyehgahldi^ᎤᏰᎦᏢᏗ^u²hyeh²gahl²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,ced,ahyehloha,ᎠᏰᏠᎭ,vt,transitive verb,verb,1. he's making an incision 2. he's operating on him,ahyelsdi,a¹hye²³hlo.³ha,"Verb 1st Present:jiyehloha^ᏥᏰᏠᎭ^ji¹ye²³hlo.³ha|Verb 3rd Past:uhyehlalvi^ᎤᏰᏝᎸᎢ^u¹hye²³hla.³lv²³?i|Verb 3rd Present Habitual:ahyehlohoi^ᎠᏰᏠᎰᎢ^a¹hye²³hlo.³ho³?i|Verb 2nd Imperative:hiyelaga, hihyelaga^ᎯᏰᎳᎦ, ᎯᏰᎳᎦ^hi¹ye²la.²ga, hi.²hye²la.²ga|Verb 3rd Infinitive:uhyelsdi^ᎤᏰᎵᏍᏗ^u²hye²³lsdi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,ced,ahyelia,ᎠᏰᎵᎠ,vt,transitive verb,verb,"1. he's imitating him, it 2. he's mocking him",,a¹hye²li³?a,Verb 1st Present:jiyelia^ᏥᏰᎵᎠ^ji¹ye.²li³?a|Verb 3rd Past:uhyelisvi^ᎤᏰᎵᏒᎢ^u²hyeli²³sv²³?i|Verb 3rd Present Habitual:ahyelisgoi^ᎠᏰᎵᏍᎪᎢ^a¹hye²li³sgo³?i|Verb 2nd Imperative:hiyela^ᎯᏰᎳ^hi¹ye²³la|Verb 3rd Infinitive:uhyelisdi^ᎤᏰᎵᏍᏗ^u²hye²li¹sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,ced,"ahyelsdi, hayelsdi","ᎠᏰᎵᏍᏗ, ᎭᏰᎵᏍᏗ",n,noun,noun,knife,ahyehloha,"a.²hyel²sdi, ha.²yel²sdi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,ced,ahyoha,ᎠᏲᎭ,vt,transitive verb,verb,he's looking for him,uhyoha,a¹hyo.³ha,Verb 1st Present:jiyoha^ᏥᏲᎭ^ji²yo.³ha|Verb 3rd Past:uhyalvi^ᎤᏯᎸᎢ^u¹hya.²lv²³?i|Verb 3rd Present Habitual:ahyohoi^ᎠᏲᎰᎢ^a¹hyo.²ho³?i|Verb 2nd Imperative:hiyhga^ᎯᏲᎦ^hiyh¹ga|Verb 3rd Infinitive:uysdi^ᎤᏯᏍᏗ^uy²sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,ced,ahyuinega,ᎠᏳᎢᏁᎦ,vi,intransitive verb,verb,he's swimming (propelling himself through water),,a¹hyu.³?i²ne³ga,Verb 1st Present:gayuinega^ᎦᏳᎢᏁᎦ^ga¹yu.³?i²ne³ga|Verb 3rd Past:uhyuinvsvi^ᎤᏳᎢᏅᏒᎢ^u¹hyu.³?i²nv³sv²³?i|Verb 3rd Present Habitual:ahyuinegoi^ᎠᏳᎢᏁᎪᎢ^a¹hyu.³?i²ne³go³?i|Verb 2nd Imperative:hahyuinuga^ᎭᏳᎢᏄᎦ^ha²hyu.²?i²nu¹ga|Verb 3rd Infinitive:uhyuinvsdi^ᎤᏳᎢᏅᏍᏗ^u²hyu.²?i²³nv³²sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,ced,ahyvdagwaloa,ᎠᏴᏓᏆᎶᎠ,vi,intransitive verb,verb,it's thundering,ahyvdagwalosgi,a¹hyv²da.²gwa.²lo.³?a,Verb 3rd Past:uhyvdagwalovi^ᎤᏴᏓᏆᎶᎥᎢ^u¹hyv²da.²gwa.²lo.³?vi|Verb 3rd Present Habitual:ahyvdagwalosgoi^ᎠᏴᏓᏆᎶᏍᎪᎢ^a¹hyv²da.²gwa.³lo³²sgo³?i|Verb 3rd Infinitive:uhyvdagwalosdi^ᎤᏴᏓᏆᎶᏍᏗ^u²hyv²da.²gwa.²los¹di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,ced,ahyvdagwalosgi,ᎠᏴᏓᏆᎶᏍᎩ,n,noun,noun,thunder,ahyvdagwaloa,a.²hyv²da.²gwa.²lo¹sgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,ced,ahyvdladisdisgi,ᎠᏴᏜᏗᏍᏗᏍᎩ,n,noun,noun,1. refrigerator 2. air conditioner,"uhyvdla (cold, v ), uhyvdla (cold, adj)",a.²hyv²dla.²di¹sdi⁴sgi,Plural:dihyvdladisdisgi^ᏗᏴᏜᏗᏍᏗᏍᎩ^di²hyv²dla.²di¹sdi⁴sgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,ced,ahyvhdlo,ᎠᏴᏠ,n,noun,noun,ladder,,a.²hyvh²dlo,Plural:dihyvhdlo^ᏗᏴᏠ^di²hyvh²dlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,ced,ahyvhgwidvsga,ᎠᏴᏈᏛᏍᎦ,vt,transitive verb,verb,1. he's bending it  2. she's hemming it,ahliyvhgwidvsga,a¹hyvh²gwi.³dv³²sga,Verb 1st Present:jiyvhgwidvsga^ᏥᏴᏈᏛᏍᎦ^ji¹yvh²gwi.³dv³²sga|Verb 3rd Past:uhyvhgwidvnvi^ᎤᏴᏈᏛᏅᎢ^u¹hyvh²gwi.³dv³²nv²³?i|Verb 3rd Present Habitual:ahyvhgwidvsgoi^ᎠᏴᏈᏛᏍᎪᎢ^a¹hyvh²gwi.³dv.³²sgo³?i|Verb 2nd Imperative:hihyvhgwidvvga^ᎯᏴᏈᏛᎥᎦ^hi.²hyvh²gwi.²dv.²?v¹ga|Verb 3rd Infinitive:uhyvhgwidvdi^ᎤᏴᏈᏛᏗ^u²hyvh²gwi.²dv¹di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,ced,ahyvhjeni,ᎠᏴᏤᏂ,n,noun,noun,"his neck, throat",uhyvhjinvtga,a.²hyvh²je⁴ni,Verb 1st Present:jiyvhjeni^ᏥᏴᏤᏂ^ji¹yvh²je⁴ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,ced,ahyvhtea,ᎠᏴᏖᎠ,vt,transitive verb,verb,"he's kicking him, it",,a¹hyvh²te³?a,"Verb 1st Present:jiyayvhtea, gayvhtea^ᏥᏯᏴᏖᎠ, ᎦᏴᏖᎠ^ji²ya¹yvh²te³?a, gayvhtea|Verb 3rd Past:uhyvhtesvi^ᎤᏴᏖᏒᎢ^u¹hyvh²te³sv²³?i|Verb 3rd Present Habitual:ahyvhtesgoi^ᎠᏴᏖᏍᎪᎢ^a¹hyvh²te³sgo³?i|Verb 2nd Imperative:hiyayhtagi, hahyvhtagi^ᎯᏯᏴᏔᎩ, ᎭᏴᏔᎩ^hi²yayh¹ta.²gi, ha²hyvh²ta.²gi|Verb 3rd Infinitive:uhyvhtesdi^ᎤᏴᏖᏍᏗ^u²hyvh²te¹sdi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,ced,ahyvki,ᎠᏴᎩ,n,noun,noun,"prisoner, captive",ahyvkidia,a.²hyv⁴ki,Plural:anihyvki^ᎠᏂᏴᎩ^a.²ni²hyv⁴ki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,ced,ahyvkidia,ᎠᏴᎩᏗᎠ,vt,transitive verb,verb,he's capturing him,ahyvki,a¹hyv²³ki³di.²?a,Verb 1st Present:jiyvkidia^ᏥᏴᎩᏗᎠ^ji¹yv²³ki³di.²?a|Verb 3rd Past:uhyvkidvi^ᎤᏴᎩᏛᎢ^u¹hyv²³ki³dv²³?i|Verb 3rd Present Habitual:ahyvkidisgoi^ᎠᏴᎩᏗᏍᎪᎢ^a¹hyv²³ki³di¹sgo³?i|Verb 2nd Imperative:hiyvkida^ᎯᏴᎩᏓ^hi¹yv²ki²³da|Verb 3rd Infinitive:uhyvkidisdi^ᎤᏴᎩᏗᏍᏗ^u²hyv²³ki³di¹sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,ced,ahyvsdeluhvsga,ᎠᏴᏍᏕᎷᎲᏍᎦ,vt,transitive verb,verb,he's hitting him on the nose,,a¹hyv²³sde³lu²hv.²sga,Verb 1st Present:jiyvsdeluhvsga^ᏥᏴᏍᏕᎷᎲᏍᎦ^ji¹yv²³sde³lu²hv.²sga|Verb 3rd Past:uhyvsdeluhnvi^ᎤᏴᏍᏕᎷᏅᎢ^u¹hyv²³sde³lu²hnv²³?i|Verb 3rd Present Habitual:ahyvsdeluhvsgoi^ᎠᏴᏍᏕᎷᎲᏍᎪᎢ^a¹hyv²³sde³lu²hv.²sgo³?i|Verb 2nd Imperative:hiyvsdeluhvga^ᎯᏴᏍᏕᎷᎲᎦ^hi¹yv²sde²lu²hv¹ga|Verb 3rd Infinitive:uhyvsdeluhdi^ᎤᏴᏍᏕᎷᏗ^u²hyv²³sde³luh²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,ced,ahyvsgiyiha,ᎠᏴᏍᎩᏱᎭ,vt,transitive verb,verb,he's choking him,ahyvhjeni,a¹hyv.²sgi²³yi³ha,Verb 1st Present:jiyvsgiyiha^ᏥᏴᏍᎩᏱᎭ^ji¹yv.²sgi²³yi³ha|Verb 3rd Past:uhyvsgiyvhvi^ᎤᏴᏍᎩᏴᎲᎢ^u²hyv.²sgi²³yv³hv²³?i|Verb 3rd Present Habitual:ahyvsgiyisgoi^ᎠᏴᏍᎩᏱᏍᎪᎢ^a¹hyv.²sgi²³yi³sgo³?i|Verb 2nd Imperative:hiyvsgiya^ᎯᏴᏍᎩᏯ^hi¹yv.²sgi²³ya|Verb 3rd Infinitive:uhyvsgiyhdi^ᎤᏴᏍᎩᏴᏗ^u²hyv.²sgiyh²³di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,ced,ai,ᎠᎢ,vi,intransitive verb,verb,he's walking,,a³?i,Verb 1st Present:gai^ᎦᎢ^ga³?i|Verb 3rd Past:aisvi^ᎠᎢᏒᎢ^a³?i²sv²³?i|Verb 3rd Present Habitual:aisoi^ᎠᎢᏐᎢ^a³?i²so³?i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,ced,ajadi,ᎠᏣᏗ,n,noun,noun,fish,,a.²ja.?²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,ced,Ajahda,ᎠᏣᏓ,n,noun,noun,Choctaw,,A.²jah²da,Plural:Anijahda^ᎠᏂᏣᏓ^A.²ni²jah²da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,ced,ajaia,ᎠᏣᎢᎠ,vi,intransitive verb,verb,it's hatching,ajavsga,a¹ja.³?i.²?a,Verb 1st Present:gajaia^ᎦᏣᎢᎠ^ga.²ja.³?i.²?a|Verb 3rd Past:ujaisvi^ᎤᏣᎢᏒᎢ^u¹ja.³?i¹sv²³?i|Verb 3rd Present Habitual:ajaisgoi^ᎠᏣᎢᏍᎪᎢ^a¹ja.³?i¹sgo³?i|Verb 2nd Imperative:hajai^ᎭᏣᎢ^ha.²ja.²?i|Verb 3rd Infinitive:ujaisdi^ᎤᏣᎢᏍᏗ^u²ja.²?i¹sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,ced,ajanvsga,ᎠᏣᏅᏍᎦ,vi,intransitive verb,verb,he's dressing up,,a¹ja.²nv²sga,Verb 1st Present:gajanvsga^ᎦᏣᏅᏍᎦ^ga.²ja.²nv¹sga|Verb 3rd Past:ujanvhnvi^ᎤᏣᏅᏅᎢ^u¹ja.²nv²hnv²³?i|Verb 3rd Present Habitual:ajanvsgoi^ᎠᏣᏅᏍᎪᎢ^a¹ja.²nv²sgo³?i|Verb 2nd Imperative:hajanvna^ᎭᏣᏅᎾ^ha.²ja.²nv²³na|Verb 3rd Infinitive:ujanvhdi^ᎤᏣᏅᏗ^u²ja.²nvh²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,ced,ajavsga,ᎠᏣᎥᏍᎦ,vi,intransitive verb,verb,"He is getting in a car, box, etc",ajaia,a¹ja.³?v.²sga,Verb 1st Present:gajavsga^ᎦᏣᎥᏍᎦ^ga.²ja.³v.²sga|Verb 3rd Past:ujanvi^ᎤᏣᏅᎢ^u¹ja³²nv²³?i|Verb 3rd Present Habitual:ajavsgoi^ᎠᏣᎥᏍᎪᎢ^a¹ja.³?v.²sgo³?i|Verb 2nd Imperative:hajavga^ᎭᏣᎥᎦ^ha.²ja.²?v¹ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,ced,ajelisdvi,ᎠᏤᎵᏍᏛᎢ,n,noun,noun,grave,,a¹je²³li³²sdv⁴?i,Plural:dajelisdvi^ᏓᏤᎵᏍᏛᎢ^da¹je²³li³²sdv⁴?i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,ced,ajelvsga,ᎠᏤᎸᏍᎦ,vi,intransitive verb,verb,he's acting like him,,a¹je²lv²sga,Verb 1st Present:gajelvsga^ᎦᏤᎸᏍᎦ^ga.²je²lv¹sga|Verb 3rd Past:ujelvhnvi^ᎤᏤᎸᏅᎢ^u¹je²lv²hnv²³?i|Verb 3rd Present Habitual:ajelvsgoi^ᎠᏤᎸᏍᎪᎢ^a¹je²lv²sgo³?i|Verb 2nd Imperative:hajelvna^ᎭᏤᎸᎾ^ha.²je²lv²³na|Verb 3rd Infinitive:ujehldi^ᎤᏤᎸᏗ^u²jehl²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,ced,ajesdo,ᎠᏤᏍᏙ,n,noun,noun,mattress,,a.²je²sdo,Plural:dijesdo^ᏗᏤᏍᏙ^di²je²sdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,ced,ajewia,ᎠᏤᏫᎠ,vt,transitive verb,verb,"1. he's spilling it (a liquid or nonliquid like salt, sugar) 2. he's pouring it on the ground (liquid or non-liquid) 3. he's being wasteful (of money, etc.)",,a¹je²³wi.³?a,Verb 1st Present:gajewia^ᎦᏤᏫᎠ^ga.²je²³wi.³?a|Verb 3rd Past:ujewvi^ᎤᏤᏮᎢ^u¹je³wv²³?i|Verb 3rd Present Habitual:ajewisgoi^ᎠᏤᏫᏍᎪᎢ^a¹je²³wi³²sgo³?i|Verb 2nd Imperative:hajewa^ᎭᏤᏩ^ha.²je²³wa|Verb 3rd Infinitive:ujewasdi^ᎤᏤᏩᏍᏗ^u²je²³wa³²sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,ced,ajila,ᎠᏥᎳ,n,noun,noun,watercress,"amayi,  ehi",a.²ji²³la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,ced,ajila,ᎠᏥᎳ,n,noun,noun,fire,,a.²ji²³la,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,ced,Ajila Gehlohi,ᎠᏥᎳ ᎨᏠᎯ,n,noun,noun,Catholic,"ajila (fire),  gehloha",A.²ji²³la Ge³hlo.²hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,ced,ajila gohlvhdi,ᎠᏥᎳ ᎪᏢᏗ,n,noun,noun,match,"ajila (fire),  gohlvsga",a.²ji²³la go³hlvh²di,Plural:dijila digohlvhdi^ᏗᏥᎳ ᏗᎪᏢᏗ^di²ji²³la di.²go³hlvh²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,ced,ajilvhi,ᎠᏥᎸᎯ,adv,adverb,adverb,in the fire,ajila (fire),a.²ji²lv⁴hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,ced,ajilvsga,ᎠᏥᎸᏍᎦ,vi,intransitive verb,verb,it's blooming,ajilvsgi,a¹ji²lv²sga,Verb 3rd Past:ujilvhnvi^ᎤᏥᎸᏅᎢ^u¹ji²lv²hnv²³?i|Verb 3rd Present Habitual:ajilvsgoi^ᎠᏥᎸᏍᎪᎢ^a¹ji²lv²sgo³?i|Verb 3rd Infinitive:ujihldi^ᎤᏥᎸᏗ^u²jihl²di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,ced,ajilvsgi,ᎠᏥᎸᏍᎩ,n,noun,noun,flower,,a.²ji²lv⁴sgi,Plural:anijlvsgi^ᎠᏂᏥᎸᏍᎩ^a.²ni²ji²lv⁴sgi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,ced,ajina,ᎠᏥᎾ,n,noun,noun,cedar,,a.²ji.²na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,ced,ajislvsga,ᎠᏥᏍᎸᏍᎦ,vt,transitive verb,verb,"light a fire, match",ajila (fire),a¹ji³slv.²sga,Verb 1st Present:jijislvsga^ᏥᏥᏍᎸᏍᎦ^ji.²ji³slv²sga|Verb 3rd Past:ujislanvi^ᎤᏥᏍᎳᏅᎢ^u¹ji³sla.²nv²³?i|Verb 3rd Present Habitual:ajislvsgoi^ᎠᏥᏍᎸᏍᎪᎢ^a¹ji³slv²sgo³?i|Verb 2nd Imperative:hijislvga^ᎭᎢᏥᏍᎸᎦ^hi.²ji¹slv¹ga|Verb 3rd Infinitive:ujislvsdi^ᎤᏥᏍᎸᏍᏗ^u²ji¹slv.³sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,ced,ajotasga,ᎠᏦᏔᏍᎦ,vt,transitive verb,verb,"he's blowing, he's blowing on it",,a¹jo³ta.²sga,Verb 1st Present:gajotasga^ᎦᏦᏔᏍᎦ^ga.²jo³ta.²sga|Verb 3rd Past:ujotahvi^ᎤᏦᏔᎲᎢ^u¹jo³ta.²hv²³?i|Verb 3rd Present Habitual:ajotasgoi^ᎠᏦᏔᏍᎪᎢ^a¹jo³ta.²sgo³?i|Verb 2nd Imperative:hajota^ᎭᏦᏔ^ha.²jo¹ta|Verb 3rd Infinitive:ujotasdi^ᎤᏦᏔᏍᏗ^u²jo¹ta.³sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,ced,ajvstvsga,ᎠᏨᏍᏛᏍᎦ,vt,transitive verb,verb,he's turning on a light,ajvysdi,a¹jv²stv.³sga,Verb 1st Present:jijvstvsga^ᏥᏨᏍᏛᏍᎦ^ji.²jv¹stv.²sga|Verb 3rd Past:ujvstanvi^ᎤᏨᏍᏔᏅᎢ^u¹jv²sta.³nv³?i|Verb 3rd Present Habitual:ajvstvsgoi^ᎠᏨᏍᏛᏍᎪᎢ^a¹jv²stv.³sgo.³?i|Verb 2nd Imperative:hijvstvga^ᎯᏨᏍᏛᎦ^hi.²jv²stv.¹ga|Verb 3rd Infinitive:ujvstvsdi^ᎤᏨᏍᏛᏍᏗ^u²jv²stv.³sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,ced,ajvysdi,ᎠᏨᏍᏗ,n,noun,noun,"lamp, light",ajvstvsga,a.²jvy⁴sdi,Plural:dijvysdi^ᏗᏨᏍᏗ^di²jvy⁴sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,ced,ak-,ᎠᎩ-,,,,(see agi-),-----,ak-,Plural:-----^-----^-----|Verb 1st Present:-----^-----^-----|Verb 3rd Past:-----^-----^-----|Verb 3rd Present Habitual:-----^-----^-----|Verb 2nd Imperative:-----^-----^-----|Verb 3rd Infinitive:-----^-----^-----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,ced,akanesdi,ᎠᎧᏁᏍᏗ,n,noun,noun,1.badge 2.pin,,a.²ka.²ne²³sdi,Plural:dikanesdi^ᏗᎧᏁᏍᏗ^di²ka.²ne²³sdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
