ID,Source,Syllabary,Transliteration,English,Audio,Story,Chapter,Line,Author,Speaker,,Word-by-word Literal Translation,Cherokee Morphemes,English Morphemes (Gloss)
,Cherokee Narratives,ᎾᏃ ᏃᏊ ᎠᏂᏲᎯᎲᎮᏃ ᎦᎶᏇ ᎬᏅᏗ Ꮎ ᎦᏂ ᏕᎬᏩᏂᎲ ᏙᏌ ᎤᏂᏣᏔ ᎠᏗᏍᎨᎢᏊᏃ ᏕᎬᏂᎮ ᏓᎨᎯᏙᎮ ᏙᏌ ᎠᏗᏍᎬ,nano nogwu aniyohihvheno galogwe gvnvdi na gani degvwanihv dosa unijata adisge?igwuno degvnihe dakehidohe dosa adisgv,"And they were shooting at her with a gun, but she would just say, ""There are a lot of mosquitoes,"" and she would try to bat them away.",,Spearfinger,,13,Annie Jessan,,,"and also, then, they were shooting her, gun, with the, bullets, as they hit her, mosquito, they are many, she was just saying, she was hitting them, she was chasing them away, mosquito, she said",na-no3 nogwu a-ni-yohih-v23-heno3 galogwe3 gvnvadi na ga3ni de-g-v3wani3h-v dosa u-ni-ja3ta a-dis-g-e3?i3-gwu3-no3 de-g-v3ni3h-e3 d-a-gehi3doh-e3 dosa a-di23s-g-v,"also and, then, 3 Pl shoot exP and, gun, with, the, bullet, Pl they hit exP, mosquito, 3 Pl many, 3 say Prog repP just and, Pl 3 hit repP, Pl 3 chase repP, mosquito, 3 say Prog exP"
,Cherokee Narratives,ᎦᏂ ᎬᏩᏂᎲ ᎾᏃ ᏅᏯ ᎤᏄᏩ ᎠᏃᏎᎰ ᎢᎦᏓ ᏙᏛ ᎤᏍᏗ ᏚᏙᎡ ᎤᎬᏫᏳᎮ ᏍᎩᏃ V,gani gvwanihv nano nvya unuwa anoseho igada dodv usdi dudo?e ugvwiyuhe sgino do,"Some people would call her ""rock wearer,"" and I wonder what she really was.",,Spearfinger,,14,Annie Jessan,,,"bullets hitting her, and the, and that rock, she had on, they called her, some, what like, her name, instead, that, really",gani gv-wani3h-v na3-no nvya u4-nuw-a a3-n-ose3h-o iga3a dodv3 usdi d-u-do3h-e3 ugvwiyu3he3 sgi-no3 do,"bullets, they hit exP, that and, rock, 3 wear Pres, 3 Pl call Hab, some, what, like, Pl 3 name repP, instead, that and, do"
,Cherokee Narratives,ᏍᎩᏃ ᎤᏂᏂᏴᎮ ᎤᏙᎯᏳ ᏍᎩᎾ ᎠᎨ ᏄᏩᏂᏌᏁ ᏍᎩᏃ Ꭵ ᏍᎩᎾ ᏥᎦᏗ ᎦᏂ ᎬᏩᏂᎲ ᏙᏌ ᎤᏂᏣᏔ ᏳᏛᎿ,sgino uniniyvhe udohiyu sgina age nuwanisane sgino v sgina jigadi gani gvwanihv dosa unijata yudvhna,"But they did capture ""Spearfinger"" with the help of the woman.",,Spearfinger,,15,Annie Jessan,,,"and that, they caught her, really, that, woman, she caused it, and that, uh, that, which I say, bullets, they were hitting her, mosquito, they are many, when she would say",sgi-no3 u-ni-ni3yvh-e3 udohiyu sgina3 age3 n-uw-a3nisan-e3 sgi-no3 v sgina ji-g-adi gani gv-wani3h-v dosa u-ni-ja3ta y-u-dv4hn-a,"that and, 3 Pl catch repP, really, that, woman, Spec 3 cause repP, that and, uh, that, Rel 1 say, bullet, they hit exP, mosquito, 3 Pl many, nonF 3 say Pres"
,Cherokee Narratives,ᎾᏗᏃ ᎤᏂᎷᏤ ᎠᏂᏍᎦᏯ ᏃᏭ ᏦᎢ ᏯᏂ ᎤᎾᏍᎪᏎ,nadino uniluje anisgaya nowu jo?i yani unasgose,And the men dug a hole to bury her in.,,Spearfinger,,16,Annie Jessan,,,"and they, came, men, then, three of them, they dug",na3di3-no3 u-ni-lu3j-e3 a-ni-sgaya no jo?i ya3ni u-n-asgo23s-e3,"that and, 3 Pl arrive repP, 3 Pl man, then, three, in-number, 3 Pl dig repP"
,Cherokee Narratives,ᎤᎧᏲᏓ ᎠᏓ ᎤᏂᎳᏕ ᏍᎩᏃ ᏂᎦᏓ ᎤᎾᏛᏅᎢᏍᏔᏁ,ukayoda ada unilade sgino nigada unadvnv?istane,"In the deepest part of the hole, they put dry wood and prepared everything.",,Spearfinger,,17,Annie Jessan,,,"dry, wood, they placed it into, and that, all, they prepared",ukayoda ada j-uni3-lad-e3 sgino3 niga4da u-n-advnv3istan-e3,"dry, wood, Pl 3 put-into repP, that, all, 3 Pl prepare repP"
,Cherokee Narratives,ᏍᎩᎾ ᏔᎵᏅ ᎧᎶᏇᎩᏗ ᏧᏂᎸᏓᎸᏓ ᏍᎩᎾ ᎠᏓ ᏧᏂᏍᏓᎷᎢᏍᏗ ᎢᏳ ᏍᎩᎾ ᏂᏚᏅᏁᎴ ᏃᏊᎴ ᏍᏆᎸᏂᏍᏗ ᏄᏅᏁᎴ ᏍᎩᎾ ᏃᏊ ᏍᎩ,sgina talinv kalogwegidi junilvdalvda sgina ada junisdalu?isdi iyu sgina nidunvnele nogwule sgwalvnisdi nunvnele sgina nogwu sgi,They took slivers of locust wood to make clubs with.,,Spearfinger,,18,Annie Jessan,,,"that, and two, locust splinters, that, wood, for them to split, then, that, they did, and also, to hit on the head with (an instrument), they did, that, then, that",sgina3 ta3li3-nv3 kalogwe23gidi j-u-ni-lvdalv4d-a sgina3 ada j-u-ni-sdalu3is-di iyu3 sgina3 ni-d-u-n-v3nel-e3 nogwu3-le3 sgwalv23n-isd32 n-u-nv3nel-e3 sgina3 nogwu sgi,"that, two and, locust, Pl 3 Pl splinter Pres, that, wood, Pl 3 Pl splinter Inf, then, that, Spec Pl 3 Pl do repP, also and, long-object Inst, Spec 3 Pl do repP, that, then, that"
,Cherokee Narratives,ᏱᏁᏛᏁᎳ ᏰᏗᎷᎦ Ꮩ ᏥᏈᏯ ᏓᏛᏗ ᎠᏂᎨ ᎤᏛᏁ ᏌᏊ ᎠᏍᎦᏯ,yinedvnela yediluga do jigwiya datvdi anige udvne sagwu asgaya,"""Maybe if we do that, we would be able to kill her. She is just killing too many women,"" said one man.",,Spearfinger,,19,Annie Jessan,,,"if we do to her, we can kill her, really, too many, she is doing away with, women, he said, one, man",yi-n-23dv32n-e4La y-e3d-ilu32g-a do jigwiya d-a-tv3di a-ni-ge3 u-dvn-e3 sagwu3 asgaya,"nonF 1Pl do Dat Pres, nonF 1Pl kill Pres, really, too-many, Pl 3 do-away, 3 Pl woman, 3 say repp, one, man"
,Cherokee Narratives,ᎥᏃ ᎤᏪᎯᏍᏓᏁᎮ ᎤᏓᎵᎢ ᎠᏥᎡᎸ,vno uwehisdanehe udali?i aji?elv,He was very hurt because his wife had been killed.,,Spearfinger,,20,Annie Jessan,,,"very much, she was hurting, his spouse, being killed",v4-no3 uw-ehisda32neh-e3 u-dali?i a-ji?e231-v,"quite-a-lot, 3 hurt repP, 3Pos spouse, 3 kill exP"
,Cherokee Narratives,ᏍᎩᏃ ᏂᎦᏗ ᎤᏂᏅᏁ ᎠᎨ ᏍᎩᏅ ᏅᏯ ᎤᏄᏩ ᎤᎿ,sgino nigadi uninvne age sginv nvya unuwa uhna,"And so they laid the ""rock wearer"" down there.",,Spearfinger,,21,Annie Jessan,,,"and that, all, they laid her down, woman, that, stone coat, there",sgi-no3 niga4di sgi-no3 u-ni-nv3n-e3 age3 sginv3 nvya-ununuwa,"that and, all, that and, 3 Pl lay-down repP, woman, that, stone-coat"
,Cherokee Narratives,ᎣᏂ ᏧᏂᎭᏔᏁ ᏍᎩᎾ ᏗᏍᏓᎷᏍᏙᏗ ᎠᏓ ᏍᎩᎾ ᏚᎾᎬᎩᏎ ᏍᎩᎾ ᏅᏯ ᎤᎿᏭ Ꮓ,oni junihatane sgina disdalusdodi ada sgina dunakvgise sgina nvya uhnawu no,They stuck a hewing axe in her back and penetrated the rock she was wearing.,,Spearfinger,,22,Annie Jessan,,,"behind, they drove it, that, to splinter with (an instrument), wood, that, they unraveled it, that, stone coat, and",u-hn-a3 oni j-u-ni3-hatan-e3 sgina3 di3-sd-alusdo-di ada sgina3 d-u-ni-likadunagv23gis-e3 sgina3 nvya-uhnawu,"3 wear Pres, behind, Pl 3 Pl stick repP, that, Pl 3 splinter Inf, wood, that, Pl 3 Pl unravel repP, that, stone-coated"
,Cherokee Narratives,ᎠᏥᎸᏰᏃ ᏱᎪᏔᎾ ᏥᎪᏯ ᏣᏔᏍᎩᏍᎪ ᏥᎢᎢᎢᎢ ᏣᏗᏍᎪ ᏍᎩᏃ ᏄᏪᏎ ᎠᎨ Ꮎ ᎠᎪᎲᏍᎬ ᎤᎿᎮᏅ,ajilvyeno yigotana jigoya jatasgisgo jiiiiiiiiiiii jadisgo sgino nuwese age na agohvsgv uhnahenv,"And then just as a bug makes a whistling noise when you throw it into a fire, ""Spearfinger"" made that same kind of noise.",,Spearfinger,,23,Annie Jessan,,,"and in the fire, when you build a fire, bug, as it explodes, pssssssssssss, as it sounds, and that, it sounded, woman, the, as it burned, and there",no3 ajilvye23-no y-i-g-otan-a jigoya j-a-tasgi's-g-o j-a-di23s-g-o sgi-no3 n-u-wes-e3 age3 na3 a-go3hvs-g-v4-hv uhna3-he23nv,"and, fire and, nonF 3 build-fire Pres, bug, Rel 3 explode Prog Hab, Rel 3 sound-like Prog Hab, that and, Spec 3 sound-like repp, woman, the, 3 burn Prog exP but, there and"
,Cherokee Narratives,ᏭᏂᎸᏁ ᎦᏚᏃ ᎠᏓ ᏫᏚᏂᎳᏕ ᏭᏂᎸᎾ ᎠᎨ ᎠᎪᎲᏍᎬ,wunilvne gaduno ada widunilade wunilvna age agohvsgv,They piled wood on top of her as she burned.,,Spearfinger,,24,Annie Jessan,,,"they placed her, and on top, wood, they placed them, when they placed her, woman, as she burned",w-u-ni3-lvn-e3 gadu4-no ada wi-d-u23-ni3lad-e3 w-u-ni3-lv4n-a age3 a-go3hv-s-g-v,"Tr 3 Pl place repP, on-top and, wood, Tr Pl 3 place repP, Tr 3 Pl place Pres, woman, 3 burn Prog exP"
,Cherokee Narratives,ᎢᏣᏙᎴᏆ ᏍᎩᏅ ᎢᏣᏙᎴᏆᏍᎨᏍᏗ ᏗᏓᏅᏬ ᏓᏨᏁᏤᎵ ᏅᏬᏗ ᏥᏄᏓᎴᏍᏊ ᏂᎦᏓ Ꭿ ᏓᏨᏁᏤᎵ ᎤᏪᏘ ᏚᏬᎮᎴ ᏍᎩᏃ ᏱᏄᎵᏍᏔᎾ ᎠᏥᎸ ᎢᏣᏅᏓᏗᎠ ᎤᏛᏁ,ijadolegwa sginv ijadolegwasgesdi didanvwo dajvnejeli nvwodi jinudalesgwu nigad hi dajvnejeli uweti duwohele sgino yinulistana ajilv ijanvdadi?a udvne,"""Learn from this the powers. I shall show you varieties of medicine, and when you see this happening with fire, you are to remember what has happened here.""",,Spearfinger,,25,Annie Jessan,,,"you all learn, that, for you to learn, medicine, I am going to tell you, medicine, all kinds, all, this, I am going to tell you, old, she told them, and that, when it happens, fire, you all remember, she said",ij-adole3gw-a sginv3 ij-adolegwa23s-ge3sdi didanvwo da-j-v3-ne3jel-i nvwo32ti jin-u-dale's-gwu niga4da hi? da-jv3-ne3j-el-i nvwo32ti d-uw-ohe231-e3 sgi-no yi-n-u231-istan-a ajilv wi-j-anv23da3dis-ge3sdi u-dvne3n-v,"2Pl learn-from Imp, that, you-all learn-from Imp Fut Pres, medicine, Fut you give Fut, medicine, Pl Spec kind just, all, this, Fut I-you tell Dat Fut, medicine, Pl 3 tell repP, that and, nonF Spec 3 happen imP, fire, Tr you-all remember Fut-Prog, 3 say exp"
,Cherokee Narratives,ᎡᏙᏓᏛ ᎡᏥ ᏥᎨᎲ ᎢᏧᎳᏊ ᎠᏂᏃᎮᏍᎪ,edodadv eji jigehv ijulagw anihnohesgo,My father and my mother both would tell this story.,,Transformation,,1,Durbin Feeling,,,"yes my father who was, my mother, who was, both of them, they would tell",e-doda-dv ji-geh-v e-ji ji-geh-v iju-la-gw a-ni-hnohes-g-o,"1Pos father indeed, Rel be exP, 1Pos mother, Rel be exP, both just, 3 Pl tell Prog Hab"
,Cherokee Narratives,ᎨᏅ ᎣᎬᏏ ᎾᎥ ᎡᎮ ᎠᎦᏴᎵᎨ ᎤᎵᏍᎦᏍᏛ ᏧᏙᎢᏓ ᎤᏩᏍ ᎦᏁᎵ ᎨᎮ,gehnv oaksi na?v ehe agayvlige ulsgasd judo?ida uwas ganel gehe,"Over there near Oaks, an old woman named Uskast lived alone.",,Transformation,,2,Durbin Feeling,,,"there, and there town of Oaks, near, she lived, an old woman, Ulsgasd, was named, she alone, one who lived, was",ge-hnv oaks-i na?v e-h-e a-gayvlige ulsgasd j-u-do?id-a u-was ga-nel geh-e,"there and, oaks Loc, near, 3 live repP, 3 old-woman, ulsgasd, Rel 3 name recP, 3 alone, 3 live, be repP"
,Cherokee Narratives,ᎡᏥ ᏥᎨᎲ Ꮎ ᏧᎾᏓᏂᏱᏓ ᏧᎾᏛᏒ ᎨᎮ ᎠᏗᎰ ᏗᏂᏲᏟ ᎨᎲ ᎤᏲᎱᏒ ᎨᎮ ᎤᏂᏥ ᎤᏂᏙᏓhᏅ ᏧᏛᎯᏍᏔᏅ ᎨᏎ,eji jigehv na jundaniyida juntvsv gehe adiho diniyohli gehv uyohusv gehe uniji unidodahnv jutvhistanv gehe,"According to my mother, she and the other children had been raised by their father because their mother had died.",,Transformation,,3,Durbin Feeling,,,"my mother who was, they, orphans, ones who had grown up, was, she says, children, as for them, dead, was, their mother, and their father, he raised them, was",e-ji ji-geh-v na j-u-n-daniyid-a j-u-n-tvs-v geh-e a-dih-o di-ni-yohli geh-v u-yohus-v geh-e u-ni-ji u-ni-doda-hnv j-u-tvhistan-v ges-e,"1Pos mother, Rel be exP, that, Pl 3 Pl orphan recP, Pst 3 Pl grow-up exP, be repp, 3 say Hab, Pl Pl child, be exp, 3 die exP, be repP, 3 Pl mother, 3 Pl father and, Pl 3 rear exP, be exP"
,Cherokee Narratives,ᏬᎨᏓᏍᏗ ᎨᎲ ᎠᏗᎲ ᎤᎩᎸᏗ ᎡᏙᎲ ᎠᏗᎲ ᏓᎶᏂᎨ ᏐᏈᎵ ᎤᎾᏝᎥ,wogedasdi gehv adihv ukilvdi edohv adihv dalonige sogwil unahla?v,"We would go and visit her, she said, and the old woman would travel around on her yellow horse.",,Transformation,,4,Durbin Feeling,,,"we would go there, was, she said, on horseback, he would travel, she said, yellow, horse, he owned",w-og-edas-di geh-v a-dih-v ukilvdi e-doh-v a-dih-v dalonige sogwil u-n-ahla?-v,"Tr they-and-I go-there Inf, be repP, 3 say exP, on-horseback, 3 travel exP, 3 say exp, yellow, horse, 3 Pl have exP"
,Cherokee Narratives,ᎠᏗᎲ ᎠᏆᏘᏁᎪ ᏣᏗᎲ ᏧᏪᏅᏒ ᏔᎵᎭ ᏧᏒᎯᏓ ᏔᎵᎭ ᎢᏳᏒ ᎢᏴ,adihv aktinego jadihv juwenvsv ta?liha jusvhid ta?liha iyusv iy,"She would take me home to her, she said, for about two days.",,Transformation,,5,Durbin Feeling,,,"she said, she would take me along, she said, to his home, two, nights, in two, days, then",a-dih-v ak-tineg-o j-a-dih-v j-uw-envsv ta?li-ha j-usvhid ta?li-ha iyu-sv iyv,"3 say exp, he/me take-along Hab, 3 say exp, 3 home, two exactly, night, two exactly, day, then"
,Cherokee Narratives,ᎢᏥᏯᏘᏃᎸ ᏳᏛᎾ ᎠᎦᎵᏍᎪᎸᏓᏁᎰ ᎡᏙᏓ ᏥᎨᎲ,ijiyatihnohlv yudvhna agalisgolvdaneho edoda jigehv,"She said she would tell my father that she would bring me home in a couple of days, and my father would let me go.",,Transformation,,6,Durbin Feeling,,,"then I will bring him/her back, when he said, she would be given permission, my father who was",i-ji-yajahnihl-v y-u-dvhn-a a-g-alisgolvdaneh-o e-dod ji-geh-v,"Rep 1 come-back exP, nonF 3 say recP, Pass 3 given-permission Hab, 1Pos father, Rel be exP"
,Cherokee Narratives,ᎣᏍᏕᎪ ᏣᏗᎲ ᎣᏂᏴ ᎦᏓᏅᏖᎰ ᏣᏗᎲ ᎠᏋᏌᏅ ᎠᎦᏒᎯᎮ ᎨᎵᎰ ᏣᏗᎲ ᎥᏅ ᎠᏥᏍᎩᎵ ᎨᎮ ᏣᏗᎲ Ꮎ ᎠᎦᏴᎵᎨ,osdego jadihv ohniyv gadanvteho jadihv agwvsahnv aksvhihe geliho jadihv vhnv adsgil gehe jadihv na agayvlige,"Later on, she said, she thought about how spooky this old woman had been.",,Transformation,,7,Durbin Feeling,,,"go we would, she said, later on, I would think about it, she said, I alone, I would spend the night, I think, she said, and very, ghostly, she was, she said, the, old woman",o-sd-e-g-o j-a-dih-v ohni-yv g-adanv-teh-o j-a-dih-v agw-vsa-hnv ak-svhih-e g-elih-o j-a-dih-v v-hnv adsgil geh-e j-a-dih-v na a-gayvlige,"they-and-I go Prog Hab, Pst 3 say exP, later-on, 1 think Prog Hab, Pst 3 say exP, 1 myself and, 1 spend-night repP, 1 think Hab, Pst 3 say exP, very and, ghostly, be repP, Pst 3 say exP, the, 3 old-woman"
,Cherokee Narratives,ᏃᏊᏅ ᎤᏔᏅ ᏃᏊ ᏂᎨᏎ ᏃᏊ ᎡᏥ ᏥᎨᎲ ᎾᏂᏁᎴ ᏃᏊ ᎡᏙᏓ ᎾᏃ ᏥᏳᎪᏗ ᎠᏊ blackfox hollow ᏣᎾᏗᎰ ᏥᏭᎨᏓᎵᏴ ᏁᏗ ᏛᏂᏃᎵ ᏧᏙᎢᏓ ᏁᏗ ᏧᏁᎳᏛ ᎠᎾᏗᎰ ᏁᏗ Ꮫ ᎠᏎ ᏥᎨᎲ ᎤᏙᏓ ᎠᏎ ᏗᎦᏁᎸ ᏕᏫ ᎮᏅ ᏚᏙᎡ ᏕᏫ ᏛᏂᏃᎵ ᏚᏙᎡ,nogwuhnv utan nogwu nigese nogwu eji jigehv naninele nogwu edod nahno jiyukdi agwu blackfox hollow janadiho jiwukedaliy ned dvninol judo?id ned juneldv andiho ned dv ase jigehv udod ase diganelv dew hehnv dudo?e dew dvninol dudo?e,"After she had become an adult and had married my father, there was a trail through what they called Blackfox Hollow, where Ned Blackfox lived.",,Transformation,,8,Durbin Feeling,,,"and then, adult, then, and then, then, my mother, who was, they were already married, then, my father, and that straight, here, Blackfox Hollow, as they say, through the ravine, Ned, Sneaking Up On Him, named, Ned, they say, Ned, who was, yes, probably, who was, his father, maybe, he lived, Dave, because, he was named, Dave, Sneaking Up On Him, he was named",nogwu-hnv utan nogwu ni-ges-e nogwu e-ji ji-geh-v n-a-ni-nel-e nogwu e-dod na-hno jiyukdi agwu blackfox hollow j-a-n-adih-o ji-w-u-kedaliy ned dvninol u-do?id ned j-u-neldv a-n-dih-o ned dv ase ji-geh-v u-dod ase de-g-anel-v dew hehnv d-u-do?-e dew dvninol d-u-do?-e,"then and, big, then, Spec be repP, then, 1Pos mother, Rel be exP, Spec 3 Pl marry repP, then, 1Pos father, that and, straight, here, blackfox hollow, Rel 3 Pl call Hab, Rel Tr ravine, ned, dvninol, 3 named, ned, Pst 3 be-married, 3 Pl say Hab, ned, yes, probably, Rel be exP, 3Pos father, maybe, Pl 3 live exP, dave, because, Pl 3 be-named repP, dave, dvninol, Pl 3 named repP"
,Cherokee Narratives,ᎤᎿ ᎩᎶ ᎤᏢᎩ ᎦᏅᎨ ᎠᏔᏄᏣ ᎠᏗᎰ ᎪᎯᏓ ᎥᏍᏊ ᎤᏢᏥᏙᎴ,uhna kilo udlvgi ganhge atanuj adiho gohida vsgwu udlvjidole,There was a young girl out there who was sick for quite a while.,,Transformation,,9,Durbin Feeling,,,"there, someone, sick person, was lying, young girl, he says, a long time, also, she was sick",uhna kilo u-dlv-g-i g-anh-g-e a-tanuj a-dih-o gohid vsgwu u-dlvjidol-e,"there, someone, 3 sick Prog Ag, 3 lie Prog repP, 3 young-girl, 3 say Hab, a-long-time, also, 3 sick repP"
,Cherokee Narratives,ᎾᏅ ᏥᎦᏗᎲ ᏧᏈᏯ ᎾᎾᎵᏍᏗᎲ ᏴᏫ ᎩᎶ ᏳᏢᏣ ᏥᎦᏗᎲ,nahnv jigadihv tsgwiya nanalsdihv yvwi kilo yudlvja jigadihv,There would be a lot of people who would come and sit up when someone got sick.,,Transformation,,10,Durbin Feeling,,,"and that, which I said, many, happen to them, people, someone, when he get sick, she would which I said",nahnv ji-g-adih-v tsgwiya n-a-n-alsdih-v yvwi kilo y-u-dlvj-a ji-g-adih-v,"that and, Rel 1 say Pst, too many, Spec 3 Pl begin-to-be exP, people, someone, nonF 3 get-sick recP, Rel 1 say exP"
,Cherokee Narratives,ᏍᎩᏃ ᏙᏱ ᎢᏴ ᎤᏃᏖ ᎤᎿ ᎤᏂᎦᎾᏬᏍᎨ ᎠᏂᏫᎾ ᎢᏳᏍᏗᎭ ᎤᎾᏓᏡᎨ,sgihno doyi iyv unote uhna uniganawosge iyusdiha aniwina unadalhge,"They had built a fire outside where they would warm themselves, and most of them were young men.",,Transformation,,11,Durbin Feeling,,,"and that, outside, there, they had a fire going, there, they were warming themselves, young men, just (men), they were in a group",sgi-hno doyi iyv u-n-ot-e uhna u-ni-ganawos-g-e a-ni-wina iyusdi-ha u-n-adalh-g-e,"that and, outside, there, 3 Pl tend-fire repP, there, 3 Pl warm Prog repP, 3 Pl young-man, same exactly, 3 Pl group Prog repP"
,Cherokee Narratives,ᎩᏟᏅ ᏂᎪᎸ ᏧᎵᏏᏅᏛ ᎤᎾᏕᏯᏙᏗᎮ ᎫᏍᏗ ᎠᏂᎨᎮᎨ ᎠᏂᏕᏯᏍᏔᏂᎯᎮ,gitlihnv nigolv julsihnvd unadeytohdihe gusd anikehege anideystanihihe,"And every night their dogs would growl and bark at something, and they would chase it.",,Transformation,,12,Durbin Feeling,,,"and dogs, all the time, nightly, it bothered them, something, they would run after it, around the house",gitli-hnv nigolv julsihnvd u-n-adeytohdih-e gusd a-ni-keheh-g-e a-ni-deystanihih-e,"dog and, always, nightly, 3 Pl bothered repP, something, 3 Pl run-after Prog repP, 3 Pl around-corner-of-house repP"
,Cherokee Narratives,ᎦᎵᏦᏕ ᎠᏊᏅ Ᏼ ᏫᎦᏅᏅ ᏫᎧᎾᎷᏛ ᎤᏅᏓᏟ ᎢᏳᏍᏗ ᎢᎦᏅᎿ ᏍᎩᎾ ᎠᎦᏴᎵᎨ ᏧᏪᏅᏒ ᎢᏗᏜ ᏥᏥᏃᎮ ᎤᏅᏅ,galjode agwunh yv wiganvhnv wikanalhdv unvdahli iyusd iganvhna sgina agayvlige juwenvsv ididla jijinohe uhnvhnv,The dogs would chase it around the house and then down the trail and up a small hill.,,Transformation,,13,Durbin Feeling,,,"house, and here, nearby, down the road, up the incline, on the ridge, likeness, there is a road, that, old woman, her home, toward, the one I am talking about, road",galjode agwu-nh yv wi-g-anvhn-v wi-k-analhd-v unvdahli iyusd i-ganvhn-a sgina a-gayvlige j-u-wenvsv idi-dla ji-ji-noh-e uhnvhnv,"house, here and, nearby, Tr 3 down-the-road exP, Tr 3 ascend-incline exP, rocky, likeness, Dst road Pres, that, 3 old-woman, Pl 3 house, toward, Rel 1 talk-about repP, road"
,Cherokee Narratives,ᏃᏊ ᎠᏂᎷᎨ,nogwu aniluhge,"The dogs would chase it up to the top of the hill, and then they would quit chasing it and they would return.",,Transformation,,14,Durbin Feeling,,,"now, they were arriving",nogwu a-ni-luhg-e,"now, 3 Pl arrive repP"
,Cherokee Narratives,ᏞᎦᏅ ᎠᏎ ᎠᎾᏂᏢᏍᎨ ᎩᏟ ᏃᏊᎴ ᎠᏁᎷᎲᏍᎪ ᏣᏗᎲ ᎠᎾᏁᎷᎩᏍᎪ ᎦᎵᏦᏕ ᏭᏂᏕᏯᏍᏗᎮ ᎩᏟ ᎤᎿᏅ ᏚᏃᎸ ᏴᏫ ᎠᏊᏅ ᎢᏴ ᎠᎾᏝᎥᏍᏗᎮ ᎩᏟ ᏝᏃ ᎪᏍᏓ ᏯᏂᎪᏩᏘᎮ ᏣᏗᎲ ᎩᏟᏊᏅ ᎢᎦ ᏓᏂᎪᏩᏘᎮ,hleghnv ase ananhdlvsge gitli nogwule anehluhvsgo jadihv ananelugisgo galjode wunideysdihe gitli uhnahnv dunohlv yvwi agwuhnv iyv anatlavsdihe gitli hlahno gosd yanigowhtihe jadihv gitligwuhnv iga danigowhtihe,"The dogs would lie down for a while, and then suddenly they would start chasing it again, and the people couldn't see what they were chasing.",,Transformation,,15,Durbin Feeling,,,"for a while, maybe, they would lie down, dogs, and then, they would bark, she said, they would race after, house, they would run around, dogs, and there, they sat, people, and nearby, toward, they would come running by, dogs, and not, something, they did not see, she said, just dogs, that is all, they would see",hleg-hnv ase a-n-anhdlvs-g-e gitli nogwu-le a-n-ehluhvs-g-o j-a-dih-v a-n-anelugis-g-o galjode w-u-ni-deysdih-e gitli uhna-hnv d-u-n-ohl-v yvwi agwu-hnv iyv a-n-atla?isdih-e gitli hla-hno gosd y-a-ni-gowhtih-e j-a-dih-v gitli-gwu-hnv iga d-a-ni-gowhtih-e,"while and, maybe, 3 Pl lie-down Prog repP, dog, then and, 3 Pl bark Prog Hab, Pst 3 say exP, 3 Pl run-after Prog Hab, house, Tr 3 Pl run-around repP, dog, there and, Pl 3 Pl sit exP, people, nearby and, toward, 3 Pl run-by repP, dogs, not and, something, nonF 3 Pl see repP, Pst 3 say exP, dog just and, all, Pl 3 Pl see repP"
,Cherokee Narratives,ᎤᎾ ᏳᏂᎿᎷᏔᎾ ᏫᎧᎾᎷᏛ ᏅᏃ ᏃᏊ ᎠᏂᏫᏄᏣ ᏦᎢᎭ ᎢᏯᏂ ᏗᏗᏍᏕᎳ ᎩᏟ ᏗᏗᏅᏫᏍᏓ ᎤᎾᏛᏁ,uhna yunihnalhtana wikanalhdv nvno nogwu aniwinuja jo?iha iyani didisdel gitli didinvhwisda unadvhne,Finally some of the young men decided to help the dogs and see what it was they were chasing.,,Transformation,,16,Durbin Feeling,,,"there, as they chased it, up the hill, up the road, now, young men, three of them, of them, let us help them, dogs, let us sic them on, they said",uhna y-u-ni-hnalhtan-a wi-kanalhdv nvno nogwu a-ni-winuja jo?i-ha iya3ni d-idi-sdel gitli di-d-in-vhwisde u-n-advhn-e,"there, Tr 3Pl chase recP, Tr up-hill, up-road, now, 3 Pl young-man, three Ord, of-them, Pl you Pl-and-I help, dog, Pl Pl you/I make, 3 Pl say repP"
